Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.013774104683195593,0.5619834710743802,0.29201101928374656
2,0.011049723756906077,0.494475138121547,0.15469613259668508
3,0.008310249307479225,0.4487534626038781,0.09141274238227147
4,0.002777777777777778,0.40555555555555556,0.06388888888888888
5,0.002785515320334262,0.36768802228412256,0.04456824512534819
6,0.002793296089385475,0.3324022346368715,0.036312849162011177
7,0.0,0.3025210084033613,0.03081232492997199
8,0.0,0.27808988764044945,0.025280898876404494
9,0.0,0.2563380281690141,0.01971830985915493
10,0.0,0.23728813559322035,0.014124293785310734
11,0.0,0.21813031161473087,0.0113314447592068
12,0.0,0.20170454545454544,0.008522727272727272
13,0.0,0.18518518518518517,0.005698005698005698
14,0.0,0.16857142857142857,0.002857142857142857
15,0.0,0.15759312320916904,0.0
16,0.0,0.14655172413793102,0.0
17,0.0,0.13544668587896252,0.0
18,0.0,0.12716763005780346,0.0
19,0.0,0.11884057971014493,0.0
20,0.0,0.11046511627906977,0.0
21,0.0,0.10204081632653061,0.0
22,0.0,0.0935672514619883,0.0
23,0.0,0.08797653958944282,0.0
24,0.0,0.08235294117647059,0.0
25,0.0,0.07669616519174041,0.0
26,0.0,0.07100591715976332,0.0
27,0.0,0.06528189910979229,0.0
28,0.0,0.05952380952380952,0.0
29,0.0,0.05373134328358209,0.0
30,0.0,0.04790419161676647,0.0
