TimeUS,mX,mY,mZ,obX,obY,ofX,ofY,rfD,gpSA,gpHA,gpVA,gpT,aT,ofT
 59021382, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58794, 59021382, 0
 59023881, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58794, 59023881, 0
 59026380, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58794, 59026380, 0
 59028879, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58794, 59028879, 0
 59031378, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59031378, 0
 59033877, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59033877, 0
 59036376, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59036376, 0
 59038875, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59038875, 0
 59041374, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59041374, 0
 59043873, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59043873, 0
 59046372, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59046372, 0
 59048871, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59048871, 0
 59051370, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59051370, 0
 59053869, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59053869, 0
 59056368, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59056368, 0
 59058867, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59058867, 0
 59061366, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59061366, 0
 59063865, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59063865, 0
 59066364, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59066364, 0
 59068863, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59068863, 0
 59071362, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59071362, 0
 59073861, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59073861, 0
 59076360, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59076360, 0
 59078859, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59078859, 0
 59081358, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59081358, 0
 59083857, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59083857, 0
 59086356, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59086356, 0
 59088855, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59088855, 0
 59091354, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59091354, 0
 59093853, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59093853, 0
 59096352, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59096352, 0
 59098851, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59098851, 0
 59101350, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59101350, 0
 59103849, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59103849, 0
 59106348, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59106348, 0
 59108847, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59108847, 0
 59111346, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59111346, 0
 59113845, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59113845, 0
 59116344, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59116344, 0
 59118843, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59118843, 0
 59121342, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59121342, 0
 59123841, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59123841, 0
 59126340, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59126340, 0
 59128839, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59128839, 0
 59131338, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59131338, 0
 59133837, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59133837, 0
 59136336, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59136336, 0
 59138835, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59138835, 0
 59141334, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59141334, 0
 59143833, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59143833, 0
 59146332, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59146332, 0
 59148831, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59148831, 0
 59151330, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59151330, 0
 59153829, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59153829, 0
 59156328, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59156328, 0
 59158827, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59158827, 0
 59161326, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59161326, 0
 59163825, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59163825, 0
 59166324, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59166324, 0
 59168823, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59168823, 0
 59171322, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59171322, 0
 59173821, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59173821, 0
 59176320, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59176320, 0
 59178819, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59178819, 0
 59181318, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59181318, 0
 59183817, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59183817, 0
 59186316, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59186316, 0
 59188815, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59188815, 0
 59191314, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59191314, 0
 59193813, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59193813, 0
 59196312, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59196312, 0
 59198811, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59198811, 0
 59201310, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59201310, 0
 59203809, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59203809, 0
 59206308, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59206308, 0
 59208807, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59208807, 0
 59211306, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59211306, 0
 59213805, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59213805, 0
 59216304, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59216304, 0
 59218803, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59218803, 0
 59221302, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59221302, 0
 59223801, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59223801, 0
 59226300, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59226300, 0
 59228799, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 58994, 59228799, 0
 59231298, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59231298, 0
 59233797, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59233797, 0
 59236296, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59236296, 0
 59238795, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59238795, 0
 59241294, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59241294, 0
 59243793, 215.1523, 73.6485, -538.5611, 0, 0, 0, 0, 0, 0.04, 0.3, 0.3, 59194, 59243793, 0
