TimeUS,gprLat,gprLng,gprAlt,gprN,gprE,gprD
 49176155, -353632621, 1491652374, 21869, 0, 0, 0
 49178654, -353632621, 1491652374, 21869, 0, 0, 0
 49181153, -353632621, 1491652374, 21869, 0, 0, 0
 49183652, -353632621, 1491652374, 21869, 0, 0, 0
 49186151, -353632621, 1491652374, 21869, 0, 0, 0
 49188650, -353632621, 1491652374, 21869, 0, 0, 0
 49191149, -353632621, 1491652374, 21869, 0, 0, 0
 49193648, -353632621, 1491652374, 21869, 0, 0, 0
 49196147, -353632621, 1491652374, 21869, 0, 0, 0
 49198646, -353632621, 1491652374, 21869, 0, 0, 0
 49201145, -353632621, 1491652374, 21869, 0, 0, 0
 49203644, -353632621, 1491652374, 21869, 0, 0, 0
 49206143, -353632621, 1491652374, 21869, 0, 0, 0
 49208642, -353632621, 1491652374, 21869, 0, 0, 0
 49211141, -353632621, 1491652374, 21869, 0, 0, 0
 49213640, -353632621, 1491652374, 21869, 0, 0, 0
 49216139, -353632621, 1491652374, 21869, 0, 0, 0
 49218638, -353632621, 1491652374, 21869, 0, 0, 0
 49221137, -353632621, 1491652374, 21869, 0, 0, 0
 49223636, -353632621, 1491652374, 21869, 0, 0, 0
 49226135, -353632621, 1491652374, 21869, 0, 0, 0
 49228634, -353632621, 1491652374, 21869, 0, 0, 0
 49231133, -353632621, 1491652374, 21869, 0, 0, 0
 49233632, -353632621, 1491652374, 21869, 0, 0, 0
 49236131, -353632621, 1491652374, 21869, 0, 0, 0
 49238630, -353632621, 1491652374, 21869, 0, 0, 0
 49241129, -353632621, 1491652374, 21869, 0, 0, 0
 49243628, -353632621, 1491652374, 21869, 0, 0, 0
 49246127, -353632621, 1491652374, 21869, 0, 0, 0
 49248626, -353632621, 1491652374, 21869, 0, 0, 0
 49251125, -353632621, 1491652374, 21869, 0, 0, 0
 49253624, -353632621, 1491652374, 21869, 0, 0, 0
 49256123, -353632621, 1491652374, 21869, 0, 0, 0
 49258622, -353632621, 1491652374, 21869, 0, 0, 0
 49261121, -353632621, 1491652374, 21869, 0, 0, 0
 49263620, -353632621, 1491652374, 21869, 0, 0, 0
 49266119, -353632621, 1491652374, 21869, 0, 0, 0
 49268618, -353632621, 1491652374, 21869, 0, 0, 0
 49271117, -353632621, 1491652374, 21869, 0, 0, 0
 49273616, -353632621, 1491652374, 21869, 0, 0, 0
 49276115, -353632621, 1491652374, 21869, 0, 0, 0
 49278614, -353632621, 1491652374, 21869, 0, 0, 0
 49281113, -353632621, 1491652374, 21869, 0, 0, 0
 49283612, -353632621, 1491652374, 21869, 0, 0, 0
 49286111, -353632621, 1491652374, 21869, 0, 0, 0
 49288610, -353632621, 1491652374, 21869, 0, 0, 0
 49291109, -353632621, 1491652374, 21869, 0, 0, 0
 49293608, -353632621, 1491652374, 21869, 0, 0, 0
 49296107, -353632621, 1491652374, 21869, 0, 0, 0
 49298606, -353632621, 1491652374, 21869, 0, 0, 0
 49301105, -353632621, 1491652374, 21869, 0, 0, 0
 49303604, -353632621, 1491652374, 21869, 0, 0, 0
 49306103, -353632621, 1491652374, 21869, 0, 0, 0
 49308602, -353632621, 1491652374, 21869, 0, 0, 0
 49311101, -353632621, 1491652374, 21869, 0, 0, 0
 49313600, -353632621, 1491652374, 21869, 0, 0, 0
 49316099, -353632621, 1491652374, 21869, 0, 0, 0
 49318598, -353632621, 1491652374, 21869, 0, 0, 0
 49321097, -353632621, 1491652374, 21869, 0, 0, 0
 49323596, -353632621, 1491652374, 21869, 0, 0, 0
 49326095, -353632621, 1491652374, 21869, 0, 0, 0
 49328594, -353632621, 1491652374, 21869, 0, 0, 0
 49331093, -353632621, 1491652374, 21869, 0, 0, 0
 49333592, -353632621, 1491652374, 21869, 0, 0, 0
 49336091, -353632621, 1491652374, 21869, 0, 0, 0
 49338590, -353632621, 1491652374, 21869, 0, 0, 0
 49341089, -353632621, 1491652374, 21869, 0, 0, 0
 49343588, -353632621, 1491652374, 21869, 0, 0, 0
 49346087, -353632621, 1491652374, 21869, 0, 0, 0
 49348586, -353632621, 1491652374, 21869, 0, 0, 0
 49351085, -353632621, 1491652374, 21869, 0, 0, 0
 49353584, -353632621, 1491652374, 21869, 0, 0, 0
 49356083, -353632621, 1491652374, 21869, 0, 0, 0
 49358582, -353632621, 1491652374, 21869, 0, 0, 0
 49361081, -353632621, 1491652374, 21869, 0, 0, 0
 49363580, -353632621, 1491652374, 21869, 0, 0, 0
 49366079, -353632621, 1491652374, 21869, 0, 0, 0
 49368578, -353632621, 1491652374, 21869, 0, 0, 0
 49371077, -353632621, 1491652374, 21869, 0, 0, 0
 49373576, -353632621, 1491652374, 21869, 0, 0, 0
 49376075, -353632621, 1491652374, 21869, 0, 0, 0
 49378574, -353632621, 1491652374, 21869, 0, 0, 0
 49381073, -353632621, 1491652374, 21869, 0, 0, 0
 49383572, -353632621, 1491652374, 21869, 0, 0, 0
 49386071, -353632621, 1491652374, 21869, 0, 0, 0
 49388570, -353632621, 1491652374, 21869, 0, 0, 0
 49391069, -353632621, 1491652374, 21869, 0, 0, 0
 49393568, -353632621, 1491652374, 21869, 0, 0, 0
 49396067, -353632621, 1491652374, 21869, 0, 0, 0
 49398566, -353632621, 1491652374, 21869, 0, 0, 0
 49401065, -353632621, 1491652374, 21869, 0, 0, 0
 49403564, -353632621, 1491652374, 21869, 0, 0, 0
 49406063, -353632621, 1491652374, 21869, 0, 0, 0
 49408562, -353632621, 1491652374, 21869, 0, 0, 0
 49411061, -353632621, 1491652374, 21869, 0, 0, 0
 49413560, -353632621, 1491652374, 21869, 0, 0, 0
 49416059, -353632621, 1491652374, 21869, 0, 0, 0
 49418558, -353632621, 1491652374, 21869, 0, 0, 0
