TimeUS,gprLat,gprLng,gprAlt,gprN,gprE,gprD
 177193261, -353632621, 1491652374, 21952, 0, 0, 0
 177195760, -353632621, 1491652374, 21952, 0, 0, 0
 177198259, -353632621, 1491652374, 21952, 0, 0, 0
 177200758, -353632621, 1491652374, 21952, 0, 0, 0
 177203257, -353632621, 1491652374, 21952, 0, 0, 0
 177205756, -353632621, 1491652374, 21952, 0, 0, 0
 177208255, -353632621, 1491652374, 21952, 0, 0, 0
 177210754, -353632621, 1491652374, 21952, 0, 0, 0
 177213253, -353632621, 1491652374, 21952, 0, 0, 0
 177215752, -353632621, 1491652374, 21952, 0, 0, 0
 177218251, -353632621, 1491652374, 21952, 0, 0, 0
 177220750, -353632621, 1491652374, 21952, 0, 0, 0
 177223249, -353632621, 1491652374, 21952, 0, 0, 0
 177225748, -353632621, 1491652374, 21952, 0, 0, 0
 177228247, -353632621, 1491652374, 21952, 0, 0, 0
 177230746, -353632621, 1491652374, 21952, 0, 0, 0
 177233245, -353632621, 1491652374, 21952, 0, 0, 0
 177235744, -353632621, 1491652374, 21952, 0, 0, 0
 177238243, -353632621, 1491652374, 21952, 0, 0, 0
 177240742, -353632621, 1491652374, 21952, 0, 0, 0
 177243241, -353632621, 1491652374, 21952, 0, 0, 0
 177245740, -353632621, 1491652374, 21952, 0, 0, 0
 177248239, -353632621, 1491652374, 21952, 0, 0, 0
 177250738, -353632621, 1491652374, 21952, 0, 0, 0
 177253237, -353632621, 1491652374, 21952, 0, 0, 0
 177255736, -353632621, 1491652374, 21952, 0, 0, 0
 177258235, -353632621, 1491652374, 21952, 0, 0, 0
 177260734, -353632621, 1491652374, 21952, 0, 0, 0
 177263233, -353632621, 1491652374, 21952, 0, 0, 0
 177265732, -353632621, 1491652374, 21952, 0, 0, 0
 177268231, -353632621, 1491652374, 21952, 0, 0, 0
 177270730, -353632621, 1491652374, 21952, 0, 0, 0
 177273229, -353632621, 1491652374, 21952, 0, 0, 0
 177275728, -353632621, 1491652374, 21952, 0, 0, 0
 177278227, -353632621, 1491652374, 21952, 0, 0, 0
 177280726, -353632621, 1491652374, 21952, 0, 0, 0
 177283225, -353632621, 1491652374, 21952, 0, 0, 0
 177285724, -353632621, 1491652374, 21952, 0, 0, 0
 177288223, -353632621, 1491652374, 21952, 0, 0, 0
 177290722, -353632621, 1491652374, 21952, 0, 0, 0
 177293221, -353632621, 1491652374, 21952, 0, 0, 0
 177295720, -353632621, 1491652374, 21952, 0, 0, 0
 177298219, -353632621, 1491652374, 21952, 0, 0, 0
 177300718, -353632621, 1491652374, 21952, 0, 0, 0
 177303217, -353632621, 1491652374, 21952, 0, 0, 0
 177305716, -353632621, 1491652374, 21952, 0, 0, 0
 177308215, -353632621, 1491652374, 21952, 0, 0, 0
 177310714, -353632621, 1491652374, 21952, 0, 0, 0
 177313213, -353632621, 1491652374, 21952, 0, 0, 0
 177315712, -353632621, 1491652374, 21952, 0, 0, 0
 177318211, -353632621, 1491652374, 21952, 0, 0, 0
 177320710, -353632621, 1491652374, 21952, 0, 0, 0
 177323209, -353632621, 1491652374, 21952, 0, 0, 0
 177325708, -353632621, 1491652374, 21952, 0, 0, 0
 177328207, -353632621, 1491652374, 21952, 0, 0, 0
 177330706, -353632621, 1491652374, 21952, 0, 0, 0
 177333205, -353632621, 1491652374, 21952, 0, 0, 0
 177335704, -353632621, 1491652374, 21952, 0, 0, 0
 177338203, -353632621, 1491652374, 21952, 0, 0, 0
 177340702, -353632621, 1491652374, 21952, 0, 0, 0
 177343201, -353632621, 1491652374, 21952, 0, 0, 0
 177345700, -353632621, 1491652374, 21952, 0, 0, 0
 177348199, -353632621, 1491652374, 21952, 0, 0, 0
 177350698, -353632621, 1491652374, 21952, 0, 0, 0
 177353197, -353632621, 1491652374, 21952, 0, 0, 0
 177355696, -353632621, 1491652374, 21952, 0, 0, 0
 177358195, -353632621, 1491652374, 21952, 0, 0, 0
 177360694, -353632621, 1491652374, 21952, 0, 0, 0
 177363193, -353632621, 1491652374, 21952, 0, 0, 0
 177365692, -353632621, 1491652374, 21952, 0, 0, 0
 177368191, -353632621, 1491652374, 21952, 0, 0, 0
 177370690, -353632621, 1491652374, 21952, 0, 0, 0
 177373189, -353632621, 1491652374, 21952, 0, 0, 0
 177375688, -353632621, 1491652374, 21952, 0, 0, 0
 177378187, -353632621, 1491652374, 21952, 0, 0, 0
 177380686, -353632621, 1491652374, 21952, 0, 0, 0
 177383185, -353632621, 1491652374, 21952, 0, 0, 0
 177385684, -353632621, 1491652374, 21952, 0, 0, 0
 177388183, -353632621, 1491652374, 21952, 0, 0, 0
 177390682, -353632621, 1491652374, 21952, 0, 0, 0
 177393181, -353632621, 1491652374, 21952, 0, 0, 0
 177395680, -353632621, 1491652374, 21952, 0, 0, 0
 177398179, -353632621, 1491652374, 21952, 0, 0, 0
 177400678, -353632621, 1491652374, 21952, 0, 0, 0
 177403177, -353632621, 1491652374, 21952, 0, 0, 0
 177405676, -353632621, 1491652374, 21952, 0, 0, 0
 177408175, -353632621, 1491652374, 21952, 0, 0, 0
 177410674, -353632621, 1491652374, 21952, 0, 0, 0
 177413173, -353632621, 1491652374, 21952, 0, 0, 0
 177415672, -353632621, 1491652374, 21952, 0, 0, 0
 177418171, -353632621, 1491652374, 21952, 0, 0, 0
 177420670, -353632621, 1491652374, 21952, 0, 0, 0
 177423169, -353632621, 1491652374, 21952, 0, 0, 0
 177425668, -353632621, 1491652374, 21952, 0, 0, 0
 177428167, -353632621, 1491652374, 21952, 0, 0, 0
 177430666, -353632621, 1491652374, 21952, 0, 0, 0
 177433165, -353632621, 1491652374, 21952, 0, 0, 0
 177435664, -353632621, 1491652374, 21952, 0, 0, 0
 177438163, -353632621, 1491652374, 21952, 0, 0, 0
 177440662, -353632621, 1491652374, 21952, 0, 0, 0
 177443161, -353632621, 1491652374, 21952, 0, 0, 0
 177445660, -353632621, 1491652374, 21952, 0, 0, 0
 177448159, -353632621, 1491652374, 21952, 0, 0, 0
 177450658, -353632621, 1491652374, 21952, 0, 0, 0
 177453157, -353632621, 1491652374, 21952, 0, 0, 0
 177455656, -353632621, 1491652374, 21952, 0, 0, 0
 177458155, -353632621, 1491652374, 21952, 0, 0, 0
 177460654, -353632621, 1491652374, 21952, 0, 0, 0
 177463986, -353632621, 1491652374, 21952, 0, 0, 0
 177466485, -353632621, 1491652374, 21952, 0, 0, 0
 177468984, -353632621, 1491652374, 21952, 0, 0, 0
 177471483, -353632621, 1491652374, 21952, 0, 0, 0
 177473982, -353632621, 1491652374, 21952, 0, 0, 0
 177476481, -353632621, 1491652374, 21952, 0, 0, 0
 177478980, -353632621, 1491652374, 21952, 0, 0, 0
