Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.8842975206611571,0.0
2,0.8756906077348067,0.0
3,0.8698060941828255,0.0
4,0.8638888888888889,0.0
5,0.8579387186629527,0.0
6,0.8519553072625698,0.0
7,0.84593837535014,0.0
8,0.8398876404494382,0.0
9,0.8338028169014085,0.0
10,0.827683615819209,0.0
11,0.8215297450424929,0.0
12,0.8153409090909091,0.0
13,0.8091168091168092,0.0
14,0.8028571428571428,0.0
15,0.7965616045845272,0.0
16,0.7902298850574713,0.0
17,0.7838616714697406,0.0
18,0.7774566473988439,0.0
19,0.7710144927536232,0.0
20,0.7645348837209303,0.0
21,0.7580174927113703,0.0
22,0.7543859649122807,0.0
23,0.750733137829912,0.0
24,0.7470588235294118,0.0
25,0.7433628318584071,0.0
26,0.7396449704142012,0.0
27,0.7359050445103857,0.0
28,0.7321428571428571,0.0
29,0.7283582089552239,0.0
30,0.7245508982035929,0.0
