TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
PSCN, 206871121, 13.63801, 13.60586, 0.9677847, 0.9999294, 1.013529, 0.2467053, 0.494794, 0.5789412
PSCN, 206971284, 13.73442, 13.70552, 0.9603131, 0.9892207, 1.022836, 0.2256439, 0.4165455, 0.5147787
PSCN, 207071184, 13.82996, 13.80339, 0.9502236, 0.9767959, 1.032457, 0.2020989, 0.3688833, 0.4445137
PSCN, 207171095, 13.92437, 13.90215, 0.9379448, 0.960156, 1.020761, 0.1818215, 0.3163323, 0.3722783
PSCN, 207271110, 14.01747, 13.99946, 0.9243304, 0.942344, 1.007087, 0.1697852, 0.3164247, 0.3419422
PSCN, 207371122, 14.10918, 14.09675, 0.9101719, 0.9226005, 0.9912848, 0.1586152, 0.2881707, 0.3188884
PSCN, 207471158, 14.19946, 14.19177, 0.8957145, 0.9033992, 0.9658657, 0.1562124, 0.340746, 0.3236666
PSCN, 207571253, 14.28828, 14.28608, 0.8809491, 0.8831499, 0.9975977, 0.1464161, 0.2115293, 0.3082276
PSCN, 207671151, 14.37559, 14.37879, 0.8654439, 0.8622431, 0.9520586, 0.1312678, 0.2224639, 0.2797668
PSCN, 207771136, 14.46128, 14.46986, 0.8487078, 0.8401309, 0.914316, 0.1126853, 0.2316501, 0.2588542
PSCN, 207871170, 14.54524, 14.55756, 0.8305969, 0.818275, 0.8867335, 0.09510416, 0.2832561, 0.2557687
PSCN, 207971164, 14.62728, 14.63995, 0.809985, 0.7973099, 0.8171058, 0, 0.3382276, 0.2850772
PSCN, 208171091, 14.78436, 14.79004, 0.7607743, 0.7550966, 0.761396, 0, 0.3389273, 0.3244535
PSCN, 208271173, 14.85915, 14.8612, 0.735854, 0.7338083, 0.7196978, 0, 0.3160965, 0.3171476
PSCN, 208471174, 15.00142, 15.0012, 0.6878635, 0.6880775, 0.6645712, 0, 0.2223842, 0.2580808
PSCN, 208771138, 15.19756, 15.20222, 0.6214089, 0.6167511, 0.6239676, 0, 0.3390367, 0.2707768
PSCN, 208871032, 15.25863, 15.26379, 0.6007109, 0.5955515, 0.5477445, 0, 0.3714516, 0.3036405
PSCN, 208971089, 15.31765, 15.32172, 0.5791918, 0.5751211, 0.5417604, -0.05536209, 0.3354625, 0.3322091
PSCN, 209071125, 15.3741, 15.37631, 0.5491151, 0.5469043, 0.5200961, -0.1608089, 0.2280864, 0.3069465
PSCN, 209171119, 15.42707, 15.42626, 0.5096695, 0.5104742, 0.456848, -0.2662531, 0.1821857, 0.2510072
PSCN, 209271124, 15.47563, 15.47217, 0.4611658, 0.4646189, 0.4243728, -0.3716964, -0.007556877, 0.1724253
PSCN, 209371113, 15.5189, 15.51368, 0.4055196, 0.4107449, 0.3746742, -0.4068811, -0.038298, 0.05161179
PSCN, 209471192, 15.55679, 15.55174, 0.3546399, 0.3596938, 0.3017598, -0.3558306, -0.01774654, 0.01344403
PSCN, 209571101, 15.58992, 15.58475, 0.3101442, 0.3153205, 0.2831889, -0.3111854, 0.06651746, 0.008835449
PSCN, 209671316, 15.6189, 15.61199, 0.2712311, 0.2781453, 0.2392972, -0.2721417, 0.1347442, 0.05102543
PSCN, 209771174, 15.64424, 15.63451, 0.2372005, 0.2469289, 0.2030394, -0.2379968, 0.1613411, 0.0942231
PSCN, 209871096, 15.6664, 15.65499, 0.2074394, 0.218857, 0.1701071, -0.2081358, 0.2165918, 0.1308325
PSCN, 209971178, 15.68579, 15.67307, 0.1814125, 0.1941251, 0.1351827, -0.1820215, 0.2137888, 0.1470369
PSCN, 210071087, 15.70273, 15.69081, 0.1586511, 0.1705799, 0.1252921, -0.1591837, 0.2240928, 0.1793979
PSCN, 210171179, 15.71756, 15.70771, 0.1387456, 0.1485916, 0.1016158, -0.1392114, 0.2393355, 0.2031894
PSCN, 210271135, 15.73052, 15.72435, 0.1213375, 0.1275132, 0.1027497, -0.1217449, 0.2041019, 0.2135572
PSCN, 210371153, 15.74186, 15.74009, 0.1061135, 0.1078824, 0.0581796, -0.1064698, 0.2733458, 0.2264526
PSCN, 210471153, 15.75177, 15.75516, 0.0927997, 0.08941554, 0.06952393, -0.09311125, 0.2373207, 0.2458732
PSCN, 210571168, 15.76044, 15.76825, 0.08115637, 0.07334675, 0.06790659, -0.08142882, 0.2894976, 0.2701826
PSCN, 210671129, 15.76802, 15.78138, 0.0709739, 0.05761439, 0.04886853, -0.07121218, 0.2899432, 0.3037204
PSCN, 210771074, 15.77466, 15.79231, 0.06206898, 0.04441524, 0.02380844, -0.06227736, 0.315284, 0.3007437
PSCN, 210871125, 15.78045, 15.80232, 0.05428134, 0.03241815, -0.002648665, -0.05446358, 0.3287574, 0.3136066
PSCN, 210971135, 15.78553, 15.8116, 0.04747078, 0.02139563, -0.01515438, -0.04763016, 0.3063202, 0.2999084
PSCN, 211071140, 15.78996, 15.81933, 0.04151475, 0.01214773, -0.0186863, -0.04165412, 0.3669894, 0.3218996
PSCN, 211171160, 15.79384, 15.82523, 0.03630599, 0.00491925, -0.05723068, -0.03642788, 0.4644881, 0.3502592
PSCN, 211271267, 15.79723, 15.83081, 0.03175077, -0.001831069, -0.0627078, -0.03185737, 0.4318076, 0.3830144
PSCN, 211371084, 15.8002, 15.83286, 0.02776707, -0.004899082, -0.06280441, -0.0278603, 0.4919785, 0.4282415
PSCN, 211471288, 15.80279, 15.83578, 0.02428322, -0.008708592, -0.07065406, -0.02436474, 0.4768189, 0.4472783
PSCN, 211571147, 15.80506, 15.83641, 0.02123647, -0.0101079, -0.05619914, -0.02130777, 0.4745844, 0.4670559
PSCN, 211671149, 15.80705, 15.83513, 0.01857198, -0.009513852, -0.08374344, -0.01863434, 0.5363601, 0.4903129
PSCN, 211771326, 15.80878, 15.83269, 0.0162418, -0.007665013, -0.07542849, -0.01629633, 0.5071986, 0.5010418
PSCN, 211871109, 15.8103, 15.83173, 0.01420398, -0.00722345, -0.0786054, -0.01425167, 0.5583829, 0.5308955
PSCN, 211971108, 15.81163, 15.82934, 0.01242185, -0.005292033, -0.1106582, -0.01246355, 0.578791, 0.5495074
PSCN, 212071099, 15.81279, 15.82866, 0.01086332, -0.005011284, -0.1044008, -0.01089979, 0.5364931, 0.5469656
PSCN, 212171144, 15.8138, 15.82778, 0.009500326, -0.004474308, -0.04014853, -0.009532221, 0.4408218, 0.518648
PSCN, 212271116, 15.81469, 15.82896, 0.008308346, -0.005962757, -0.07614367, -0.008336239, 0.5056871, 0.499092
PSCN, 212371175, 15.81546, 15.83093, 0.007265922, -0.008197929, -0.06978363, -0.007290315, 0.4937705, 0.497233
PSCN, 212471220, 15.81614, 15.83474, 0.006354285, -0.01224419, -0.0362719, -0.006375617, 0.3854175, 0.467056
PSCN, 212571098, 15.81674, 15.83884, 0.005557028, -0.01654689, -0.05859868, -0.005575684, 0.4831001, 0.4542315
PSCN, 212671152, 15.81726, 15.84608, 0.004859802, -0.02396369, -0.03803398, -0.004876118, 0.4109282, 0.4472423
PSCN, 212771093, 15.81771, 15.85166, 0.004250057, -0.02970288, -0.04985718, -0.004264325, 0.4357969, 0.4358689
PSCN, 212871178, 15.81811, 15.86019, 0.003716812, -0.03836077, -0.02945375, -0.003729291, 0.3532436, 0.4096328
PSCN, 212971110, 15.81846, 15.86723, 0.003250472, -0.04552331, -0.02459163, -0.003261385, 0.3283814, 0.3836974
PSCN, 213071164, 15.81876, 15.87377, 0.002842643, -0.05217042, -0.03139023, -0.002852187, 0.3552604, 0.3773624
PSCN, 213171272, 15.81902, 15.88002, 0.002485984, -0.0585066, -0.009684049, -0.00249433, 0.3203177, 0.3538875
PSCN, 213271227, 15.81926, 15.88619, 0.002174073, -0.06475935, -0.03676876, -0.002181372, 0.3163935, 0.3439447
PSCN, 213371084, 15.81946, 15.89231, 0.001901298, -0.07095083, -0.03630384, -0.001907681, 0.3048906, 0.3226095
PSCN, 213471163, 15.81964, 15.89579, 0.001662747, -0.07448708, -0.02483348, -0.001668329, 0.3643471, 0.3426591
PSCN, 213571110, 15.81979, 15.89808, 0.001454126, -0.07683039, -0.04342044, -0.001459008, 0.336007, 0.3378281
PSCN, 213671049, 15.81993, 15.89981, 0.00127168, -0.07861282, -0.05278373, -0.001275949, 0.3448858, 0.3342316
PSCN, 213771110, 15.82005, 15.90117, 0.001112125, -0.08001219, -0.03742364, -0.001115859, 0.295686, 0.3269241
PSCN, 213871288, 15.82015, 15.90359, 0.0009725896, -0.08246849, -0.03847465, -0.0009758549, 0.3149868, 0.3244036
PSCN, 213971122, 15.82024, 15.90426, 0.0008505612, -0.08317103, -0.06731367, -0.0008534167, 0.3460876, 0.3293261
PSCN, 214071131, 15.82032, 15.90538, 0.0007438437, -0.08431888, -0.04978587, -0.000746341, 0.2779289, 0.307615
PSCN, 214171148, 15.82039, 15.90611, 0.0006505152, -0.08506782, -0.04272437, -0.0006526991, 0.2887107, 0.2992423
PSCN, 214271095, 15.82045, 15.908, 0.0005688969, -0.08698441, -0.01558275, -0.0005708068, 0.2338951, 0.2896365
PSCN, 214371058, 15.82051, 15.91037, 0.0004975188, -0.08936591, -0.02318209, -0.0004991891, 0.2521499, 0.2713625
PSCN, 214471302, 15.82055, 15.91331, 0.0004350962, -0.09231887, -0.06485797, -0.000436557, 0.2558124, 0.2534534
PSCN, 214571107, 15.82059, 15.91532, 0.0003805057, -0.09435063, -0.02954625, -0.0003817832, 0.2665539, 0.261806
PSCN, 214671115, 15.82063, 15.91733, 0.0003327648, -0.09637332, -0.04723101, -0.000333882, 0.2682991, 0.2674915
PSCN, 214771119, 15.82066, 15.91928, 0.0002910136, -0.09833466, -0.02448964, -0.0002919906, 0.2212595, 0.2602743
PSCN, 214871165, 15.82069, 15.92174, 0.0002545009, -0.1008025, -0.03967236, -0.0002553553, 0.2076034, 0.2374569
PSCN, 214971120, 15.82071, 15.9241, 0.0002225693, -0.1031629, -0.06553668, -0.0002233165, 0.2577182, 0.2194714
PSCN, 215071154, 15.82073, 15.92504, 0.0001946441, -0.1041124, -0.04270998, -0.0001952975, 0.3228223, 0.2546491
PSCN, 215171056, 15.82075, 15.92311, 0.0001702226, -0.1021961, -0.06819317, -0.0001707941, 0.3393232, 0.2868975
PSCN, 215271106, 15.82077, 15.92062, 0.0001488652, -0.09970763, -0.07065085, -0.000149365, 0.335405, 0.3056795
PSCN, 215371041, 15.82078, 15.91683, 0.0001301875, -0.09591968, -0.06679863, -0.0001306245, 0.2699817, 0.3100919
PSCN, 215471153, 15.82079, 15.91436, 0.0001138532, -0.09345681, -0.05270302, -0.0001142354, 0.2401581, 0.2793969
PSCN, 215571055, 15.8208, 15.91111, 9.956827E-05, -0.09020972, -0.0777739, -9.990255E-05, 0.2883641, 0.2744558
PSCN, 215671158, 15.82081, 15.90987, 8.707567E-05, -0.08897267, -0.06409262, -8.736801E-05, 0.3053262, 0.2835844
PSCN, 215771205, 15.82082, 15.90725, 7.615047E-05, -0.08635706, -0.05920201, -7.640613E-05, 0.2923499, 0.3001168
PSCN, 215871058, 15.82083, 15.90373, 6.659608E-05, -0.08284021, -0.05579953, -6.681966E-05, 0.2642805, 0.3069579
PSCN, 215971311, 15.82083, 15.8993, 5.824042E-05, -0.07841119, -0.07248835, -5.843595E-05, 0.3011981, 0.3037324
PSCN, 216071075, 15.82084, 15.89833, 5.093314E-05, -0.07744138, -0.01842185, -5.110414E-05, 0.2224288, 0.3049691
PSCN, 216171098, 15.82084, 15.89755, 4.45427E-05, -0.07666054, -0.02402549, -4.469224E-05, 0.2149365, 0.2841122
PSCN, 216271042, 15.82085, 15.89699, 3.895403E-05, -0.07610288, -0.0269912, -3.908481E-05, 0.2306032, 0.2725124
PSCN, 216371129, 15.82085, 15.89636, 3.406654E-05, -0.07547547, -0.02341531, -3.418091E-05, 0.2087647, 0.2545682
PSCN, 216471192, 15.82085, 15.89662, 2.979231E-05, -0.07573779, -0.01963981, -2.989232E-05, 0.2413249, 0.2405796
PSCN, 216571021, 15.82086, 15.8966, 2.605435E-05, -0.07571433, -0.04034526, -2.614182E-05, 0.2654863, 0.2431135
PSCN, 216671179, 15.82086, 15.89607, 2.278538E-05, -0.07519027, -0.02365808, -2.286187E-05, 0.2298858, 0.2495995
PSCN, 216771080, 15.82086, 15.89393, 1.992655E-05, -0.07304621, -0.06107727, -1.999345E-05, 0.2579537, 0.2609861
PSCN, 216871153, 15.82086, 15.89362, 1.742642E-05, -0.07274046, -0.03550167, -1.748492E-05, 0.2422033, 0.2663359
PSCN, 216971124, 15.82086, 15.89399, 1.523996E-05, -0.07310845, -0.0533205, -1.529113E-05, 0.2482663, 0.2620852
PSCN, 217071173, 15.82086, 15.89509, 1.332784E-05, -0.07421245, -0.04938797, -1.337259E-05, 0.2646982, 0.2671151
PSCN, 217171127, 15.82087, 15.89584, 1.165564E-05, -0.07496606, -0.05778592, -1.169477E-05, 0.3032466, 0.2763334
PSCN, 217271104, 15.82087, 15.89632, 1.019323E-05, -0.07544616, -0.04717546, -1.022745E-05, 0.310269, 0.2952642
PSCN, 217371169, 15.82087, 15.89585, 8.914314E-06, -0.07497042, -0.09531695, -8.944242E-06, 0.3621184, 0.3140842
PSCN, 217471198, 15.82087, 15.89493, 7.795858E-06, -0.07405762, -0.0962391, -7.822032E-06, 0.3578993, 0.3296693
PSCN, 217571090, 15.82087, 15.8925, 6.817731E-06, -0.07162134, -0.08229551, -6.84062E-06, 0.401774, 0.3667766
PSCN, 217671185, 15.82087, 15.88799, 5.962328E-06, -0.06710985, -0.1365968, -5.982345E-06, 0.5069659, 0.4091343
PSCN, 217771238, 15.82087, 15.88045, 5.214248E-06, -0.05957463, -0.1424409, -5.231754E-06, 0.532917, 0.4525954
PSCN, 217871052, 15.82087, 15.87372, 4.560028E-06, -0.05284018, -0.1374606, -4.575337E-06, 0.478642, 0.4632896
PSCN, 217971098, 15.82087, 15.86616, 3.987893E-06, -0.0452854, -0.1256169, -4.001281E-06, 0.4601339, 0.4705835
PSCN, 218071248, 15.82087, 15.86213, 3.487543E-06, -0.04125476, -0.106427, -3.499252E-06, 0.3857233, 0.4441552
PSCN, 218171093, 15.82087, 15.85836, 3.04997E-06, -0.03748412, -0.06160411, -3.060209E-06, 0.3760489, 0.4244464
PSCN, 218271115, 15.82087, 15.85349, 2.667296E-06, -0.03261483, -0.07627862, -2.676251E-06, 0.5105416, 0.4354587
PSCN, 218371095, 15.82087, 15.84711, 2.332637E-06, -0.02623431, -0.09477919, -2.340468E-06, 0.5264143, 0.4687611
PSCN, 218471197, 15.82087, 15.83864, 2.039967E-06, -0.01776148, -0.09674608, -2.046816E-06, 0.6162531, 0.5103881
PSCN, 218571109, 15.82087, 15.82859, 1.784018E-06, -0.007710276, -0.1267531, -1.790007E-06, 0.6353263, 0.5499325
PSCN, 218671106, 15.82087, 15.82072, 1.560182E-06, 0.0001522154, -0.09308276, -1.56542E-06, 0.5434821, 0.5653761
PSCN, 218771167, 15.82088, 15.81451, 1.36443E-06, 0.006370427, -0.08480529, -1.369011E-06, 0.5189171, 0.5680363
PSCN, 218871026, 15.82088, 15.80897, 1.193239E-06, 0.01190505, -0.07636926, -1.197245E-06, 0.5036732, 0.535584
PSCN, 218971070, 15.82088, 15.80336, 1.043526E-06, 0.01752025, -0.08772179, -1.04703E-06, 0.5763541, 0.5342364
PSCN, 219071132, 15.82088, 15.7993, 9.125977E-07, 0.02157051, -0.05222758, -9.156616E-07, 0.5324854, 0.5490071
PSCN, 219171085, 15.82088, 15.79744, 7.980966E-07, 0.02343937, -0.06811636, -8.00776E-07, 0.5364977, 0.5267026
PSCN, 219271160, 15.82088, 15.79539, 6.979612E-07, 0.02549013, -0.003710343, -7.003045E-07, 0.4717651, 0.5264192
PSCN, 219371135, 15.82088, 15.79342, 6.103897E-07, 0.02745544, -0.06340794, -6.12439E-07, 0.5783698, 0.5240956
PSCN, 219471172, 15.82088, 15.79228, 5.338057E-07, 0.02859434, -0.01595025, -5.355979E-07, 0.4780668, 0.5172274
PSCN, 219571202, 15.82088, 15.7917, 4.668306E-07, 0.02917781, 0.01768976, -4.683978E-07, 0.4214425, 0.4887563
PSCN, 219671135, 15.82088, 15.79169, 4.082587E-07, 0.02918512, 0.00463648, -4.096293E-07, 0.4501306, 0.4821836
PSCN, 219771114, 15.82088, 15.79206, 3.570354E-07, 0.02881158, -0.01255548, -3.582341E-07, 0.4338471, 0.4550706
PSCN, 219871095, 15.82088, 15.79295, 3.122391E-07, 0.02792777, 0.05014151, -3.132873E-07, 0.3594174, 0.430523
PSCN, 219971150, 15.82088, 15.79451, 2.730633E-07, 0.02636649, 0.03839641, -2.7398E-07, 0.3649447, 0.4079513
PSCN, 220071048, 15.82088, 15.79731, 2.388027E-07, 0.0235613, 0.05023342, -2.396044E-07, 0.349459, 0.3788316
PSCN, 220171213, 15.82088, 15.80031, 2.088407E-07, 0.02056569, 0.01392095, -2.095418E-07, 0.4176384, 0.3668832
PSCN, 220271113, 15.82088, 15.80314, 1.82638E-07, 0.01773853, 0.04655319, -1.832512E-07, 0.4611013, 0.4021934
PSCN, 220371114, 15.82088, 15.80504, 1.597229E-07, 0.01583667, -0.01228803, -1.602591E-07, 0.5313182, 0.4470465
PSCN, 220471228, 15.82088, 15.80488, 1.396828E-07, 0.0159978, -0.01370346, -1.401518E-07, 0.5432829, 0.4753495
PSCN, 220571196, 15.82088, 15.80181, 1.221572E-07, 0.01906908, -0.005806868, -1.225673E-07, 0.5556875, 0.5260274
PSCN, 220671069, 15.82088, 15.79742, 1.068304E-07, 0.02345262, -0.0279572, -1.071891E-07, 0.6282038, 0.5717527
PSCN, 220771166, 15.82088, 15.79195, 9.342673E-08, 0.02892137, -0.03440248, -9.374039E-08, 0.62696, 0.6184459
PSCN, 220871074, 15.82088, 15.78589, 8.170472E-08, 0.03498338, -0.04239453, -8.197902E-08, 0.6475171, 0.6353199
PSCN, 220971106, 15.82088, 15.77998, 7.145344E-08, 0.04089524, -0.0430415, -7.169332E-08, 0.6478565, 0.6327802
PSCN, 221071061, 15.82088, 15.77519, 6.248834E-08, 0.04568284, -0.03966983, -6.269813E-08, 0.5996308, 0.6298061
PSCN, 221171118, 15.82088, 15.77263, 5.464808E-08, 0.04824509, 0.005547186, -5.483154E-08, 0.5210882, 0.5944855
PSCN, 221271093, 15.82088, 15.77046, 4.77915E-08, 0.05041306, 0.01792625, -4.795195E-08, 0.5164034, 0.5667647
PSCN, 221371168, 15.82088, 15.76952, 4.179522E-08, 0.05135544, 0.006739983, -4.193554E-08, 0.5523129, 0.5427889
PSCN, 221471134, 15.82088, 15.76747, 3.655128E-08, 0.05340866, -0.006701393, -3.667399E-08, 0.5425028, 0.5308251
PSCN, 221571114, 15.82088, 15.76596, 3.196528E-08, 0.05491257, 0.05064749, -3.20726E-08, 0.5738806, 0.5402287
PSCN, 221671174, 15.82088, 15.76741, 2.795468E-08, 0.05346481, 0.01946065, -2.804853E-08, 0.5183346, 0.5435027
PSCN, 221771125, 15.82088, 15.77013, 2.444727E-08, 0.05074875, 0.02378641, -2.452935E-08, 0.5390231, 0.5308443
PSCN, 221871099, 15.82088, 15.76985, 2.137994E-08, 0.05102706, 0.04458416, -2.145172E-08, 0.5618935, 0.5452023
PSCN, 221971114, 15.82088, 15.7684, 1.869746E-08, 0.05246994, -0.00713884, -1.876023E-08, 0.6512947, 0.585053
PSCN, 222071172, 15.82088, 15.76889, 1.635153E-08, 0.05198653, 0.00579272, -1.640643E-08, 0.5997891, 0.6045043
PSCN, 222171177, 15.82088, 15.76986, 1.429994E-08, 0.05101974, 0.01284192, -1.434795E-08, 0.5732512, 0.5997151
PSCN, 222271332, 15.82088, 15.77118, 1.250576E-08, 0.04970016, 0.02082982, -1.254775E-08, 0.5397551, 0.550356
PSCN, 222371110, 15.82088, 15.77236, 1.09367E-08, 0.04851364, 0.008644632, -1.097341E-08, 0.5496947, 0.5438472
PSCN, 222471152, 15.82088, 15.77267, 9.564495E-09, 0.04820846, 0.03388441, -9.596606E-09, 0.5611331, 0.5513989
PSCN, 222571194, 15.82088, 15.77163, 8.36446E-09, 0.04924117, 0.03238487, -8.392543E-09, 0.6371978, 0.5796877
PSCN, 222671108, 15.82088, 15.76898, 7.314991E-09, 0.05189987, 0.01731908, -7.33955E-09, 0.6664523, 0.6212738
PSCN, 222771112, 15.82088, 15.76622, 6.397199E-09, 0.05465865, -0.0243456, -6.418676E-09, 0.6931302, 0.6438006
PSCN, 222871116, 15.82088, 15.76401, 5.594556E-09, 0.05686446, 0.01932988, -5.613339E-09, 0.5991848, 0.6442182
PSCN, 222971131, 15.82088, 15.76282, 4.892625E-09, 0.05805709, 0.02546441, -4.90905E-09, 0.61465, 0.6224761
PSCN, 223071116, 15.82088, 15.76117, 4.278759E-09, 0.05970748, 0.02947896, -4.293124E-09, 0.60754, 0.6224312
PSCN, 223171185, 15.82088, 15.75917, 3.741913E-09, 0.06170944, 0.02630685, -3.754476E-09, 0.6182893, 0.6354272
PSCN, 223271139, 15.82088, 15.7583, 3.272425E-09, 0.06257736, 0.03302703, -3.283411E-09, 0.5662116, 0.6283722
PSCN, 223371097, 15.82088, 15.75937, 2.861842E-09, 0.0615068, 0.05220046, -2.87145E-09, 0.5426724, 0.5885906
PSCN, 223471187, 15.82088, 15.76325, 2.502774E-09, 0.0576213, 0.04012471, -2.511177E-09, 0.5249267, 0.5486971
PSCN, 223571066, 15.82088, 15.76892, 2.188757E-09, 0.05195113, 0.09584146, -2.196106E-09, 0.4305824, 0.510516
PSCN, 223671171, 15.82088, 15.77772, 1.91414E-09, 0.04315963, 0.07489891, -1.920566E-09, 0.4242276, 0.4722424
PSCN, 223771199, 15.82088, 15.78807, 1.673977E-09, 0.03280807, 0.06587757, -1.679597E-09, 0.444805, 0.4486863
PSCN, 223871201, 15.82088, 15.79669, 1.463948E-09, 0.02418868, 0.06351776, -1.468863E-09, 0.5103923, 0.4683379
PSCN, 223971154, 15.82088, 15.80308, 1.28027E-09, 0.01779464, 0.06232281, -1.284568E-09, 0.4971523, 0.5025524
PSCN, 224071194, 15.82088, 15.80642, 1.119638E-09, 0.01445235, -0.003006356, -1.123397E-09, 0.6455854, 0.5416397
PSCN, 224171085, 15.82088, 15.80802, 9.791596E-10, 0.01285812, 0.005509128, -9.824469E-10, 0.575257, 0.5737588
PSCN, 224271112, 15.82088, 15.80916, 8.563069E-10, 0.01171798, 0.001475714, -8.591818E-10, 0.5921583, 0.5829628
PSCN, 224371216, 15.82088, 15.81058, 7.488684E-10, 0.01029098, 0.0159627, -7.513825E-10, 0.5350911, 0.5716931
PSCN, 224471154, 15.82088, 15.81533, 6.549098E-10, 0.005549766, 0.02384243, -6.571085E-10, 0.4012067, 0.5165924
PSCN, 224571103, 15.82088, 15.82192, 5.727398E-10, -0.001048134, 0.02031936, -5.746627E-10, 0.4171963, 0.4716727
PSCN, 224671109, 15.82088, 15.83128, 5.008796E-10, -0.01040849, 0.03179955, -5.025612E-10, 0.3694828, 0.4251622
PSCN, 224771153, 15.82088, 15.83957, 4.380354E-10, -0.01869462, 0.04036529, -4.39506E-10, 0.3694347, 0.4088331
PSCN, 224871115, 15.82088, 15.84636, 3.830761E-10, -0.02548417, 0.04902131, -3.843622E-10, 0.3463339, 0.3869686
PSCN, 224971177, 15.82088, 15.85185, 3.350124E-10, -0.03097733, 0.01594449, -3.361371E-10, 0.4189741, 0.3804811
PSCN, 225071109, 15.82088, 15.85803, 2.929793E-10, -0.03715531, 0.03625296, -2.939629E-10, 0.3353065, 0.3771729
PSCN, 225171168, 15.82088, 15.86457, 2.562199E-10, -0.0436995, 0.06275998, -2.570801E-10, 0.2406018, 0.3332597
PSCN, 225271167, 15.82088, 15.87059, 2.511188E-10, -0.04971024, 0.03620843, 0, 0.2578703, 0.3079615
PSCN, 225371097, 15.82088, 15.87659, 2.511188E-10, -0.05571, 0.05235714, 0, 0.2515927, 0.2746873
PSCN, 225471271, 15.82088, 15.8816, 2.511188E-10, -0.06072221, 0.02506674, 0, 0.3302099, 0.2853817
PSCN, 225571081, 15.82088, 15.88518, 2.511188E-10, -0.06430253, 0.02657418, 0, 0.3180109, 0.3097851
PSCN, 225671206, 15.82088, 15.88721, 2.511188E-10, -0.06633133, 0.03110595, 0, 0.3450057, 0.3298545
PSCN, 225771100, 15.82088, 15.88751, 2.511188E-10, -0.06663163, -0.02319991, 0, 0.443317, 0.3497196
PSCN, 225871201, 15.82088, 15.88709, 2.511188E-10, -0.06621781, -0.03329452, 0, 0.3963389, 0.3781596
PSCN, 225971079, 15.82088, 15.88517, 2.511188E-10, -0.06429642, -0.04388409, 0, 0.4690471, 0.4037618
PSCN, 226071116, 15.82088, 15.88121, 2.511188E-10, -0.06033646, -0.03378022, 0, 0.4519401, 0.439601
PSCN, 226171098, 15.82088, 15.87676, 2.511188E-10, -0.05588456, -0.05554732, 0, 0.4471336, 0.4474238
PSCN, 226271142, 15.82088, 15.87105, 2.511188E-10, -0.05017411, -0.01076926, 0, 0.4304414, 0.4529982
PSCN, 226371110, 15.82088, 15.86582, 2.511188E-10, -0.04494462, -0.06814639, 0, 0.463501, 0.442349
PSCN, 226471296, 15.82088, 15.86088, 2.511188E-10, -0.04000688, -0.03479352, 0, 0.4289136, 0.4489775
PSCN, 226571148, 15.82088, 15.85654, 2.511188E-10, -0.03566361, -0.05471612, 0, 0.4334504, 0.430223
PSCN, 226671011, 15.82088, 15.8546, 2.511188E-10, -0.03372636, -0.02841464, 0, 0.3919441, 0.4079469
PSCN, 226771222, 15.82088, 15.85414, 2.511188E-10, -0.03326249, -0.001735217, 0, 0.3584431, 0.388112
PSCN, 226871079, 15.82088, 15.85313, 2.511188E-10, -0.03225419, -0.004936381, 0, 0.3886627, 0.3799007
PSCN, 227171186, 15.82088, 15.8554, 2.511188E-10, -0.03452225, -0.005977463, 0, 0.3211073, 0.3410558
PSCN, 227271140, 15.82088, 15.8584, 2.511188E-10, -0.0375264, -0.006322666, 0, 0.3094991, 0.3237399
PSCN, 227371081, 15.82088, 15.86055, 2.511188E-10, -0.03967972, 0.007993302, 0, 0.308392, 0.3127466
PSCN, 227471274, 15.82088, 15.86119, 2.511188E-10, -0.04031449, -0.003487322, 0, 0.3445507, 0.317888
PSCN, 227571043, 15.82088, 15.8607, 2.511188E-10, -0.03982133, -0.007919364, 0, 0.3835571, 0.3348624
PSCN, 227671175, 15.82088, 15.85972, 2.511188E-10, -0.03884598, -0.04685948, 0, 0.4150277, 0.3646193
PSCN, 227771103, 15.82088, 15.85886, 2.511188E-10, -0.03798295, -0.02136616, 0, 0.3738171, 0.3680802
PSCN, 227871131, 15.82088, 15.85549, 2.511188E-10, -0.03461014, -0.02041784, 0, 0.432578, 0.3937556
PSCN, 227971132, 15.82088, 15.85161, 2.511188E-10, -0.03073075, -0.04121926, 0, 0.4217828, 0.402896
PSCN, 228071159, 15.82088, 15.8466, 2.511188E-10, -0.02572831, -0.01828938, 0, 0.5104931, 0.4441338
PSCN, 228171066, 15.82088, 15.84015, 2.511188E-10, -0.01927689, -0.0641593, 0, 0.5713918, 0.4973944
PSCN, 228271143, 15.82088, 15.83337, 2.511188E-10, -0.01249345, -0.06591575, 0, 0.6066507, 0.5377452
PSCN, 228371234, 15.82088, 15.82614, 2.511188E-10, -0.005264442, -0.09401152, 0, 0.5776747, 0.5634707
PSCN, 228471241, 15.82088, 15.8193, 2.511188E-10, 0.00157882, -0.0526802, 0, 0.5948653, 0.5902706
PSCN, 228571318, 15.82088, 15.81325, 2.511188E-10, 0.007626183, -0.08226358, 0, 0.5926804, 0.5834036
PSCN, 228671132, 15.82088, 15.80779, 2.511188E-10, 0.01309005, -0.06058018, 0, 0.6011828, 0.5826333
