TimeUS,TPN,PN,DVN,TVN,VN,DAN,TAN,AN
PSCN, 325738212, -0.7495899, -0.7682899, 0.009204169, 0.02790419, 0.01174558, -0.00923507, 0.0239263, 0.0127104
PSCN, 325838235, -0.74873, -0.7696195, 0.008049346, 0.02893888, 0.02323909, -0.008076369, 0.01481521, 0.01705953
PSCN, 325938226, -0.7479779, -0.7714134, 0.007039412, 0.0304749, 0.05041853, -0.007063045, -0.05756226, -0.008377817
PSCN, 326038239, -0.7473202, -0.7710177, 0.006156197, 0.02985371, 0.07081817, -0.006176865, -0.1316244, -0.03683585
PSCN, 326138216, -0.746745, -0.7689744, 0.005383794, 0.0276131, 0.07258014, -0.005401869, -0.1691553, -0.07927932
PSCN, 326238242, -0.746242, -0.7630742, 0.0047083, 0.0215405, 0.07247584, -0.004724107, -0.2797495, -0.1494845
PSCN, 326338236, -0.7458022, -0.7535821, 0.004117561, 0.01189754, 0.0992975, -0.004131384, -0.336688, -0.232182
PSCN, 326438361, -0.7453682, -0.7419021, 0.005303685, 0.001837524, 0.145097, 0.1243952, -0.2628839, -0.2574949
PSCN, 326538297, -0.7445068, -0.7331811, 0.01357404, 0.002248374, 0.1462032, 0.393769, 0.06384708, -0.1579105
PSCN, 326638288, -0.7418694, -0.7217587, 0.04389388, 0.02378316, 0.1763894, 1.403387, 1.023555, 0.1584567
PSCN, 326738325, -0.7340266, -0.6992599, 0.119575, 0.08480828, 0.2482812, 1.706077, 1.293666, 0.6690111
PSCN, 326838318, -0.7162899, -0.6671991, 0.2376724, 0.1885816, 0.3735344, 1.824541, 1.373858, 1.020871
PSCN, 326938213, -0.6853643, -0.6229369, 0.3803771, 0.3179498, 0.512754, 1.935777, 1.423401, 1.22347
PSCN, 327038229, -0.63934, -0.5641448, 0.5379086, 0.4627133, 0.6644538, 1.974641, 1.474747, 1.361381
PSCN, 327138191, -0.577146, -0.4887047, 0.7025083, 0.6140671, 0.8222689, 1.935556, 1.37853, 1.449451
PSCN, 327238212, -0.4985435, -0.3981169, 0.8636428, 0.7632163, 0.9365214, 1.724491, 1.212005, 1.389401
PSCN, 327338178, -0.4045087, -0.2955085, 1.010397, 0.9013963, 1.070722, 1.531866, 1.00736, 1.263559
PSCN, 327438356, -0.2966883, -0.1796507, 1.14045, 1.023413, 1.2269, 1.530663, 0.9557777, 1.143048
PSCN, 327538252, -0.1764819, -0.04497638, 1.259173, 1.127667, 1.323604, 1.517074, 0.8518838, 1.045012
PSCN, 327638459, -0.0448337, 0.09976099, 1.369873, 1.225278, 1.423274, 1.50288, 0.8893198, 0.9684326
PSCN, 327738202, 0.09754627, 0.2508954, 1.474157, 1.320808, 1.533498, 1.49254, 0.8767251, 0.9301288
PSCN, 327838261, 0.2500714, 0.4084763, 1.572704, 1.414299, 1.62157, 1.366423, 0.739776, 0.8898872
PSCN, 327938246, 0.4119397, 0.5667444, 1.660154, 1.505349, 1.673192, 1.131282, 0.6020357, 0.8072059
PSCN, 328038299, 0.5817267, 0.7315648, 1.730644, 1.580806, 1.715041, 1.005263, 0.5074356, 0.6906286
PSCN, 328138327, 0.7577117, 0.8959231, 1.785794, 1.647582, 1.757298, 1.009157, 0.5393181, 0.6157766
PSCN, 328238208, 0.9387078, 1.065395, 1.83139, 1.704703, 1.828067, 0.8149269, 0.3390889, 0.5595419
PSCN, 328338311, 1.123554, 1.236461, 1.861515, 1.748609, 1.849445, 0.6322626, 0.1912794, 0.4027529
PSCN, 328438331, 1.310533, 1.41167, 1.875695, 1.774558, 1.836626, 0.6051387, 0.1421036, 0.2826367
PSCN, 328538253, 1.498425, 1.584906, 1.881004, 1.794523, 1.843321, 0.6099029, 0.1790375, 0.2147012
PSCN, 328638287, 1.686606, 1.757694, 1.88218, 1.811093, 1.888513, 0.6123409, 0.1767827, 0.2083612
PSCN, 328738179, 1.874803, 1.932265, 1.881573, 1.824111, 1.886976, 0.6139866, 0.1990617, 0.2103595
PSCN, 328838317, 2.062883, 2.1074, 1.879892, 1.835375, 1.891319, 0.6100916, 0.1575013, 0.2034073
PSCN, 328938244, 2.250754, 2.290852, 1.877549, 1.837451, 1.902127, 0.606949, 0.06403202, 0.1725231
PSCN, 329038212, 2.438384, 2.47581, 1.875104, 1.837678, 1.903162, 0.6030586, 0.03235584, 0.122746
PSCN, 329138214, 2.625759, 2.66033, 1.872377, 1.837806, 1.913668, 0.5963334, 0.04632267, 0.08557488
PSCN, 329238254, 2.812819, 2.846298, 1.868682, 1.835203, 1.929935, 0.5725468, -0.04201443, 0.04886564
PSCN, 329338248, 2.999441, 3.033086, 1.863706, 1.830062, 1.928897, 0.5633515, -0.04154701, 0.009921689
PSCN, 329438382, 3.185511, 3.223147, 1.857648, 1.820011, 1.930397, 0.5508382, -0.1381367, -0.03736726
PSCN, 329538276, 3.370898, 3.402908, 1.849921, 1.817911, 1.88808, 0.5057501, -0.05149742, -0.07768861
PSCN, 329638260, 3.555399, 3.582767, 1.839987, 1.812619, 1.899023, 0.4836361, -0.09821636, -0.08859824
PSCN, 329738364, 3.738812, 3.759007, 1.828354, 1.808159, 1.89029, 0.4802664, -0.1093538, -0.09641724
PSCN, 329838539, 3.921012, 3.935889, 1.815887, 1.801011, 1.886305, 0.4779132, -0.1510554, -0.1039905
PSCN, 329938323, 4.101956, 4.107405, 1.803215, 1.797765, 1.858121, 0.4532128, -0.1292396, -0.1229967
PSCN, 330038217, 4.281595, 4.280438, 1.789792, 1.79095, 1.887344, 0.4562272, -0.17484, -0.1197539
PSCN, 330138395, 4.459871, 4.461003, 1.77605, 1.774918, 1.864796, 0.4530441, -0.2183, -0.1359983
PSCN, 330238226, 4.636756, 4.645197, 1.761898, 1.753456, 1.855891, 0.4372264, -0.3082581, -0.2025836
PSCN, 330338606, 4.812193, 4.822157, 1.74712, 1.737157, 1.824263, 0.4274413, -0.2551919, -0.2406313
PSCN, 330438513, 4.986121, 4.999276, 1.73171, 1.718556, 1.829729, 0.4173788, -0.3137425, -0.2702987
PSCN, 330538169, 5.158473, 5.17578, 1.715615, 1.698308, 1.815193, 0.4067199, -0.3411309, -0.3082009
PSCN, 330638205, 5.329195, 5.353008, 1.699255, 1.675442, 1.808672, 0.4045061, -0.4066451, -0.3400413
PSCN, 330738231, 5.49829, 5.523327, 1.68303, 1.657993, 1.792991, 0.384776, -0.4295123, -0.3662534
PSCN, 330838236, 5.665653, 5.69362, 1.662994, 1.635027, 1.751098, 0.03735123, -0.7552148, -0.4646437
PSCN, 330938264, 5.830318, 5.857944, 1.628202, 1.600577, 1.728895, -0.1323547, -0.9396533, -0.6508166
PSCN, 331038215, 5.99063, 6.020308, 1.576636, 1.546957, 1.677502, -0.2880341, -1.160658, -0.8496428
PSCN, 331138282, 6.14495, 6.178082, 1.508882, 1.475751, 1.582045, -0.5794725, -1.410109, -1.061655
PSCN, 331238288, 6.291629, 6.330986, 1.42394, 1.384583, 1.520919, -0.6634707, -1.552955, -1.294091
PSCN, 331338302, 6.429058, 6.470845, 1.325374, 1.283588, 1.444044, -0.7827279, -1.696521, -1.476157
PSCN, 331438344, 6.556159, 6.600683, 1.21827, 1.173746, 1.311639, -0.8071985, -1.698643, -1.582054
PSCN, 331538291, 6.67228, 6.715112, 1.106203, 1.063372, 1.173355, -0.8801733, -1.643265, -1.620072
PSCN, 331638218, 6.776976, 6.81805, 0.9897846, 0.9487104, 1.058623, -0.9896814, -1.757398, -1.660509
PSCN, 331738261, 6.869759, 6.897758, 0.8678622, 0.8398623, 0.9003409, -1.100762, -1.735928, -1.697322
PSCN, 331838428, 6.950031, 6.966849, 0.7397524, 0.7229341, 0.763321, -1.19111, -1.760982, -1.725982
PSCN, 331938205, 7.01729, 7.017939, 0.6090903, 0.6084408, 0.5999449, -1.029186, -1.525168, -1.679028
PSCN, 332038245, 7.071856, 7.058072, 0.4878125, 0.5015962, 0.4478554, -0.6504025, -1.140976, -1.507083
PSCN, 332138247, 7.115297, 7.077657, 0.3876477, 0.4252878, 0.3422462, -0.4608696, -0.7996444, -1.173711
PSCN, 332238186, 7.149968, 7.090719, 0.3115746, 0.3708229, 0.2106476, -0.1521682, -0.3629002, -0.8948815
PSCN, 332338203, 7.178348, 7.099832, 0.261874, 0.3403909, 0.2033282, 0, -0.2317223, -0.5862504
PSCN, 332438230, 7.202961, 7.107531, 0.2347683, 0.3301987, 0.1782886, 0.4583225, 0.2797356, -0.3182918
PSCN, 332538195, 7.226287, 7.115193, 0.23606, 0.3471537, 0.1885849, 0.290915, 0.04293255, -0.05352574
PSCN, 332638199, 7.250479, 7.126779, 0.2473481, 0.371049, 0.1556561, 0.2143562, 0.08340701, -0.01532401
PSCN, 332738265, 7.275753, 7.152447, 0.2570131, 0.3803202, 0.2095298, 0, -0.3615349, -0.1002076
PSCN, 332838304, 7.30161, 7.183434, 0.2588872, 0.3770642, 0.2653617, 0, -0.4432514, -0.2562404
PSCN, 332938217, 7.32736, 7.218125, 0.2556017, 0.3648364, 0.2758979, 0, -0.5206046, -0.3720252
PSCN, 333038311, 7.352638, 7.255212, 0.249816, 0.3472419, 0.2971186, 0, -0.5205467, -0.4484917
PSCN, 333138188, 7.377272, 7.28585, 0.2430655, 0.3344879, 0.266955, 0, -0.4492191, -0.4510949
PSCN, 333238132, 7.401256, 7.3148, 0.2366278, 0.3230832, 0.2492057, 0, -0.3903685, -0.4321723
PSCN, 333338168, 7.424562, 7.340596, 0.2296129, 0.3135785, 0.252939, 0, -0.3792295, -0.4017812
PSCN, 333438582, 7.447155, 7.366061, 0.2224152, 0.3035092, 0.2521481, 0, -0.4338314, -0.4050569
PSCN, 333538152, 7.469028, 7.403126, 0.2152385, 0.28114, 0.2756771, 0, -0.6100026, -0.4588347
PSCN, 333638141, 7.490189, 7.441522, 0.2081878, 0.2568552, 0.2861909, 0, -0.6575894, -0.5535563
PSCN, 333738228, 7.510653, 7.486407, 0.2013147, 0.2255611, 0.2788609, 0, -0.7675758, -0.6379552
PSCN, 333938301, 7.549572, 7.569217, 0.1881769, 0.1685327, 0.2836009, 0, -0.7897427, -0.7551989
PSCN, 334238201, 7.603094, 7.644799, 0.1663161, 0.1246112, 0.1724317, -0.06805818, -0.6135652, -0.6780557
PSCN, 334338125, 7.618983, 7.650506, 0.1508767, 0.1193531, 0.1587383, -0.1313689, -0.5888206, -0.6528519
PSCN, 334438283, 7.633099, 7.652137, 0.1321407, 0.1131019, 0.1048577, -0.1325843, -0.5448012, -0.6148672
PSCN, 334538178, 7.645444, 7.655908, 0.1155617, 0.1050986, 0.08725958, -0.1159496, -0.5670169, -0.5940619
PSCN, 334638298, 7.656241, 7.659104, 0.1010624, 0.09819989, 0.07479075, -0.1014017, -0.5415716, -0.5809247
PSCN, 334738105, 7.665683, 7.65931, 0.0883824, 0.09475579, 0.07777799, -0.08867913, -0.5119117, -0.5448978
PSCN, 334838285, 7.673941, 7.658362, 0.0772933, 0.09287211, 0.02361664, -0.07755279, -0.4301175, -0.487246
PSCN, 334938150, 7.681162, 7.650502, 0.0675955, 0.09825591, -0.01680942, -0.06782245, -0.3288991, -0.4358803
PSCN, 335038131, 7.687478, 7.643019, 0.05911445, 0.1035732, -0.001818002, -0.05931291, -0.317881, -0.3826549
PSCN, 335138113, 7.693001, 7.635901, 0.05169751, 0.1087972, -0.001749018, -0.05187107, -0.3339516, -0.3462368
PSCN, 335238151, 7.697831, 7.630071, 0.04521115, 0.112971, 0.009007659, -0.04536293, -0.275301, -0.3179933
PSCN, 335338166, 7.702055, 7.620693, 0.03953864, 0.1209006, -0.009659095, -0.03967138, -0.2316561, -0.288135
PSCN, 335438251, 7.70575, 7.612704, 0.03457781, 0.1276228, 0.008597666, -0.0346939, -0.2219373, -0.2523925
PSCN, 335538212, 7.70898, 7.605642, 0.03023942, 0.1335768, 0.004617793, -0.03034095, -0.2052326, -0.2185377
PSCN, 335638226, 7.711805, 7.600562, 0.02644536, 0.1376885, -0.004415651, -0.02653414, -0.2201688, -0.2040765
PSCN, 335738231, 7.714276, 7.595799, 0.02312733, 0.1416039, 0.004275295, -0.02320498, -0.1730276, -0.1972015
PSCN, 335838213, 7.716436, 7.592857, 0.0202256, 0.1438048, 0.01780379, -0.02029351, -0.2014395, -0.1823875
PSCN, 335938202, 7.718326, 7.588803, 0.01768794, 0.1472114, 0.01534702, -0.01774733, -0.1987834, -0.1827456
PSCN, 336038370, 7.719979, 7.586951, 0.01546868, 0.1484965, 0.04102377, -0.01552061, -0.2105773, -0.1852093
PSCN, 336138179, 7.721425, 7.584798, 0.01352787, 0.1501542, 0.02696582, -0.01357328, -0.2561705, -0.1977454
PSCN, 336238093, 7.722688, 7.585134, 0.01183056, 0.1493851, 0.04815684, -0.01187028, -0.2360471, -0.2221633
PSCN, 336338194, 7.723793, 7.585092, 0.01034621, 0.1490476, 0.07114303, -0.01038095, -0.3042123, -0.2453359
PSCN, 336438258, 7.72476, 7.587814, 0.009048094, 0.145994, 0.06851637, -0.009078471, -0.2737426, -0.2725296
PSCN, 336538174, 7.725605, 7.588073, 0.007912851, 0.1454453, 0.09740102, -0.007939417, -0.2821038, -0.2805155
PSCN, 336638227, 7.726327, 7.590391, 0.006943276, 0.1428796, 0.1055848, -0.006966587, -0.2838192, -0.2818524
PSCN, 336738199, 7.726976, 7.591243, 0.006072121, 0.1418051, 0.1084876, -0.006092506, -0.3238227, -0.2736278
PSCN, 336838186, 7.727543, 7.594267, 0.005310266, 0.1385863, 0.1016483, -0.005328094, -0.266479, -0.2759515
PSCN, 336938177, 7.728039, 7.595734, 0.004644001, 0.1369501, 0.09320831, -0.004659592, -0.2960389, -0.2742537
PSCN, 337038173, 7.728473, 7.598448, 0.004061331, 0.1340871, 0.0706887, -0.004074966, -0.240366, -0.256
PSCN, 337138175, 7.728853, 7.600885, 0.003551767, 0.1315192, 0.07947475, -0.003563691, -0.3012334, -0.2512917
PSCN, 337238202, 7.729185, 7.605549, 0.003106135, 0.1267417, 0.07666226, -0.003116563, -0.2432939, -0.2729636
PSCN, 337338278, 7.729475, 7.609182, 0.002716416, 0.1230094, 0.07795535, -0.002725536, -0.2863704, -0.2838044
PSCN, 337438269, 7.729729, 7.614223, 0.002375595, 0.1178815, 0.08959545, -0.00238357, -0.2576825, -0.2892257
PSCN, 337538241, 7.729951, 7.617526, 0.002077534, 0.1145028, 0.09348509, -0.002084509, -0.2516586, -0.2872428
PSCN, 337638288, 7.730145, 7.619203, 0.001816871, 0.112759, 0.1058878, -0.001822971, -0.243453, -0.2648556
PSCN, 337738283, 7.730315, 7.617517, 0.001588913, 0.1143859, 0.09988008, -0.001594248, -0.2102729, -0.243908
PSCN, 337838221, 7.730463, 7.617305, 0.001389556, 0.1145474, 0.09800851, -0.001394222, -0.2283136, -0.2261592
PSCN, 337938216, 7.730593, 7.618782, 0.001215213, 0.1130265, 0.1036359, -0.001219292, -0.2584069, -0.2303262
PSCN, 338038169, 7.730707, 7.62276, 0.001062743, 0.1090087, 0.1087954, -0.001066311, -0.3092267, -0.2516063
PSCN, 338138230, 7.730805, 7.628096, 0.0009294031, 0.1036389, 0.1163983, -0.0009325235, -0.3567556, -0.2779283
PSCN, 338238170, 7.730893, 7.635355, 0.0008127935, 0.09635024, 0.1003892, -0.0008155222, -0.3535805, -0.3020889
PSCN, 338338234, 7.730968, 7.641544, 0.0007108143, 0.09013523, 0.08903861, -0.0007132008, -0.3485059, -0.3270876
PSCN, 338438365, 7.731035, 7.649181, 0.0006216302, 0.08247513, 0.1304577, -0.0006237172, -0.3883169, -0.3426639
PSCN, 338538167, 7.731093, 7.656615, 0.0005436359, 0.07502174, 0.1114179, -0.000545461, -0.38376, -0.3512737
PSCN, 338638186, 7.731143, 7.665049, 0.0004754272, 0.06657048, 0.08530962, -0.0004770233, -0.393225, -0.367134
PSCN, 338738134, 7.731188, 7.671764, 0.0004157765, 0.05983956, 0.086271, -0.0004171724, -0.3753289, -0.3714355
PSCN, 338838243, 7.731227, 7.679106, 0.0003636101, 0.05248431, 0.06186806, -0.0003648308, -0.3642296, -0.3787852
PSCN, 338938239, 7.731261, 7.685972, 0.0003179889, 0.04560743, 0.05522911, -0.0003190565, -0.3740188, -0.3794229
PSCN, 339038211, 7.731291, 7.692926, 0.0002780916, 0.03864229, 0.05665222, -0.0002790252, -0.3642789, -0.3747485
PSCN, 339138260, 7.731317, 7.69602, 0.0002432, 0.03554012, 0.0368201, -0.0002440165, -0.3300911, -0.3700285
PSCN, 339238265, 7.731339, 7.699152, 0.0002126863, 0.03239939, 0.04161288, -0.0002134003, -0.3312446, -0.3545544
PSCN, 339338298, 7.731359, 7.701096, 0.0001860011, 0.03044983, 0.08362, -0.0001866255, -0.3984452, -0.3546073
PSCN, 339438255, 7.731377, 7.703769, 0.000162664, 0.02776992, 0.04529618, -0.0001632101, -0.3708815, -0.3586185
PSCN, 339538208, 7.731392, 7.702943, 0.000142255, 0.02859112, 0.0398595, -0.0001427325, -0.3527623, -0.3648355
PSCN, 339638120, 7.731405, 7.703006, 0.0001244066, 0.0285237, 0.05655605, -0.0001248242, -0.3540756, -0.3543146
PSCN, 339738080, 7.731416, 7.702662, 0.0001087976, 0.02886395, 0.07297464, -0.0001091629, -0.3803068, -0.3534892
PSCN, 339838168, 7.731427, 7.703432, 9.514706E-05, 0.02809021, 0.03995294, -9.546649E-05, -0.3581158, -0.3535385
PSCN, 339938131, 7.731436, 7.703918, 8.320916E-05, 0.02760131, 0.01998865, -8.348852E-05, -0.3344335, -0.3559284
PSCN, 340038165, 7.731443, 7.705844, 7.276912E-05, 0.02567177, 0.0543029, -7.301342E-05, -0.4203847, -0.3677701
PSCN, 340138176, 7.731451, 7.707716, 6.363897E-05, 0.0237981, 0.04101475, -6.385263E-05, -0.4271876, -0.3905418
PSCN, 340238357, 7.731456, 7.710921, 5.565435E-05, 0.02059111, 0.03376985, -5.584119E-05, -0.4224342, -0.4153241
PSCN, 340338203, 7.731462, 7.715823, 4.867154E-05, 0.01568698, 0.07095264, -4.883494E-05, -0.4807464, -0.4352475
PSCN, 340438259, 7.731466, 7.721229, 4.256484E-05, 0.01027954, 0.06743758, -4.270774E-05, -0.4720179, -0.4497148
PSCN, 340538260, 7.73147, 7.724737, 3.722434E-05, 0.006770482, 0.03741859, -3.734931E-05, -0.4192585, -0.4406299
PSCN, 340638207, 7.731473, 7.728334, 3.255389E-05, 0.003171877, 0.0482149, -3.266319E-05, -0.3993559, -0.4367608
PSCN, 340738211, 7.731476, 7.729534, 2.846944E-05, 0.001970883, 0.05945408, -2.856502E-05, -0.4145022, -0.4151935
PSCN, 340838199, 7.731479, 7.730262, 2.489746E-05, 0.001241821, 0.01755588, -2.498104E-05, -0.3807849, -0.396497
PSCN, 340938307, 7.731482, 7.72967, 2.177364E-05, 0.001833675, 0.004336673, -2.184674E-05, -0.33939, -0.3729182
PSCN, 341038115, 7.731483, 7.728958, 1.904175E-05, 0.002544648, -0.001075023, -1.910568E-05, -0.3354258, -0.3453944
PSCN, 341138234, 7.731485, 7.727928, 1.665263E-05, 0.0035737, -0.02603738, -1.670854E-05, -0.3101716, -0.3248804
PSCN, 341238139, 7.731487, 7.726565, 1.456327E-05, 0.004936082, -0.01085143, -1.461216E-05, -0.3046065, -0.3034315
PSCN, 341338109, 7.731489, 7.725373, 1.273605E-05, 0.006128243, 0.001092203, -1.277881E-05, -0.3440559, -0.3135868
PSCN, 341438232, 7.73149, 7.725135, 1.113809E-05, 0.006365262, -0.02203675, -1.117548E-05, -0.371196, -0.3324509
PSCN, 341538143, 7.73149, 7.723117, 9.740622E-06, 0.008383336, 0.01300782, -9.773324E-06, -0.3733909, -0.3501715
PSCN, 341638183, 7.731492, 7.721855, 8.518487E-06, 0.009644621, 0.005173045, -8.547086E-06, -0.367449, -0.3503609
