THR,Frames,FPR,TPR,TTD
1,324,0.3024193548387097,0.7105263157894737,434
2,323,0.08064516129032258,0.56,6611
3,322,0.03225806451612903,0.5405405405405406,6812
4,321,0.008064516129032258,0.5205479452054794,7011
5,320,0.0,0.5,7211
6,319,0.0,0.4788732394366197,7411
7,318,0.0,0.45714285714285713,7611
8,317,0.0,0.43478260869565216,7811
9,316,0.0,0.4117647058823529,8011
10,315,0.0,0.3880597014925373,8211
11,314,0.0,0.36363636363636365,8432
12,313,0.0,0.3384615384615385,8612
13,312,0.0,0.3125,8811
14,311,0.0,0.2857142857142857,9011
15,310,0.0,0.25806451612903225,9211
16,309,0.0,0.22950819672131148,9411
17,308,0.0,0.2,9612
18,307,0.0,0.1694915254237288,9811
19,306,0.0,0.13793103448275862,10011
20,305,0.0,0.10526315789473684,10211
21,304,0.0,0.07142857142857142,10412
22,303,0.0,0.03636363636363636,10691
23,302,0.0,0.0,0
