THR,Frames,FPR,TPR,TTD
1,813,0.5147849462365591,0.9710144927536232,209
2,812,0.1424731182795699,0.7352941176470589,3261
3,811,0.09543010752688172,0.7014925373134329,4061
4,810,0.04838709677419355,0.6818181818181818,4261
5,809,0.03225806451612903,0.6615384615384615,4461
6,808,0.021505376344086023,0.640625,4661
7,807,0.016129032258064516,0.6190476190476191,4861
8,806,0.013440860215053764,0.5967741935483871,5061
9,805,0.012096774193548387,0.5737704918032787,5261
10,804,0.010752688172043012,0.55,5461
11,803,0.009408602150537635,0.5254237288135594,5661
12,802,0.008064516129032258,0.5,5861
13,801,0.006720430107526882,0.47368421052631576,6061
14,800,0.005376344086021506,0.44642857142857145,6261
15,799,0.004032258064516129,0.41818181818181815,6461
16,798,0.002688172043010753,0.3888888888888889,6661
17,797,0.0013440860215053765,0.3584905660377358,6861
18,796,0.0,0.3269230769230769,7039
19,795,0.0,0.29411764705882354,7239
20,794,0.0,0.26,7461
21,793,0.0,0.22448979591836735,7639
22,792,0.0,0.1875,7861
23,791,0.0,0.14893617021276595,8039
24,790,0.0,0.10869565217391304,8239
25,789,0.0,0.06666666666666667,8439
26,788,0.0,0.022727272727272728,8639
27,787,0.0,0.0,0
28,786,0.0,0.0,0
29,785,0.0,0.0,0
30,784,0.0,0.0,0
