THR,Frames,FPR,TPR,TTD
1,701,0.34534534534534533,0.5,82
2,700,0.09009009009009009,0.28337874659400547,1314
3,699,0.03003003003003003,0.24043715846994534,1514
4,698,0.009009009009009009,0.20821917808219179,18114
5,697,0.003003003003003003,0.19505494505494506,18314
6,696,0.0,0.18181818181818182,18514
7,695,0.0,0.1685082872928177,18714
8,694,0.0,0.15512465373961218,18914
9,693,0.0,0.14166666666666666,19114
10,692,0.0,0.1309192200557103,19314
11,691,0.0,0.12290502793296089,19514
12,690,0.0,0.11484593837535013,19714
13,689,0.0,0.10393258426966293,19914
14,688,0.0,0.09295774647887324,22914
15,687,0.0,0.0847457627118644,23114
16,686,0.0,0.0764872521246459,23314
17,685,0.0,0.06818181818181818,23514
18,684,0.0,0.05982905982905983,23734
19,683,0.0,0.05142857142857143,23914
20,682,0.0,0.04297994269340974,24114
21,681,0.0,0.034482758620689655,24314
22,680,0.0,0.025936599423631124,24514
23,679,0.0,0.017341040462427744,24714
24,678,0.0,0.008695652173913044,24914
25,677,0.0,0.0,0
