Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.8691588785046729,0.07663551401869159
2,0.0,0.850187265917603,0.06179775280898876
3,0.0,0.8367729831144465,0.0525328330206379
4,0.0,0.8233082706766918,0.043233082706766915
5,0.0,0.8116760828625236,0.03389830508474576
6,0.0,0.8,0.02830188679245283
7,0.0,0.7882797731568998,0.022684310018903593
8,0.0,0.7765151515151515,0.01893939393939394
9,0.0,0.7685009487666035,0.015180265654648957
10,0.0,0.7604562737642585,0.013307984790874524
11,0.0,0.7523809523809524,0.011428571428571429
12,0.0,0.7442748091603053,0.009541984732824428
13,0.0,0.7361376673040153,0.0076481835564053535
14,0.0,0.7279693486590039,0.005747126436781609
15,0.0,0.7197696737044146,0.003838771593090211
16,0.0,0.7096153846153846,0.0
17,0.0,0.6994219653179191,0.0
18,0.0,0.6911196911196911,0.0
19,0.0,0.6827852998065764,0.0
20,0.0,0.6744186046511628,0.0
21,0.0,0.6660194174757281,0.0
22,0.0,0.6575875486381323,0.0
23,0.0,0.6491228070175439,0.0
24,0.0,0.640625,0.0
25,0.0,0.6320939334637965,0.0
26,0.0,0.6235294117647059,0.0
27,0.0,0.6149312377210217,0.0
28,0.0,0.6062992125984252,0.0
29,0.0,0.5976331360946746,0.0
