Threshold,ACCOF,GPSOF,ACCGPS
1,0.013084112149532711,0.9196261682242991,0.27476635514018694
2,0.003745318352059925,0.8951310861423221,0.2640449438202247
3,0.0,0.8780487804878049,0.25328330206378985
4,0.0,0.8646616541353384,0.2424812030075188
5,0.0,0.8512241054613936,0.2335216572504708
6,0.0,0.839622641509434,0.22641509433962265
7,0.0,0.8279773156899811,0.21928166351606806
8,0.0,0.8181818181818182,0.21212121212121213
9,0.0,0.8102466793168881,0.2030360531309298
10,0.0,0.8041825095057035,0.19391634980988592
11,0.0,0.7980952380952381,0.18476190476190477
12,0.0,0.7919847328244275,0.17557251908396945
13,0.0,0.7858508604206501,0.16634799235181644
14,0.0,0.7796934865900383,0.15708812260536398
15,0.0,0.7735124760076776,0.14779270633397312
16,0.0,0.7673076923076924,0.13846153846153847
17,0.0,0.7591522157996147,0.12909441233140656
18,0.0,0.750965250965251,0.11969111969111969
19,0.0,0.7427466150870407,0.1102514506769826
20,0.0,0.7344961240310077,0.10077519379844961
21,0.0,0.7262135922330097,0.0912621359223301
22,0.0,0.7178988326848249,0.08171206225680934
23,0.0,0.7095516569200779,0.07407407407407407
24,0.0,0.701171875,0.068359375
25,0.0,0.6927592954990215,0.06262230919765166
26,0.0,0.6843137254901961,0.056862745098039215
27,0.0,0.6758349705304518,0.05108055009823183
28,0.0,0.6673228346456693,0.045275590551181105
29,0.0,0.6587771203155819,0.03944773175542406
