Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.8347107438016529,0.5922865013774105,0.29201101928374656
2,0.5939226519337016,0.4723756906077348,0.15469613259668508
3,0.3518005540166205,0.37950138504155123,0.09141274238227147
4,0.21388888888888888,0.3,0.06388888888888888
5,0.13649025069637882,0.22841225626740946,0.04456824512534819
6,0.0893854748603352,0.1787709497206704,0.036312849162011177
7,0.05322128851540616,0.14565826330532214,0.03081232492997199
8,0.033707865168539325,0.11235955056179775,0.025280898876404494
9,0.030985915492957747,0.09577464788732394,0.01971830985915493
10,0.031073446327683617,0.07909604519774012,0.014124293785310734
11,0.0226628895184136,0.0679886685552408,0.0113314447592068
12,0.017045454545454544,0.056818181818181816,0.008522727272727272
13,0.014245014245014245,0.045584045584045586,0.005698005698005698
14,0.011428571428571429,0.03428571428571429,0.002857142857142857
15,0.008595988538681949,0.025787965616045846,0.0
16,0.005747126436781609,0.017241379310344827,0.0
17,0.005763688760806916,0.011527377521613832,0.0
18,0.002890173410404624,0.008670520231213872,0.0
19,0.002898550724637681,0.005797101449275362,0.0
20,0.0,0.0029069767441860465,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
