THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,451,0.917960088691796,0.7184035476718403,0.05543237250554324
2,450,0.8933333333333333,0.68,0.03333333333333333
3,449,0.8775055679287305,0.6525612472160356,0.022271714922048998
4,448,0.8638392857142857,0.6272321428571429,0.015625
5,447,0.8501118568232662,0.6062639821029083,0.008948545861297539
6,446,0.8363228699551569,0.5874439461883408,0.002242152466367713
7,445,0.8269662921348314,0.5707865168539326,0.0
8,444,0.8175675675675675,0.5540540540540541,0.0
9,443,0.8103837471783296,0.5372460496613995,0.0
10,442,0.8031674208144797,0.5203619909502263,0.0
11,441,0.7959183673469388,0.5034013605442177,0.0
12,440,0.7863636363636364,0.48409090909090907,0.0
13,439,0.7767653758542141,0.4646924829157175,0.0
14,438,0.7671232876712328,0.4429223744292237,0.0
15,437,0.7528604118993135,0.4233409610983982,0.0
16,436,0.7385321100917431,0.40825688073394495,0.0
17,435,0.7241379310344828,0.3931034482758621,0.0
18,434,0.7073732718894009,0.3778801843317972,0.0
19,433,0.6905311778290993,0.3625866050808314,0.0
20,432,0.6736111111111112,0.35185185185185186,0.0
21,431,0.6589327146171694,0.34106728538283065,0.0
22,430,0.6441860465116279,0.3302325581395349,0.0
23,429,0.6317016317016317,0.31934731934731936,0.0
24,428,0.6191588785046729,0.308411214953271,0.0
25,427,0.6065573770491803,0.297423887587822,0.0
26,426,0.5938967136150235,0.2863849765258216,0.0
27,425,0.5811764705882353,0.28,0.0
28,424,0.5683962264150944,0.27358490566037735,0.0
29,423,0.5555555555555556,0.26713947990543735,0.0
30,422,0.542654028436019,0.26066350710900477,0.0
