THR,Frames,FPR,TPR,TTD
1,333,0.13333333333333333,0.9966996699669967,124
2,332,0.03333333333333333,0.9966887417218543,124
3,331,0.0,0.9933554817275747,324
4,330,0.0,0.99,525
5,329,0.0,0.9866220735785953,725
6,328,0.0,0.9832214765100671,925
7,327,0.0,0.9797979797979798,1125
8,326,0.0,0.9763513513513513,1325
9,325,0.0,0.9728813559322034,1525
10,324,0.0,0.9693877551020408,1725
11,323,0.0,0.9658703071672355,1925
12,322,0.0,0.9623287671232876,2124
13,321,0.0,0.9587628865979382,2324
14,320,0.0,0.9551724137931035,2525
15,319,0.0,0.9515570934256056,2725
16,318,0.0,0.9479166666666666,2925
17,317,0.0,0.9442508710801394,3125
18,316,0.0,0.9405594405594405,3325
19,315,0.0,0.9368421052631579,3525
20,314,0.0,0.9330985915492958,3725
21,313,0.0,0.9293286219081273,3925
22,312,0.0,0.925531914893617,4125
23,311,0.0,0.9217081850533808,4324
24,310,0.0,0.9178571428571428,4524
25,309,0.0,0.9139784946236559,4725
26,308,0.0,0.9100719424460432,4925
27,307,0.0,0.9061371841155235,5125
28,306,0.0,0.9021739130434783,5325
29,305,0.0,0.8981818181818182,5525
30,304,0.0,0.8941605839416058,5725
