THR,Frames,FPR,TPR,TTD
1,369,0.803030303030303,1.0,147
2,368,0.7727272727272727,1.0,147
3,367,0.7575757575757576,1.0,147
4,366,0.7424242424242424,1.0,147
5,365,0.7272727272727273,1.0,147
6,364,0.7121212121212122,1.0,147
7,363,0.696969696969697,1.0,147
8,362,0.6818181818181818,1.0,147
9,361,0.6666666666666666,1.0,147
10,360,0.6515151515151515,1.0,147
11,359,0.6363636363636364,1.0,147
12,358,0.6212121212121212,1.0,147
13,357,0.6060606060606061,1.0,147
14,356,0.5909090909090909,1.0,147
15,355,0.5757575757575758,1.0,147
16,354,0.5606060606060606,1.0,147
17,353,0.5454545454545454,1.0,147
18,352,0.5303030303030303,1.0,147
19,351,0.5151515151515151,1.0,147
20,350,0.5,1.0,147
21,349,0.48484848484848486,1.0,147
22,348,0.4696969696969697,1.0,147
23,347,0.45454545454545453,1.0,147
24,346,0.4393939393939394,1.0,147
25,345,0.42424242424242425,1.0,147
26,344,0.4090909090909091,1.0,147
27,343,0.3939393939393939,1.0,147
28,342,0.3787878787878788,1.0,147
29,341,0.36363636363636365,1.0,147
30,340,0.3484848484848485,1.0,147
