THR,Frames,FPR,TPR,TTD
1,369,0.030303030303030304,0.36633663366336633,147
2,368,0.0,0.3344370860927152,147
3,367,0.0,0.31893687707641194,347
4,366,0.0,0.30666666666666664,547
5,365,0.0,0.3010033444816054,747
6,364,0.0,0.2986577181208054,947
7,363,0.0,0.2962962962962963,1147
8,362,0.0,0.2939189189189189,1346
9,361,0.0,0.29152542372881357,1546
10,360,0.0,0.2891156462585034,1747
11,359,0.0,0.28668941979522183,1947
12,358,0.0,0.2842465753424658,2147
13,357,0.0,0.281786941580756,2347
14,356,0.0,0.2793103448275862,2547
15,355,0.0,0.2768166089965398,2747
16,354,0.0,0.2743055555555556,2947
17,353,0.0,0.27177700348432055,3147
18,352,0.0,0.2692307692307692,3346
19,351,0.0,0.26666666666666666,3546
20,350,0.0,0.2605633802816901,3747
21,349,0.0,0.254416961130742,3947
22,348,0.0,0.24822695035460993,4147
23,347,0.0,0.24199288256227758,4347
24,346,0.0,0.2357142857142857,4547
25,345,0.0,0.22939068100358423,4747
26,344,0.0,0.22302158273381295,4947
27,343,0.0,0.21660649819494585,5147
28,342,0.0,0.21014492753623187,5347
29,341,0.0,0.20363636363636364,5546
30,340,0.0,0.19708029197080293,5746
