THR,Frames,FPR,TPR,TTD
1,409,0.22857142857142856,1.0,124
2,408,0.2,1.0,124
3,407,0.18095238095238095,0.9966887417218543,324
4,406,0.17142857142857143,0.9933554817275747,524
5,405,0.1619047619047619,0.99,724
6,404,0.1523809523809524,0.9866220735785953,924
7,403,0.14285714285714285,0.9832214765100671,1124
8,402,0.13333333333333333,0.9797979797979798,1324
9,401,0.12380952380952381,0.9763513513513513,1524
10,400,0.11428571428571428,0.9728813559322034,1724
11,399,0.10476190476190476,0.9693877551020408,1924
12,398,0.09523809523809523,0.9658703071672355,2124
13,397,0.08571428571428572,0.9623287671232876,2324
14,396,0.0761904761904762,0.9587628865979382,2524
15,395,0.06666666666666667,0.9551724137931035,2724
16,394,0.05714285714285714,0.9515570934256056,2924
17,393,0.047619047619047616,0.9479166666666666,3124
18,392,0.0380952380952381,0.9442508710801394,3324
19,391,0.02857142857142857,0.9405594405594405,3524
20,390,0.01904761904761905,0.9368421052631579,3724
21,389,0.009523809523809525,0.9330985915492958,3924
22,388,0.0,0.9293286219081273,4124
23,387,0.0,0.925531914893617,4324
24,386,0.0,0.9217081850533808,4524
25,385,0.0,0.9178571428571428,4724
26,384,0.0,0.9139784946236559,4924
27,383,0.0,0.9100719424460432,5124
28,382,0.0,0.9061371841155235,5324
29,381,0.0,0.9021739130434783,5524
30,380,0.0,0.8981818181818182,5724
