Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.3085399449035813,0.03305785123966942
2,0.0,0.27624309392265195,0.0027624309392265192
3,0.0,0.24653739612188366,0.0
4,0.0,0.21944444444444444,0.0
5,0.0,0.19498607242339833,0.0
6,0.0,0.17597765363128492,0.0
7,0.0,0.1568627450980392,0.0
8,0.0,0.13764044943820225,0.0
9,0.0,0.11830985915492957,0.0
10,0.0,0.1016949152542373,0.0
11,0.0,0.08781869688385269,0.0
12,0.0,0.07386363636363637,0.0
13,0.0,0.05982905982905983,0.0
14,0.0,0.045714285714285714,0.0
15,0.0,0.03724928366762178,0.0
16,0.0,0.028735632183908046,0.0
17,0.0,0.020172910662824207,0.0
18,0.0,0.014450867052023121,0.0
19,0.0,0.011594202898550725,0.0
20,0.0,0.00872093023255814,0.0
21,0.0,0.0058309037900874635,0.0
22,0.0,0.0029239766081871343,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
