THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,1210,1.0,1.0,0.8140495867768595
2,1209,0.1662531017369727,0.1654259718775848,0.09511993382961124
3,1208,0.16639072847682118,0.16556291390728478,0.0802980132450331
4,1207,0.16487158243579123,0.16487158243579123,0.0687655343827672
5,1206,0.16500829187396351,0.16500829187396351,0.06135986733001658
6,1205,0.16431535269709543,0.16431535269709543,0.05560165975103734
7,1204,0.1644518272425249,0.1644518272425249,0.050664451827242524
8,1203,0.16375727348295926,0.16375727348295926,0.0457190357439734
9,1202,0.1638935108153078,0.1638935108153078,0.04159733777038269
10,1201,0.16319733555370525,0.16319733555370525,0.03913405495420483
11,1200,0.16333333333333333,0.16333333333333333,0.03666666666666667
12,1199,0.16263552960800667,0.16263552960800667,0.03419516263552961
13,1198,0.16277128547579298,0.16277128547579298,0.03171953255425709
14,1197,0.1620718462823726,0.1620718462823726,0.029239766081871343
15,1196,0.16220735785953178,0.16220735785953178,0.026755852842809364
16,1195,0.16150627615062763,0.16150627615062763,0.024267782426778243
17,1194,0.16164154103852596,0.16164154103852596,0.021775544388609715
18,1193,0.1601005867560771,0.1601005867560771,0.020117351215423303
19,1192,0.1593959731543624,0.1593959731543624,0.018456375838926176
20,1191,0.15785054575986565,0.15785054575986565,0.016792611251049538
21,1190,0.15714285714285714,0.15714285714285714,0.015126050420168067
22,1189,0.15559293523969722,0.15559293523969722,0.01345668629100084
23,1188,0.15488215488215487,0.15488215488215487,0.011784511784511785
24,1187,0.15332771693344566,0.15332771693344566,0.010109519797809604
25,1186,0.15261382799325462,0.15261382799325462,0.008431703204047217
26,1185,0.150210970464135,0.150210970464135,0.006751054852320675
27,1184,0.14949324324324326,0.14949324324324326,0.0059121621621621625
28,1183,0.14792899408284024,0.14792899408284024,0.00507185122569738
29,1182,0.14720812182741116,0.14720812182741116,0.004230118443316413
