Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9118457300275482,0.6060606060606061,0.27823691460055094
2,0.6988950276243094,0.47790055248618785,0.16574585635359115
3,0.46537396121883656,0.37950138504155123,0.12742382271468145
4,0.2916666666666667,0.30277777777777776,0.10555555555555556
5,0.1977715877437326,0.24233983286908078,0.09192200557103064
6,0.13966480446927373,0.19553072625698323,0.0782122905027933
7,0.0896358543417367,0.16246498599439776,0.0700280112044818
8,0.0702247191011236,0.13202247191011235,0.06460674157303371
9,0.061971830985915494,0.10985915492957747,0.059154929577464786
10,0.05084745762711865,0.09322033898305085,0.05367231638418079
11,0.039660056657223795,0.0821529745042493,0.05099150141643059
12,0.03409090909090909,0.07102272727272728,0.048295454545454544
13,0.03133903133903134,0.05982905982905983,0.045584045584045586
14,0.022857142857142857,0.04857142857142857,0.04285714285714286
15,0.017191977077363897,0.03724928366762178,0.04011461318051576
16,0.014367816091954023,0.02586206896551724,0.03735632183908046
17,0.011527377521613832,0.01729106628242075,0.0345821325648415
18,0.005780346820809248,0.011560693641618497,0.031791907514450865
19,0.002898550724637681,0.008695652173913044,0.028985507246376812
20,0.0,0.005813953488372093,0.02616279069767442
21,0.0,0.0029154518950437317,0.023323615160349854
22,0.0,0.0,0.02046783625730994
23,0.0,0.0,0.017595307917888565
24,0.0,0.0,0.014705882352941176
25,0.0,0.0,0.011799410029498525
26,0.0,0.0,0.008875739644970414
27,0.0,0.0,0.005934718100890208
28,0.0,0.0,0.002976190476190476
29,0.0,0.0,0.0
30,0.0,0.0,0.0
