THR,Frames,FPR,TPR,TTD
1,396,0.4842105263157895,1.0,139
2,395,0.3368421052631579,0.9966666666666667,340
3,394,0.2631578947368421,0.9933110367892977,540
4,393,0.22105263157894736,0.9899328859060402,740
5,392,0.18947368421052632,0.9865319865319865,940
6,391,0.16842105263157894,0.9831081081081081,1140
7,390,0.15789473684210525,0.9796610169491525,1340
8,389,0.14736842105263157,0.9761904761904762,1540
9,388,0.1368421052631579,0.9726962457337884,1740
10,387,0.12631578947368421,0.9691780821917808,1940
11,386,0.11578947368421053,0.9656357388316151,2139
12,385,0.10526315789473684,0.9620689655172414,2340
13,384,0.09473684210526316,0.9584775086505191,2540
14,383,0.08421052631578947,0.9548611111111112,2740
15,382,0.07368421052631578,0.9512195121951219,2940
16,381,0.06315789473684211,0.9475524475524476,3140
17,380,0.05263157894736842,0.9438596491228071,3340
18,379,0.042105263157894736,0.9401408450704225,3540
19,378,0.031578947368421054,0.9363957597173145,3740
20,377,0.021052631578947368,0.9326241134751773,3940
21,376,0.010526315789473684,0.9288256227758007,4140
22,375,0.0,0.925,4339
23,374,0.0,0.921146953405018,4540
24,373,0.0,0.9172661870503597,4740
25,372,0.0,0.9133574007220217,4940
26,371,0.0,0.9094202898550725,5140
27,370,0.0,0.9054545454545454,5340
28,369,0.0,0.9014598540145985,5540
29,368,0.0,0.8974358974358975,5740
30,367,0.0,0.8933823529411765,5940
