Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0,1.0,0.1111111111111111
2,0.0,0.994413407821229,0.0782122905027933
3,0.0,0.9887640449438202,0.05056179775280899
4,0.0,0.9830508474576272,0.03389830508474576
5,0.0,0.9772727272727273,0.017045454545454544
6,0.0,0.9714285714285714,0.0
7,0.0,0.9655172413793104,0.0
8,0.0,0.9595375722543352,0.0
9,0.0,0.9534883720930233,0.0
10,0.0,0.9473684210526315,0.0
11,0.0,0.9411764705882353,0.0
12,0.0,0.9349112426035503,0.0
13,0.0,0.9285714285714286,0.0
14,0.0,0.9221556886227545,0.0
15,0.0,0.9156626506024096,0.0
16,0.0,0.9090909090909091,0.0
17,0.0,0.9024390243902439,0.0
18,0.0,0.8957055214723927,0.0
19,0.0,0.8888888888888888,0.0
20,0.0,0.8819875776397516,0.0
21,0.0,0.875,0.0
22,0.0,0.8679245283018868,0.0
23,0.0,0.8607594936708861,0.0
24,0.0,0.8535031847133758,0.0
25,0.0,0.8461538461538461,0.0
26,0.0,0.8387096774193549,0.0
27,0.0,0.8311688311688312,0.0
28,0.0,0.8235294117647058,0.0
29,0.0,0.8157894736842105,0.0
30,0.0,0.8079470198675497,0.0
