Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.008264462809917356,0.7327823691460055,0.29201101928374656
2,0.0027624309392265192,0.6878453038674033,0.15469613259668508
3,0.0,0.6537396121883656,0.09141274238227147
4,0.0,0.6305555555555555,0.06388888888888888
5,0.0,0.6072423398328691,0.04456824512534819
6,0.0,0.5865921787709497,0.036312849162011177
7,0.0,0.5658263305322129,0.03081232492997199
8,0.0,0.5449438202247191,0.025280898876404494
9,0.0,0.523943661971831,0.01971830985915493
10,0.0,0.5028248587570622,0.014124293785310734
11,0.0,0.48441926345609065,0.0113314447592068
12,0.0,0.46875,0.008522727272727272
13,0.0,0.452991452991453,0.005698005698005698
14,0.0,0.44,0.002857142857142857
15,0.0,0.4269340974212034,0.0
16,0.0,0.41379310344827586,0.0
17,0.0,0.4034582132564842,0.0
18,0.0,0.3930635838150289,0.0
19,0.0,0.3826086956521739,0.0
20,0.0,0.37209302325581395,0.0
21,0.0,0.36151603498542273,0.0
22,0.0,0.3508771929824561,0.0
23,0.0,0.34017595307917886,0.0
24,0.0,0.32941176470588235,0.0
25,0.0,0.3185840707964602,0.0
26,0.0,0.3076923076923077,0.0
27,0.0,0.29673590504451036,0.0
28,0.0,0.2857142857142857,0.0
29,0.0,0.2746268656716418,0.0
30,0.0,0.2634730538922156,0.0
