Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.4765840220385675,0.0
2,0.44751381215469616,0.0
3,0.42105263157894735,0.0
4,0.39444444444444443,0.0
5,0.3816155988857939,0.0
6,0.3687150837988827,0.0
7,0.3557422969187675,0.0
8,0.34269662921348315,0.0
9,0.3323943661971831,0.0
10,0.3220338983050847,0.0
11,0.311614730878187,0.0
12,0.30113636363636365,0.0
13,0.2905982905982906,0.0
14,0.28,0.0
15,0.2664756446991404,0.0
16,0.25287356321839083,0.0
17,0.23919308357348704,0.0
18,0.2254335260115607,0.0
19,0.21159420289855072,0.0
20,0.2005813953488372,0.0
21,0.18950437317784258,0.0
22,0.1783625730994152,0.0
23,0.17008797653958943,0.0
24,0.16176470588235295,0.0
25,0.15339233038348082,0.0
26,0.14497041420118342,0.0
27,0.13649851632047477,0.0
28,0.12797619047619047,0.0
29,0.11940298507462686,0.0
30,0.11077844311377245,0.0
