Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.47107438016528924,0.03305785123966942
2,0.0,0.4419889502762431,0.0027624309392265192
3,0.0,0.4182825484764543,0.0
4,0.0,0.39444444444444443,0.0
5,0.0,0.37047353760445684,0.0
6,0.0,0.3463687150837989,0.0
7,0.0,0.32212885154061627,0.0
8,0.0,0.29775280898876405,0.0
9,0.0,0.27323943661971833,0.0
10,0.0,0.2514124293785311,0.0
11,0.0,0.23229461756373937,0.0
12,0.0,0.21306818181818182,0.0
13,0.0,0.19373219373219372,0.0
14,0.0,0.17714285714285713,0.0
15,0.0,0.16332378223495703,0.0
16,0.0,0.14942528735632185,0.0
17,0.0,0.13544668587896252,0.0
18,0.0,0.12138728323699421,0.0
19,0.0,0.10434782608695652,0.0
20,0.0,0.09011627906976744,0.0
21,0.0,0.07580174927113703,0.0
22,0.0,0.06140350877192982,0.0
23,0.0,0.0469208211143695,0.0
24,0.0,0.03235294117647059,0.0
25,0.0,0.02359882005899705,0.0
26,0.0,0.01775147928994083,0.0
27,0.0,0.011869436201780416,0.0
28,0.0,0.008928571428571428,0.0
29,0.0,0.005970149253731343,0.0
30,0.0,0.0029940119760479044,0.0
