THR,Frames,FPR,TPR,TTD
1,396,0.47368421052631576,1.0,139
2,395,0.3368421052631579,1.0,139
3,394,0.2631578947368421,0.9966555183946488,340
4,393,0.22105263157894736,0.9932885906040269,540
5,392,0.18947368421052632,0.98989898989899,740
6,391,0.16842105263157894,0.9864864864864865,940
7,390,0.15789473684210525,0.9830508474576272,1140
8,389,0.14736842105263157,0.9795918367346939,1340
9,388,0.1368421052631579,0.9761092150170648,1540
10,387,0.12631578947368421,0.9726027397260274,1740
11,386,0.11578947368421053,0.9690721649484536,1940
12,385,0.10526315789473684,0.9655172413793104,2139
13,384,0.09473684210526316,0.9619377162629758,2340
14,383,0.08421052631578947,0.9583333333333334,2540
15,382,0.07368421052631578,0.9547038327526133,2740
16,381,0.06315789473684211,0.951048951048951,2940
17,380,0.05263157894736842,0.9473684210526315,3140
18,379,0.042105263157894736,0.9436619718309859,3340
19,378,0.031578947368421054,0.9399293286219081,3540
20,377,0.021052631578947368,0.9361702127659575,3740
21,376,0.010526315789473684,0.9323843416370107,3940
22,375,0.0,0.9285714285714286,4140
23,374,0.0,0.9247311827956989,4339
24,373,0.0,0.920863309352518,4540
25,372,0.0,0.9169675090252708,4740
26,371,0.0,0.9130434782608695,4940
27,370,0.0,0.9090909090909091,5140
28,369,0.0,0.9051094890510949,5340
29,368,0.0,0.9010989010989011,5540
30,367,0.0,0.8970588235294118,5740
