THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,610,0.9967213114754099,0.006557377049180328,1.0
2,609,0.993431855500821,0.003284072249589491,0.9983579638752053
3,608,0.9917763157894737,0.0,0.9967105263157895
4,607,0.9901153212520593,0.0,0.9950576606260296
5,606,0.9884488448844885,0.0,0.9933993399339934
6,605,0.9867768595041322,0.0,0.9917355371900827
7,604,0.9850993377483444,0.0,0.9900662251655629
8,603,0.9834162520729685,0.0,0.988391376451078
9,602,0.9817275747508306,0.0,0.9867109634551495
10,601,0.9800332778702163,0.0,0.9850249584026622
11,600,0.9783333333333334,0.0,0.9833333333333333
12,599,0.9766277128547579,0.0,0.9816360601001669
13,598,0.9749163879598662,0.0,0.979933110367893
14,597,0.9731993299832495,0.0,0.9782244556113903
15,596,0.9714765100671141,0.0,0.9765100671140939
16,595,0.9697478991596639,0.0,0.9747899159663865
17,594,0.968013468013468,0.0,0.9730639730639731
18,593,0.9662731871838112,0.0,0.9713322091062394
19,592,0.964527027027027,0.0,0.9695945945945946
20,591,0.9627749576988156,0.0,0.9678510998307953
21,590,0.9610169491525423,0.0,0.9661016949152542
22,589,0.9592529711375212,0.0,0.9643463497453311
23,588,0.9574829931972789,0.0,0.9625850340136054
24,587,0.9557069846678024,0.0,0.9608177172061328
25,586,0.9539249146757679,0.0,0.9590443686006825
26,585,0.9521367521367521,0.0,0.9572649572649573
27,584,0.9503424657534246,0.0,0.9554794520547946
28,583,0.9485420240137221,0.0,0.9536878216123499
29,582,0.9467353951890034,0.0,0.9518900343642611
30,581,0.9449225473321858,0.0,0.9500860585197934
