THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,610,0.26721311475409837,0.0,0.9852459016393442
2,609,0.180623973727422,0.0,0.9819376026272578
3,608,0.13980263157894737,0.0,0.9802631578947368
4,607,0.11367380560131796,0.0,0.9785831960461285
5,606,0.10231023102310231,0.0,0.976897689768977
6,605,0.09090909090909091,0.0,0.9752066115702479
7,604,0.08609271523178808,0.0,0.9735099337748344
8,603,0.07462686567164178,0.0,0.9718076285240465
9,602,0.06976744186046512,0.0,0.9700996677740864
10,601,0.05823627287853577,0.0,0.9683860232945092
11,600,0.05333333333333334,0.0,0.9666666666666667
12,599,0.041736227045075125,0.0,0.9649415692821369
13,598,0.038461538461538464,0.0,0.9632107023411371
14,597,0.02847571189279732,0.0,0.9614740368509213
15,596,0.025167785234899327,0.0,0.959731543624161
16,595,0.015126050420168067,0.0,0.957983193277311
17,594,0.015151515151515152,0.0,0.9562289562289562
18,593,0.008431703204047217,0.0,0.954468802698145
19,592,0.006756756756756757,0.0,0.9527027027027027
20,591,0.00338409475465313,0.0,0.9509306260575296
21,590,0.003389830508474576,0.0,0.9491525423728814
22,589,0.001697792869269949,0.0,0.9473684210526315
23,588,0.0,0.0,0.9455782312925171
24,587,0.0,0.0,0.9437819420783645
25,586,0.0,0.0,0.9419795221843004
26,585,0.0,0.0,0.9401709401709402
27,584,0.0,0.0,0.9383561643835616
28,583,0.0,0.0,0.9365351629502573
29,582,0.0,0.0,0.9347079037800687
30,581,0.0,0.0,0.9328743545611016
