THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,451,0.917960088691796,0.06208425720620843,0.05543237250554324
2,450,0.8933333333333333,0.05333333333333334,0.03333333333333333
3,449,0.8775055679287305,0.044543429844097995,0.022271714922048998
4,448,0.8638392857142857,0.03571428571428571,0.015625
5,447,0.8501118568232662,0.03131991051454139,0.008948545861297539
6,446,0.8363228699551569,0.026905829596412557,0.002242152466367713
7,445,0.8269662921348314,0.02247191011235955,0.0
8,444,0.8175675675675675,0.02027027027027027,0.0
9,443,0.8103837471783296,0.01805869074492099,0.0
10,442,0.8031674208144797,0.01583710407239819,0.0
11,441,0.7959183673469388,0.013605442176870748,0.0
12,440,0.7863636363636364,0.011363636363636364,0.0
13,439,0.7767653758542141,0.009111617312072893,0.0
14,438,0.7671232876712328,0.0045662100456621,0.0
15,437,0.7528604118993135,0.0,0.0
16,436,0.7385321100917431,0.0,0.0
17,435,0.7241379310344828,0.0,0.0
18,434,0.7073732718894009,0.0,0.0
19,433,0.6905311778290993,0.0,0.0
20,432,0.6736111111111112,0.0,0.0
21,431,0.6589327146171694,0.0,0.0
22,430,0.6441860465116279,0.0,0.0
23,429,0.6317016317016317,0.0,0.0
24,428,0.6191588785046729,0.0,0.0
25,427,0.6065573770491803,0.0,0.0
26,426,0.5938967136150235,0.0,0.0
27,425,0.5811764705882353,0.0,0.0
28,424,0.5683962264150944,0.0,0.0
29,423,0.5555555555555556,0.0,0.0
30,422,0.542654028436019,0.0,0.0
