Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.9118457300275482,0.6060606060606061,0.14600550964187328
2,0.7016574585635359,0.47790055248618785,0.07458563535911603
3,0.46537396121883656,0.37950138504155123,0.05817174515235457
4,0.28888888888888886,0.30277777777777776,0.041666666666666664
5,0.1977715877437326,0.24233983286908078,0.036211699164345405
6,0.13687150837988826,0.19553072625698323,0.0335195530726257
7,0.08683473389355742,0.16246498599439776,0.03081232492997199
8,0.0702247191011236,0.13202247191011235,0.028089887640449437
9,0.059154929577464786,0.10985915492957747,0.02535211267605634
10,0.05084745762711865,0.09322033898305085,0.022598870056497175
11,0.039660056657223795,0.0821529745042493,0.019830028328611898
12,0.03409090909090909,0.07102272727272728,0.017045454545454544
13,0.03133903133903134,0.05982905982905983,0.014245014245014245
14,0.022857142857142857,0.04857142857142857,0.011428571428571429
15,0.017191977077363897,0.03724928366762178,0.008595988538681949
16,0.014367816091954023,0.02586206896551724,0.005747126436781609
17,0.011527377521613832,0.01729106628242075,0.002881844380403458
18,0.005780346820809248,0.011560693641618497,0.0
19,0.002898550724637681,0.008695652173913044,0.0
20,0.0,0.005813953488372093,0.0
21,0.0,0.0029154518950437317,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
