Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.009900990099009901,0.824,0.8679867986798679,0.0,0.0033003300330033004
2,0.0,0.0,0.792,0.8609271523178808,0.0,0.0
3,0.0,0.0,0.768,0.8538205980066446,0.0,0.0
4,0.0,0.0,0.744,0.85,0.0,0.0
5,0.0,0.0,0.728,0.8461538461538461,0.0,0.0
6,0.0,0.0,0.712,0.8422818791946308,0.0,0.0
7,0.0,0.0,0.696,0.8383838383838383,0.0,0.0
8,0.0,0.0,0.68,0.8344594594594594,0.0,0.0
9,0.0,0.0,0.664,0.8305084745762712,0.0,0.0
10,0.0,0.0,0.648,0.826530612244898,0.0,0.0
11,0.0,0.0,0.632,0.8225255972696246,0.0,0.0
12,0.0,0.0,0.616,0.8184931506849316,0.0,0.0
13,0.0,0.0,0.6,0.8144329896907216,0.0,0.0
14,0.0,0.0,0.584,0.8103448275862069,0.0,0.0
15,0.0,0.0,0.568,0.8062283737024222,0.0,0.0
16,0.0,0.0,0.552,0.8020833333333334,0.0,0.0
17,0.0,0.0,0.536,0.7979094076655052,0.0,0.0
18,0.0,0.0,0.52,0.7937062937062938,0.0,0.0
19,0.0,0.0,0.504,0.7894736842105263,0.0,0.0
20,0.0,0.0,0.488,0.7852112676056338,0.0,0.0
21,0.0,0.0,0.472,0.7809187279151943,0.0,0.0
22,0.0,0.0,0.456,0.776595744680851,0.0,0.0
23,0.0,0.0,0.44,0.7722419928825622,0.0,0.0
24,0.0,0.0,0.424,0.7678571428571429,0.0,0.0
25,0.0,0.0,0.408,0.7634408602150538,0.0,0.0
26,0.0,0.0,0.392,0.7589928057553957,0.0,0.0
27,0.0,0.0,0.376,0.7545126353790613,0.0,0.0
28,0.0,0.0,0.36,0.75,0.0,0.0
29,0.0,0.0,0.344,0.7454545454545455,0.0,0.0
30,0.0,0.0,0.328,0.7408759124087592,0.0,0.0
