Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.2037037037037037,0.8431372549019608,1.0,0.9803921568627451,0.2777777777777778,0.22549019607843138
2,0.12962962962962962,0.5544554455445545,0.9814814814814815,0.9702970297029703,0.2037037037037037,0.19801980198019803
3,0.1111111111111111,0.37,0.9629629629629629,0.96,0.14814814814814814,0.17
4,0.07407407407407407,0.2727272727272727,0.9444444444444444,0.9494949494949495,0.1111111111111111,0.13131313131313133
5,0.018518518518518517,0.19387755102040816,0.9259259259259259,0.9387755102040817,0.07407407407407407,0.11224489795918367
6,0.018518518518518517,0.14432989690721648,0.9074074074074074,0.9278350515463918,0.037037037037037035,0.09278350515463918
7,0.0,0.11458333333333333,0.8888888888888888,0.9166666666666666,0.018518518518518517,0.07291666666666667
8,0.0,0.08421052631578947,0.8703703703703703,0.9052631578947369,0.0,0.06315789473684211
9,0.0,0.07446808510638298,0.8518518518518519,0.8936170212765957,0.0,0.05319148936170213
10,0.0,0.06451612903225806,0.8333333333333334,0.8817204301075269,0.0,0.043010752688172046
11,0.0,0.05434782608695652,0.8148148148148148,0.8695652173913043,0.0,0.03260869565217391
12,0.0,0.04395604395604396,0.7962962962962963,0.8571428571428571,0.0,0.02197802197802198
13,0.0,0.022222222222222223,0.7777777777777778,0.8444444444444444,0.0,0.011111111111111112
14,0.0,0.02247191011235955,0.7592592592592593,0.8314606741573034,0.0,0.0
15,0.0,0.011363636363636364,0.7407407407407407,0.8181818181818182,0.0,0.0
16,0.0,0.011494252873563218,0.7222222222222222,0.8045977011494253,0.0,0.0
17,0.0,0.0,0.7037037037037037,0.7906976744186046,0.0,0.0
18,0.0,0.0,0.6851851851851852,0.7764705882352941,0.0,0.0
19,0.0,0.0,0.6666666666666666,0.7619047619047619,0.0,0.0
20,0.0,0.0,0.6481481481481481,0.7469879518072289,0.0,0.0
21,0.0,0.0,0.6296296296296297,0.7317073170731707,0.0,0.0
22,0.0,0.0,0.6111111111111112,0.7160493827160493,0.0,0.0
23,0.0,0.0,0.5925925925925926,0.7,0.0,0.0
24,0.0,0.0,0.5740740740740741,0.6835443037974683,0.0,0.0
25,0.0,0.0,0.5555555555555556,0.6666666666666666,0.0,0.0
26,0.0,0.0,0.5370370370370371,0.6493506493506493,0.0,0.0
27,0.0,0.0,0.5185185185185185,0.631578947368421,0.0,0.0
28,0.0,0.0,0.5,0.6133333333333333,0.0,0.0
29,0.0,0.0,0.48148148148148145,0.5945945945945946,0.0,0.0
30,0.0,0.0,0.46296296296296297,0.5753424657534246,0.0,0.0
