Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.08,0.026402640264026403,0.864,0.8844884488448845,0.0,0.0297029702970297
2,0.04,0.009933774834437087,0.832,0.8675496688741722,0.0,0.023178807947019868
3,0.016,0.006644518272425249,0.8,0.8604651162790697,0.0,0.016611295681063124
4,0.008,0.006666666666666667,0.768,0.8533333333333334,0.0,0.01
5,0.008,0.0033444816053511705,0.744,0.8494983277591973,0.0,0.0033444816053511705
6,0.0,0.0,0.72,0.8456375838926175,0.0,0.0
7,0.0,0.0,0.696,0.8417508417508418,0.0,0.0
8,0.0,0.0,0.68,0.8378378378378378,0.0,0.0
9,0.0,0.0,0.664,0.8338983050847457,0.0,0.0
10,0.0,0.0,0.648,0.8299319727891157,0.0,0.0
11,0.0,0.0,0.632,0.825938566552901,0.0,0.0
12,0.0,0.0,0.616,0.821917808219178,0.0,0.0
13,0.0,0.0,0.6,0.8178694158075601,0.0,0.0
14,0.0,0.0,0.584,0.8137931034482758,0.0,0.0
15,0.0,0.0,0.568,0.8096885813148789,0.0,0.0
16,0.0,0.0,0.552,0.8055555555555556,0.0,0.0
17,0.0,0.0,0.536,0.8013937282229965,0.0,0.0
18,0.0,0.0,0.52,0.7972027972027972,0.0,0.0
19,0.0,0.0,0.504,0.7929824561403509,0.0,0.0
20,0.0,0.0,0.488,0.7887323943661971,0.0,0.0
21,0.0,0.0,0.472,0.784452296819788,0.0,0.0
22,0.0,0.0,0.456,0.7801418439716312,0.0,0.0
23,0.0,0.0,0.44,0.7758007117437722,0.0,0.0
24,0.0,0.0,0.424,0.7714285714285715,0.0,0.0
25,0.0,0.0,0.408,0.7670250896057348,0.0,0.0
26,0.0,0.0,0.392,0.762589928057554,0.0,0.0
27,0.0,0.0,0.376,0.7581227436823105,0.0,0.0
28,0.0,0.0,0.36,0.7536231884057971,0.0,0.0
29,0.0,0.0,0.344,0.7490909090909091,0.0,0.0
30,0.0,0.0,0.328,0.7445255474452555,0.0,0.0
