Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.0,0.24630541871921183,0.0,0.0
2,0.0,0.0,0.0,0.2376237623762376,0.0,0.0
3,0.0,0.0,0.0,0.22885572139303484,0.0,0.0
4,0.0,0.0,0.0,0.22,0.0,0.0
5,0.0,0.0,0.0,0.21105527638190955,0.0,0.0
6,0.0,0.0,0.0,0.20202020202020202,0.0,0.0
7,0.0,0.0,0.0,0.19289340101522842,0.0,0.0
8,0.0,0.0,0.0,0.1836734693877551,0.0,0.0
9,0.0,0.0,0.0,0.17435897435897435,0.0,0.0
10,0.0,0.0,0.0,0.16494845360824742,0.0,0.0
11,0.0,0.0,0.0,0.15544041450777202,0.0,0.0
12,0.0,0.0,0.0,0.14583333333333334,0.0,0.0
13,0.0,0.0,0.0,0.13612565445026178,0.0,0.0
14,0.0,0.0,0.0,0.12631578947368421,0.0,0.0
15,0.0,0.0,0.0,0.1164021164021164,0.0,0.0
16,0.0,0.0,0.0,0.10638297872340426,0.0,0.0
17,0.0,0.0,0.0,0.0962566844919786,0.0,0.0
18,0.0,0.0,0.0,0.08602150537634409,0.0,0.0
19,0.0,0.0,0.0,0.07567567567567568,0.0,0.0
20,0.0,0.0,0.0,0.06521739130434782,0.0,0.0
21,0.0,0.0,0.0,0.0546448087431694,0.0,0.0
22,0.0,0.0,0.0,0.04395604395604396,0.0,0.0
23,0.0,0.0,0.0,0.03314917127071823,0.0,0.0
24,0.0,0.0,0.0,0.022222222222222223,0.0,0.0
25,0.0,0.0,0.0,0.0111731843575419,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
