Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.0,0.7227722772277227,0.0,0.0
2,0.0,0.0,0.0,0.7185430463576159,0.0,0.0
3,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
4,0.0,0.0,0.0,0.71,0.0,0.0
5,0.0,0.0,0.0,0.705685618729097,0.0,0.0
6,0.0,0.0,0.0,0.7013422818791947,0.0,0.0
7,0.0,0.0,0.0,0.696969696969697,0.0,0.0
8,0.0,0.0,0.0,0.6925675675675675,0.0,0.0
9,0.0,0.0,0.0,0.688135593220339,0.0,0.0
10,0.0,0.0,0.0,0.6836734693877551,0.0,0.0
11,0.0,0.0,0.0,0.6791808873720137,0.0,0.0
12,0.0,0.0,0.0,0.6746575342465754,0.0,0.0
13,0.0,0.0,0.0,0.6701030927835051,0.0,0.0
14,0.0,0.0,0.0,0.6655172413793103,0.0,0.0
15,0.0,0.0,0.0,0.6608996539792388,0.0,0.0
16,0.0,0.0,0.0,0.65625,0.0,0.0
17,0.0,0.0,0.0,0.6515679442508711,0.0,0.0
18,0.0,0.0,0.0,0.6468531468531469,0.0,0.0
19,0.0,0.0,0.0,0.6421052631578947,0.0,0.0
20,0.0,0.0,0.0,0.6373239436619719,0.0,0.0
21,0.0,0.0,0.0,0.6325088339222615,0.0,0.0
22,0.0,0.0,0.0,0.6276595744680851,0.0,0.0
23,0.0,0.0,0.0,0.6227758007117438,0.0,0.0
24,0.0,0.0,0.0,0.6178571428571429,0.0,0.0
25,0.0,0.0,0.0,0.6129032258064516,0.0,0.0
26,0.0,0.0,0.0,0.6079136690647482,0.0,0.0
27,0.0,0.0,0.0,0.6028880866425993,0.0,0.0
28,0.0,0.0,0.0,0.5978260869565217,0.0,0.0
29,0.0,0.0,0.0,0.5927272727272728,0.0,0.0
30,0.0,0.0,0.0,0.5875912408759124,0.0,0.0
