THR,Frames,Tri-Axis FPR,Net FPR,GC FPR
1,303,0.9735973597359736,0.7062706270627063,0.2871287128712871
2,302,0.9172185430463576,0.16887417218543047,0.18543046357615894
3,301,0.7940199335548173,0.09302325581395349,0.12956810631229235
4,300,0.6333333333333333,0.043333333333333335,0.09666666666666666
5,299,0.5083612040133779,0.030100334448160536,0.07357859531772576
6,298,0.42953020134228187,0.02348993288590604,0.053691275167785234
7,297,0.37373737373737376,0.020202020202020204,0.04040404040404041
8,296,0.30067567567567566,0.016891891891891893,0.02702702702702703
9,295,0.26440677966101694,0.01694915254237288,0.023728813559322035
10,294,0.23129251700680273,0.017006802721088437,0.02040816326530612
11,293,0.18771331058020477,0.013651877133105802,0.017064846416382253
12,292,0.1541095890410959,0.010273972602739725,0.0136986301369863
13,291,0.13058419243986255,0.010309278350515464,0.010309278350515464
14,290,0.11724137931034483,0.006896551724137931,0.006896551724137931
15,289,0.09342560553633218,0.0034602076124567475,0.0034602076124567475
16,288,0.07291666666666667,0.003472222222222222,0.0
17,287,0.0627177700348432,0.003484320557491289,0.0
18,286,0.055944055944055944,0.0034965034965034965,0.0
19,285,0.03859649122807018,0.0,0.0
20,284,0.03169014084507042,0.0,0.0
21,283,0.028268551236749116,0.0,0.0
22,282,0.028368794326241134,0.0,0.0
23,281,0.017793594306049824,0.0,0.0
24,280,0.014285714285714285,0.0,0.0
25,279,0.014336917562724014,0.0,0.0
26,278,0.01079136690647482,0.0,0.0
27,277,0.007220216606498195,0.0,0.0
28,276,0.0036231884057971015,0.0,0.0
29,275,0.0,0.0,0.0
30,274,0.0,0.0,0.0
