Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.859504132231405,0.0
2,0.8425414364640884,0.0
3,0.8282548476454293,0.0
4,0.8138888888888889,0.0
5,0.8022284122562674,0.0
6,0.7932960893854749,0.0
7,0.7843137254901961,0.0
8,0.7752808988764045,0.0
9,0.7633802816901408,0.0
10,0.7542372881355932,0.0
11,0.7478753541076487,0.0
12,0.7414772727272727,0.0
13,0.7350427350427351,0.0
14,0.7285714285714285,0.0
15,0.7220630372492837,0.0
16,0.7155172413793104,0.0
17,0.7089337175792507,0.0
18,0.7052023121387283,0.0
19,0.6985507246376812,0.0
20,0.6918604651162791,0.0
21,0.685131195335277,0.0
22,0.6783625730994152,0.0
23,0.6715542521994134,0.0
24,0.6647058823529411,0.0
25,0.6578171091445427,0.0
26,0.650887573964497,0.0
27,0.6439169139465876,0.0
28,0.6369047619047619,0.0
29,0.6298507462686567,0.0
30,0.6227544910179641,0.0
