Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.052316890881913304,0.38565022421524664,0.4872944693572496
2,0.02844311377245509,0.2619760479041916,0.468562874251497
3,0.022488755622188907,0.21739130434782608,0.4587706146926537
4,0.021021021021021023,0.1981981981981982,0.44894894894894893
5,0.016541353383458645,0.18345864661654135,0.43909774436090226
6,0.015060240963855422,0.1746987951807229,0.4292168674698795
7,0.010558069381598794,0.16591251885369532,0.4193061840120664
8,0.0075528700906344415,0.15861027190332327,0.4093655589123867
9,0.0045385779122541605,0.15279878971255673,0.4009077155824508
10,0.0030303030303030303,0.14696969696969697,0.3924242424242424
11,0.0015174506828528073,0.1411229135053111,0.38391502276176026
12,0.0,0.1337386018237082,0.37537993920972645
13,0.0,0.1263318112633181,0.3668188736681887
14,0.0,0.11890243902439024,0.35823170731707316
15,0.0,0.11145038167938931,0.34961832061068704
16,0.0,0.10397553516819572,0.3409785932721712
17,0.0,0.09647779479326186,0.332312404287902
18,0.0,0.08895705521472393,0.3236196319018405
19,0.0,0.08141321044546851,0.31490015360983103
20,0.0,0.07384615384615385,0.30615384615384617
21,0.0,0.06779661016949153,0.29738058551617874
22,0.0,0.06327160493827161,0.28858024691358025
23,0.0,0.05873261205564142,0.2797527047913447
24,0.0,0.05417956656346749,0.2708978328173375
25,0.0,0.04961240310077519,0.262015503875969
26,0.0,0.04503105590062112,0.2531055900621118
27,0.0,0.04043545878693624,0.24416796267496113
28,0.0,0.03582554517133956,0.235202492211838
29,0.0,0.031201248049921998,0.22620904836193448
30,0.0,0.0265625,0.2171875
