Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0,0.11509715994020926,0.33482810164424515
2,0.0,0.08982035928143713,0.3083832335329341
3,0.0,0.0704647676161919,0.28785607196401797
4,0.0,0.05855855855855856,0.26876876876876876
5,0.0,0.0481203007518797,0.2511278195488722
6,0.0,0.0391566265060241,0.23493975903614459
7,0.0,0.03167420814479638,0.2187028657616893
8,0.0,0.0256797583081571,0.20241691842900303
9,0.0,0.02118003025718608,0.18608169440242056
10,0.0,0.01818181818181818,0.1696969696969697
11,0.0,0.015174506828528073,0.15629742033383914
12,0.0,0.0121580547112462,0.14285714285714285
13,0.0,0.0091324200913242,0.1293759512937595
14,0.0,0.006097560975609756,0.11585365853658537
15,0.0,0.0030534351145038168,0.10229007633587786
16,0.0,0.0,0.09480122324159021
17,0.0,0.0,0.0888208269525268
18,0.0,0.0,0.0843558282208589
19,0.0,0.0,0.07987711213517665
20,0.0,0.0,0.07538461538461538
21,0.0,0.0,0.07087827426810478
22,0.0,0.0,0.06635802469135803
23,0.0,0.0,0.061823802163833076
24,0.0,0.0,0.05727554179566564
25,0.0,0.0,0.05271317829457364
26,0.0,0.0,0.04813664596273292
27,0.0,0.0,0.04354587869362364
28,0.0,0.0,0.03894080996884735
29,0.0,0.0,0.0343213728549142
30,0.0,0.0,0.0296875
