Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.26721763085399447,0.03305785123966942
2,0.0,0.2292817679558011,0.0027624309392265192
3,0.0,0.19390581717451524,0.0
4,0.0,0.1638888888888889,0.0
5,0.0,0.14206128133704735,0.0
6,0.0,0.12290502793296089,0.0
7,0.0,0.10644257703081232,0.0
8,0.0,0.0898876404494382,0.0
9,0.0,0.07323943661971831,0.0
10,0.0,0.062146892655367235,0.0
11,0.0,0.05099150141643059,0.0
12,0.0,0.04261363636363636,0.0
13,0.0,0.03418803418803419,0.0
14,0.0,0.02857142857142857,0.0
15,0.0,0.022922636103151862,0.0
16,0.0,0.017241379310344827,0.0
17,0.0,0.011527377521613832,0.0
18,0.0,0.008670520231213872,0.0
19,0.0,0.005797101449275362,0.0
20,0.0,0.0029069767441860465,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
