Threshold,GPSOF(FPR),GPSMAG(FPR)
1,0.3746556473829201,0.0
2,0.3259668508287293,0.0
3,0.2880886426592798,0.0
4,0.25833333333333336,0.0
5,0.23676880222841226,0.0
6,0.21787709497206703,0.0
7,0.19887955182072828,0.0
8,0.1853932584269663,0.0
9,0.17183098591549295,0.0
10,0.16101694915254236,0.0
11,0.1529745042492918,0.0
12,0.14488636363636365,0.0
13,0.13675213675213677,0.0
14,0.12857142857142856,0.0
15,0.12034383954154727,0.0
16,0.11206896551724138,0.0
17,0.10662824207492795,0.0
18,0.10115606936416185,0.0
19,0.09565217391304348,0.0
20,0.09011627906976744,0.0
21,0.08454810495626822,0.0
22,0.07894736842105263,0.0
23,0.07331378299120235,0.0
24,0.06764705882352941,0.0
25,0.061946902654867256,0.0
26,0.05325443786982249,0.0
27,0.04451038575667656,0.0
28,0.03869047619047619,0.0
29,0.03283582089552239,0.0
30,0.02694610778443114,0.0
