Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.667574931880109,0.5831062670299727,0.2098092643051771
2,0.43169398907103823,0.4890710382513661,0.06284153005464481
3,0.2684931506849315,0.4136986301369863,0.021917808219178082
4,0.15384615384615385,0.3516483516483517,0.005494505494505495
5,0.1046831955922865,0.29201101928374656,0.0
6,0.058011049723756904,0.2430939226519337,0.0
7,0.0443213296398892,0.20221606648199447,0.0
8,0.03611111111111111,0.17222222222222222,0.0
9,0.03064066852367688,0.14763231197771587,0.0
10,0.0223463687150838,0.12569832402234637,0.0
11,0.0196078431372549,0.11204481792717087,0.0
12,0.016853932584269662,0.10112359550561797,0.0
13,0.016901408450704224,0.09295774647887324,0.0
14,0.011299435028248588,0.0847457627118644,0.0
15,0.0084985835694051,0.0764872521246459,0.0
16,0.008522727272727272,0.06818181818181818,0.0
17,0.002849002849002849,0.06267806267806268,0.0
18,0.002857142857142857,0.05714285714285714,0.0
19,0.0028653295128939827,0.05157593123209169,0.0
20,0.0028735632183908046,0.04597701149425287,0.0
21,0.0,0.040345821325648415,0.0
22,0.0,0.03468208092485549,0.0
23,0.0,0.028985507246376812,0.0
24,0.0,0.023255813953488372,0.0
25,0.0,0.01749271137026239,0.0
26,0.0,0.014619883040935672,0.0
27,0.0,0.011730205278592375,0.0
28,0.0,0.008823529411764706,0.0
29,0.0,0.0058997050147492625,0.0
30,0.0,0.0029585798816568047,0.0
