Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.3079019073569482,0.2779291553133515,0.02997275204359673
2,0.0273224043715847,0.18579234972677597,0.00273224043715847
3,0.0136986301369863,0.1232876712328767,0.0
4,0.008241758241758242,0.08791208791208792,0.0
5,0.005509641873278237,0.06611570247933884,0.0
6,0.0027624309392265192,0.04696132596685083,0.0
7,0.0,0.038781163434903045,0.0
8,0.0,0.030555555555555555,0.0
9,0.0,0.022284122562674095,0.0
10,0.0,0.01675977653631285,0.0
11,0.0,0.011204481792717087,0.0
12,0.0,0.0056179775280898875,0.0
13,0.0,0.0028169014084507044,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
