Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.0027548209366391185,0.3333333333333333,0.03305785123966942
2,0.0,0.30386740331491713,0.0027624309392265192
3,0.0,0.2770083102493075,0.0
4,0.0,0.25277777777777777,0.0
5,0.0,0.22841225626740946,0.0
6,0.0,0.20949720670391062,0.0
7,0.0,0.19047619047619047,0.0
8,0.0,0.17134831460674158,0.0
9,0.0,0.15211267605633802,0.0
10,0.0,0.1327683615819209,0.0
11,0.0,0.11331444759206799,0.0
12,0.0,0.09375,0.0
13,0.0,0.07692307692307693,0.0
14,0.0,0.06,0.0
15,0.0,0.045845272206303724,0.0
16,0.0,0.034482758620689655,0.0
17,0.0,0.025936599423631124,0.0
18,0.0,0.02023121387283237,0.0
19,0.0,0.014492753623188406,0.0
20,0.0,0.00872093023255814,0.0
21,0.0,0.0058309037900874635,0.0
22,0.0,0.0029239766081871343,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
