Threshold,ACCOF(FPR),GPSOF(FPR),ACCGPS(FPR)
1,0.013774104683195593,0.6060606060606061,0.29201101928374656
2,0.008287292817679558,0.5441988950276243,0.15469613259668508
3,0.002770083102493075,0.49584487534626037,0.09141274238227147
4,0.002777777777777778,0.4638888888888889,0.06388888888888888
5,0.002785515320334262,0.43454038997214484,0.04456824512534819
6,0.0,0.40502793296089384,0.036312849162011177
7,0.0,0.37815126050420167,0.03081232492997199
8,0.0,0.3539325842696629,0.025280898876404494
9,0.0,0.3352112676056338,0.01971830985915493
10,0.0,0.3192090395480226,0.014124293785310734
11,0.0,0.3031161473087819,0.0113314447592068
12,0.0,0.2869318181818182,0.008522727272727272
13,0.0,0.2706552706552707,0.005698005698005698
14,0.0,0.2542857142857143,0.002857142857142857
15,0.0,0.23782234957020057,0.0
16,0.0,0.22701149425287356,0.0
17,0.0,0.21613832853025935,0.0
18,0.0,0.20520231213872833,0.0
19,0.0,0.19420289855072465,0.0
20,0.0,0.18313953488372092,0.0
21,0.0,0.17201166180758018,0.0
22,0.0,0.16374269005847952,0.0
23,0.0,0.15542521994134897,0.0
24,0.0,0.14705882352941177,0.0
25,0.0,0.13864306784660768,0.0
26,0.0,0.1301775147928994,0.0
27,0.0,0.12166172106824925,0.0
28,0.0,0.1130952380952381,0.0
29,0.0,0.1044776119402985,0.0
30,0.0,0.09580838323353294,0.0
