Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,0.0,0.010526315789473684,1.0,0.021052631578947368,0.0
2,0.0,0.0,0.0,1.0,0.0,0.0
3,0.0,0.0,0.0,0.9966555183946488,0.0,0.0
4,0.0,0.0,0.0,0.9932885906040269,0.0,0.0
5,0.0,0.0,0.0,0.98989898989899,0.0,0.0
6,0.0,0.0,0.0,0.9864864864864865,0.0,0.0
7,0.0,0.0,0.0,0.9830508474576272,0.0,0.0
8,0.0,0.0,0.0,0.9795918367346939,0.0,0.0
9,0.0,0.0,0.0,0.9761092150170648,0.0,0.0
10,0.0,0.0,0.0,0.9726027397260274,0.0,0.0
11,0.0,0.0,0.0,0.9690721649484536,0.0,0.0
12,0.0,0.0,0.0,0.9655172413793104,0.0,0.0
13,0.0,0.0,0.0,0.9619377162629758,0.0,0.0
14,0.0,0.0,0.0,0.9583333333333334,0.0,0.0
15,0.0,0.0,0.0,0.9547038327526133,0.0,0.0
16,0.0,0.0,0.0,0.951048951048951,0.0,0.0
17,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
18,0.0,0.0,0.0,0.9436619718309859,0.0,0.0
19,0.0,0.0,0.0,0.9399293286219081,0.0,0.0
20,0.0,0.0,0.0,0.9361702127659575,0.0,0.0
21,0.0,0.0,0.0,0.9323843416370107,0.0,0.0
22,0.0,0.0,0.0,0.9285714285714286,0.0,0.0
23,0.0,0.0,0.0,0.9247311827956989,0.0,0.0
24,0.0,0.0,0.0,0.920863309352518,0.0,0.0
25,0.0,0.0,0.0,0.9169675090252708,0.0,0.0
26,0.0,0.0,0.0,0.9130434782608695,0.0,0.0
27,0.0,0.0,0.0,0.9090909090909091,0.0,0.0
28,0.0,0.0,0.0,0.9051094890510949,0.0,0.0
29,0.0,0.0,0.0,0.9010989010989011,0.0,0.0
30,0.0,0.0,0.0,0.8970588235294118,0.0,0.0
