Threshold,ACCOF(FPR),ACCOF(TPR),GPSOF(FPR),GPSOF(TPR),ACCGPS(FPR),ACCGPS(TPR)
1,0.0,-1.0,0.45652173913043476,-1.0,0.4782608695652174,-1.0
2,0.0,-0.0,0.2826086956521739,-0.0,0.42391304347826086,-0.0
3,0.0,0.0,0.18478260869565216,-0.0,0.41304347826086957,-0.0
4,0.0,0.0,0.13043478260869565,-0.0,0.40217391304347827,-0.0
5,0.0,0.0,0.09782608695652174,-0.0,0.391304347826087,-0.0
6,0.0,0.0,0.06521739130434782,-0.0,0.3695652173913043,-0.0
7,0.0,0.0,0.043478260869565216,-0.0,0.34782608695652173,-0.0
8,0.0,0.0,0.021739130434782608,-0.0,0.32608695652173914,-0.0
9,0.0,0.0,0.010869565217391304,-0.0,0.30434782608695654,-0.0
10,0.0,0.0,0.0,-0.0,0.2826086956521739,-0.0
11,0.0,0.0,0.0,0.0,0.2608695652173913,-0.0
12,0.0,0.0,0.0,0.0,0.2391304347826087,-0.0
13,0.0,0.0,0.0,0.0,0.21739130434782608,-0.0
14,0.0,0.0,0.0,0.0,0.1956521739130435,-0.0
15,0.0,0.0,0.0,0.0,0.17391304347826086,-0.0
16,0.0,0.0,0.0,0.0,0.15217391304347827,-0.0
17,0.0,0.0,0.0,0.0,0.13043478260869565,-0.0
18,0.0,0.0,0.0,0.0,0.10869565217391304,-0.0
19,0.0,0.0,0.0,0.0,0.08695652173913043,-0.0
20,0.0,0.0,0.0,0.0,0.06521739130434782,-0.0
21,0.0,0.0,0.0,0.0,0.043478260869565216,-0.0
22,0.0,0.0,0.0,0.0,0.021739130434782608,-0.0
23,0.0,0.0,0.0,0.0,0.0,-0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
