Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.3684210526315789,1.0,0.22105263157894736,1.0
2,0.23157894736842105,0.9966666666666667,0.21052631578947367,0.9966666666666667
3,0.14736842105263157,0.9933110367892977,0.2,0.9933110367892977
4,0.09473684210526316,0.9899328859060402,0.18947368421052632,0.9899328859060402
5,0.05263157894736842,0.9865319865319865,0.17894736842105263,0.9865319865319865
6,0.021052631578947368,0.9831081081081081,0.16842105263157894,0.9831081081081081
7,0.010526315789473684,0.9796610169491525,0.15789473684210525,0.9796610169491525
8,0.0,0.9761904761904762,0.14736842105263157,0.9761904761904762
9,0.0,0.9726962457337884,0.1368421052631579,0.9726962457337884
10,0.0,0.9691780821917808,0.12631578947368421,0.9691780821917808
11,0.0,0.9656357388316151,0.11578947368421053,0.9656357388316151
12,0.0,0.9620689655172414,0.10526315789473684,0.9620689655172414
13,0.0,0.9584775086505191,0.09473684210526316,0.9584775086505191
14,0.0,0.9548611111111112,0.08421052631578947,0.9548611111111112
15,0.0,0.9512195121951219,0.07368421052631578,0.9512195121951219
16,0.0,0.9475524475524476,0.06315789473684211,0.9475524475524476
17,0.0,0.9438596491228071,0.05263157894736842,0.9438596491228071
18,0.0,0.9401408450704225,0.042105263157894736,0.9401408450704225
19,0.0,0.9363957597173145,0.031578947368421054,0.9363957597173145
20,0.0,0.9326241134751773,0.021052631578947368,0.9326241134751773
21,0.0,0.9288256227758007,0.010526315789473684,0.9288256227758007
22,0.0,0.925,0.0,0.925
23,0.0,0.921146953405018,0.0,0.921146953405018
24,0.0,0.9172661870503597,0.0,0.9172661870503597
25,0.0,0.9133574007220217,0.0,0.9133574007220217
26,0.0,0.9094202898550725,0.0,0.9094202898550725
27,0.0,0.9054545454545454,0.0,0.9054545454545454
28,0.0,0.9014598540145985,0.0,0.9014598540145985
29,0.0,0.8974358974358975,0.0,0.8974358974358975
30,0.0,0.8933823529411765,0.0,0.8933823529411765
