Threshold,GPSOF(FPR),GPSOF(TPR),GPSMAG(FPR),GPSMAG(TPR)
1,0.37894736842105264,1.0,0.23157894736842105,1.0
2,0.23157894736842105,1.0,0.21052631578947367,1.0
3,0.14736842105263157,0.9966555183946488,0.2,0.9966555183946488
4,0.09473684210526316,0.9932885906040269,0.18947368421052632,0.9932885906040269
5,0.05263157894736842,0.98989898989899,0.17894736842105263,0.98989898989899
6,0.021052631578947368,0.9864864864864865,0.16842105263157894,0.9864864864864865
7,0.010526315789473684,0.9830508474576272,0.15789473684210525,0.9830508474576272
8,0.0,0.9795918367346939,0.14736842105263157,0.9795918367346939
9,0.0,0.9761092150170648,0.1368421052631579,0.9761092150170648
10,0.0,0.9726027397260274,0.12631578947368421,0.9726027397260274
11,0.0,0.9690721649484536,0.11578947368421053,0.9690721649484536
12,0.0,0.9655172413793104,0.10526315789473684,0.9655172413793104
13,0.0,0.9619377162629758,0.09473684210526316,0.9619377162629758
14,0.0,0.9583333333333334,0.08421052631578947,0.9583333333333334
15,0.0,0.9547038327526133,0.07368421052631578,0.9547038327526133
16,0.0,0.951048951048951,0.06315789473684211,0.951048951048951
17,0.0,0.9473684210526315,0.05263157894736842,0.9473684210526315
18,0.0,0.9436619718309859,0.042105263157894736,0.9436619718309859
19,0.0,0.9399293286219081,0.031578947368421054,0.9399293286219081
20,0.0,0.9361702127659575,0.021052631578947368,0.9361702127659575
21,0.0,0.9323843416370107,0.010526315789473684,0.9323843416370107
22,0.0,0.9285714285714286,0.0,0.9285714285714286
23,0.0,0.9247311827956989,0.0,0.9247311827956989
24,0.0,0.920863309352518,0.0,0.920863309352518
25,0.0,0.9169675090252708,0.0,0.9169675090252708
26,0.0,0.9130434782608695,0.0,0.9130434782608695
27,0.0,0.9090909090909091,0.0,0.9090909090909091
28,0.0,0.9051094890510949,0.0,0.9051094890510949
29,0.0,0.9010989010989011,0.0,0.9010989010989011
30,0.0,0.8970588235294118,0.0,0.8970588235294118
