Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.14205607476635515,0.0
2,0.0,0.09176029962546817,0.0
3,0.0,0.0825515947467167,0.0
4,0.0,0.07894736842105263,0.0
5,0.0,0.07532956685499058,0.0
6,0.0,0.06981132075471698,0.0
7,0.0,0.06427221172022685,0.0
8,0.0,0.0625,0.0
9,0.0,0.06072106261859583,0.0
10,0.0,0.058935361216730035,0.0
11,0.0,0.05714285714285714,0.0
12,0.0,0.05534351145038168,0.0
13,0.0,0.05353728489483748,0.0
14,0.0,0.05172413793103448,0.0
15,0.0,0.04990403071017274,0.0
16,0.0,0.04807692307692308,0.0
17,0.0,0.046242774566473986,0.0
18,0.0,0.0444015444015444,0.0
19,0.0,0.0425531914893617,0.0
20,0.0,0.040697674418604654,0.0
21,0.0,0.038834951456310676,0.0
22,0.0,0.03501945525291829,0.0
23,0.0,0.031189083820662766,0.0
24,0.0,0.02734375,0.0
25,0.0,0.023483365949119372,0.0
26,0.0,0.0196078431372549,0.0
27,0.0,0.015717092337917484,0.0
28,0.0,0.011811023622047244,0.0
29,0.0,0.007889546351084813,0.0
