Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.06542056074766354,0.0
2,0.0,0.033707865168539325,0.0
3,0.0,0.028142589118198873,0.0
4,0.0,0.02443609022556391,0.0
5,0.0,0.02071563088512241,0.0
6,0.0,0.01509433962264151,0.0
7,0.0,0.00945179584120983,0.0
8,0.0,0.007575757575757576,0.0
9,0.0,0.0056925996204933585,0.0
10,0.0,0.0038022813688212928,0.0
11,0.0,0.0019047619047619048,0.0
12,0.0,0.0,0.0
