Threshold,ACCOF,GPSOF,ACCGPS
1,0.0,0.8710280373831776,0.2841121495327103
2,0.0,0.8520599250936329,0.27340823970037453
3,0.0,0.8348968105065666,0.2626641651031895
4,0.0,0.8176691729323309,0.2518796992481203
5,0.0,0.8022598870056498,0.24105461393596986
6,0.0,0.7886792452830189,0.23018867924528302
7,0.0,0.775047258979206,0.21928166351606806
8,0.0,0.7632575757575758,0.20833333333333334
9,0.0,0.7552182163187856,0.19734345351043645
10,0.0,0.747148288973384,0.18631178707224336
11,0.0,0.7390476190476191,0.17523809523809525
12,0.0,0.7309160305343512,0.16412213740458015
13,0.0,0.722753346080306,0.15296367112810708
14,0.0,0.7145593869731801,0.14559386973180077
15,0.0,0.7063339731285988,0.1381957773512476
16,0.0,0.6961538461538461,0.13076923076923078
17,0.0,0.6859344894026975,0.1233140655105973
18,0.0,0.6776061776061776,0.11583011583011583
19,0.0,0.6692456479690522,0.10831721470019343
20,0.0,0.6608527131782945,0.10077519379844961
21,0.0,0.6524271844660194,0.09320388349514563
22,0.0,0.6439688715953308,0.08560311284046693
23,0.0,0.6354775828460039,0.07797270955165692
24,0.0,0.626953125,0.0703125
25,0.0,0.6183953033268101,0.06262230919765166
26,0.0,0.6098039215686275,0.052941176470588235
27,0.0,0.6011787819253438,0.043222003929273084
28,0.0,0.59251968503937,0.03543307086614173
29,0.0,0.5838264299802761,0.027613412228796843
