TimeUS,gpSA,gpHA,gpVA
 41386810, 0.298, 1.252, 1.456
 41586767, 0.289, 1.251, 1.455
 41786780, 0.373, 1.251, 1.454
 41986840, 0.275, 1.25, 1.453
 42186782, 0.385, 1.249, 1.453
 42386795, 0.408, 1.249, 1.452
 42586799, 0.28, 1.248, 1.452
 42786824, 0.346, 1.248, 1.451
 42986795, 0.403, 1.247, 1.45
 43186790, 0.264, 1.246, 1.45
 43386771, 0.361, 1.245, 1.449
 43586893, 0.279, 1.245, 1.448
 43787420, 0.356, 1.244, 1.448
 43987230, 0.419, 1.243, 1.447
 44187251, 0.279, 1.243, 1.446
 44386830, 0.303, 1.242, 1.446
 44586999, 0.326, 1.241, 1.445
 44786771, 0.423, 1.241, 1.444
 44986761, 0.394, 1.24, 1.444
 45186711, 0.287, 1.24, 1.443
 45386690, 0.289, 1.24, 1.443
 45586727, 0.27, 1.239, 1.442
 45786715, 0.382, 1.239, 1.442
 45986720, 0.407, 1.238, 1.441
 46186718, 0.284, 1.238, 1.441
 46386729, 0.299, 1.238, 1.441
 46586691, 0.419, 1.238, 1.44
 46786705, 0.226, 1.237, 1.44
 46987422, 0.426, 1.237, 1.439
 47186691, 0.274, 1.237, 1.439
 47386696, 0.296, 1.236, 1.437
 47586695, 0.344, 1.235, 1.436
 47786735, 0.276, 1.235, 1.436
 47986746, 0.394, 1.235, 1.436
 48186719, 0.332, 1.235, 1.435
 48386703, 0.226, 1.234, 1.435
 48586690, 0.39, 1.234, 1.434
 48786743, 0.328, 1.233, 1.434
 48986690, 0.39, 1.233, 1.433
 49186747, 0.259, 1.232, 1.433
 49386756, 0.267, 1.232, 1.432
 49586741, 0.344, 1.231, 1.431
 49786765, 0.356, 1.23, 1.431
 49986780, 0.309, 1.229, 1.43
 50186732, 0.386, 1.229, 1.43
 50387104, 0.328, 1.229, 1.43
 50587110, 0.203, 1.229, 1.429
 50787091, 0.415, 1.229, 1.429
 50987109, 0.271, 1.229, 1.429
 51187094, 0.3, 1.229, 1.428
 51386775, 0.4, 1.229, 1.428
 51586763, 0.408, 1.229, 1.427
 51786795, 0.294, 1.229, 1.427
 51986881, 0.309, 1.229, 1.427
 52186759, 0.377, 1.229, 1.427
 52386751, 0.351, 1.229, 1.427
 52586765, 0.329, 1.23, 1.427
 52786771, 0.394, 1.23, 1.427
 52986837, 0.407, 1.23, 1.426
 53186764, 0.254, 1.231, 1.427
 53386783, 0.384, 1.231, 1.426
 53586816, 0.412, 1.232, 1.426
 53786758, 0.445, 1.233, 1.426
 54006831, 0.284, 1.234, 1.427
 54186781, 0.376, 1.234, 1.426
 54386788, 0.352, 1.235, 1.426
 54586778, 0.257, 1.235, 1.425
 54786793, 0.316, 1.236, 1.427
 54986784, 0.341, 1.237, 1.428
 55186783, 0.365, 1.239, 1.431
 55386817, 0.324, 1.24, 1.43
 55586747, 0.309, 1.24, 1.431
 55786754, 0.322, 1.241, 1.431
 55986774, 0.294, 1.241, 1.434
 56206771, 0.326, 1.242, 1.436
 56387124, 0.256, 1.243, 1.437
 56587119, 0.266, 1.243, 1.436
 56787132, 0.34, 1.246, 1.441
 56987193, 0.271, 1.249, 1.444
 57206753, 0.335, 1.253, 1.45
 57406809, 0.271, 1.257, 1.454
 57606797, 0.23, 1.257, 1.456
 57786788, 0.197, 1.252, 1.455
 57986795, 0.209, 1.249, 1.457
 58186781, 0.28, 1.25, 1.463
 58386753, 0.251, 1.251, 1.468
 58586785, 0.251, 1.252, 1.474
 58807369, 0.252, 1.254, 1.479
 58986799, 0.245, 1.255, 1.482
 59186781, 0.282, 1.258, 1.489
 59386743, 0.263, 1.261, 1.494
 59586770, 0.22, 1.262, 1.496
 59786782, 0.243, 1.263, 1.499
 59986780, 0.225, 1.26, 1.501
 60186746, 0.28, 1.26, 1.504
 60386875, 0.235, 1.258, 1.505
 60586798, 0.219, 1.258, 1.506
 60788396, 0.327, 1.258, 1.511
 60987167, 0.223, 1.26, 1.512
 61187182, 0.272, 1.261, 1.516
 61386995, 0.261, 1.263, 1.518
 61586842, 0.334, 1.265, 1.523
 61786846, 0.245, 1.267, 1.526
 61986864, 0.295, 1.268, 1.528
 62186849, 0.249, 1.27, 1.532
 62386839, 0.323, 1.273, 1.538
 62586993, 0.211, 1.273, 1.534
 62786839, 0.211, 1.268, 1.534
 62986854, 0.195, 1.263, 1.533
 63186858, 0.233, 1.262, 1.534
 63386836, 0.217, 1.262, 1.533
 63586844, 0.219, 1.261, 1.532
 63786856, 0.261, 1.258, 1.533
 63986860, 0.243, 1.256, 1.535
 64186843, 0.267, 1.254, 1.535
 64386985, 0.231, 1.253, 1.535
 64586971, 0.249, 1.253, 1.536
 64786848, 0.234, 1.253, 1.538
 64986847, 0.201, 1.251, 1.538
 65186841, 0.266, 1.249, 1.541
 65386846, 0.226, 1.246, 1.543
 65586965, 0.235, 1.244, 1.543
 65786802, 0.272, 1.246, 1.548
 65986841, 0.28, 1.249, 1.552
 66186846, 0.277, 1.253, 1.557
 66386848, 0.225, 1.255, 1.56
 66586825, 0.192, 1.254, 1.558
 66786831, 0.241, 1.253, 1.558
 66986923, 0.237, 1.252, 1.558
 67186938, 0.316, 1.254, 1.561
 67386916, 0.189, 1.251, 1.554
 67586905, 0.21, 1.244, 1.549
 67787413, 0.245, 1.243, 1.549
 67987645, 0.217, 1.242, 1.548
 68187352, 0.311, 1.245, 1.552
 68387373, 0.183, 1.246, 1.547
 68586922, 0.243, 1.245, 1.547
 68787052, 0.328, 1.249, 1.553
 68986953, 0.218, 1.248, 1.548
 69186930, 0.313, 1.247, 1.548
 69386939, 0.357, 1.248, 1.549
 69586941, 0.319, 1.25, 1.551
 69787106, 0.327, 1.25, 1.554
 69986943, 0.307, 1.25, 1.556
 70186922, 0.45, 1.252, 1.558
 70386935, 0.292, 1.253, 1.559
 70586905, 0.34, 1.253, 1.559
 70786933, 0.303, 1.253, 1.556
 70986945, 0.34, 1.253, 1.553
 71186925, 0.423, 1.254, 1.553
 71386938, 0.342, 1.254, 1.555
 71587069, 0.323, 1.25, 1.552
 71786911, 0.337, 1.248, 1.547
 71986939, 0.3, 1.245, 1.543
 72186917, 0.311, 1.246, 1.542
 72386921, 0.361, 1.246, 1.537
 72586927, 0.386, 1.246, 1.533
 72786943, 0.44, 1.247, 1.532
 72987062, 0.358, 1.248, 1.528
 73186997, 0.5420001, 1.253, 1.533
 73387065, 0.273, 1.255, 1.53
 73586918, 0.317, 1.253, 1.529
 73786920, 0.412, 1.255, 1.53
 73987068, 0.289, 1.258, 1.529
 74188416, 0.249, 1.26, 1.528
 74387361, 0.274, 1.26, 1.527
 74587365, 0.209, 1.259, 1.524
 74787412, 0.251, 1.257, 1.521
 74986943, 0.239, 1.255, 1.519
 75187076, 0.3, 1.255, 1.52
 75386943, 0.34, 1.257, 1.523
 75586959, 0.293, 1.259, 1.523
 75786940, 0.397, 1.26, 1.523
 75986951, 0.4, 1.26, 1.522
 76186925, 0.34, 1.26, 1.521
 76386928, 0.449, 1.262, 1.523
 76586919, 0.431, 1.266, 1.525
 76786943, 0.42, 1.269, 1.527
 76987074, 0.359, 1.273, 1.527
 77187480, 0.403, 1.276, 1.53
 77387385, 0.291, 1.279, 1.532
 77587316, 0.423, 1.282, 1.534
 77787354, 0.424, 1.285, 1.535
 77987431, 0.276, 1.286, 1.535
 78187612, 0.383, 1.288, 1.536
 78387427, 0.371, 1.287, 1.535
 78587379, 0.363, 1.285, 1.535
 78787075, 0.423, 1.285, 1.537
 78986941, 0.388, 1.285, 1.539
 79186921, 0.359, 1.286, 1.541
 79386945, 0.315, 1.285, 1.542
 79586944, 0.454, 1.286, 1.545
 79786911, 0.438, 1.288, 1.548
 79986962, 0.331, 1.289, 1.549
 80186941, 0.397, 1.292, 1.554
 80386951, 0.362, 1.296, 1.557
 80587050, 0.339, 1.298, 1.558
 80786921, 0.281, 1.298, 1.558
 80986926, 0.294, 1.295, 1.558
 81186909, 0.345, 1.295, 1.558
 81387066, 0.327, 1.293, 1.558
 81586919, 0.269, 1.291, 1.557
 81786914, 0.359, 1.293, 1.559
 81986940, 0.372, 1.293, 1.561
 82186946, 0.342, 1.295, 1.564
 82388745, 0.353, 1.295, 1.566
 82587375, 0.354, 1.294, 1.568
