TimeUS,gpSA,gpHA,gpVA
 67246625, 0.304, 1.029, 1.389
 67446634, 0.304, 1.029, 1.389
 67646613, 0.242, 1.029, 1.389
 67846585, 0.322, 1.028, 1.389
 68046631, 0.33, 1.028, 1.389
 68246636, 0.328, 1.028, 1.39
 68446647, 0.283, 1.028, 1.39
 68646602, 0.283, 1.027, 1.39
 68846613, 0.229, 1.027, 1.39
 69046617, 0.313, 1.026, 1.39
 69246617, 0.264, 1.026, 1.39
 69446649, 0.327, 1.025, 1.39
 69626646, 0.291, 1.025, 1.39
 69846606, 0.252, 1.024, 1.39
 70046665, 0.256, 1.024, 1.39
 70246610, 0.309, 1.023, 1.391
 70446706, 0.29, 1.023, 1.39
 70646630, 0.332, 1.023, 1.393
 70846631, 0.291, 1.024, 1.394
 71046656, 0.298, 1.024, 1.396
 71246634, 0.32, 1.025, 1.398
 71446656, 0.329, 1.029, 1.4
 71646639, 0.331, 1.031, 1.402
 71846666, 0.359, 1.033, 1.405
 72046640, 0.35, 1.036, 1.407
 72226696, 0.417, 1.04, 1.413
 72446722, 0.433, 1.045, 1.419
 72646676, 0.353, 1.05, 1.421
 72846668, 0.427, 1.053, 1.426
 73046675, 0.376, 1.058, 1.429
 73246653, 0.437, 1.062, 1.434
 73446698, 0.348, 1.065, 1.436
 73646684, 0.382, 1.067, 1.438
 73846655, 0.357, 1.069, 1.441
 74046666, 0.302, 1.07, 1.444
 74246652, 0.269, 1.071, 1.445
 74446713, 0.298, 1.074, 1.449
 74646737, 0.272, 1.076, 1.451
 74826732, 0.256, 1.077, 1.453
 75046805, 0.215, 1.077, 1.454
 75246795, 0.246, 1.077, 1.455
 75446998, 0.242, 1.078, 1.456
 75646777, 0.269, 1.08, 1.458
 75846756, 0.347, 1.084, 1.463
 76046794, 0.312, 1.087, 1.467
 76246833, 0.323, 1.087, 1.47
 76446804, 0.357, 1.089, 1.472
 76646795, 0.274, 1.09, 1.472
 76846790, 0.235, 1.091, 1.472
 77046806, 0.226, 1.092, 1.473
 77246990, 0.228, 1.092, 1.473
 77426994, 0.212, 1.092, 1.472
 77646783, 0.222, 1.091, 1.469
 77846772, 0.239, 1.091, 1.468
 78046808, 0.315, 1.09, 1.467
 78246757, 0.254, 1.09, 1.467
 78446809, 0.306, 1.091, 1.468
 78646790, 0.338, 1.092, 1.47
 78847010, 0.3, 1.094, 1.472
 79046840, 0.329, 1.096, 1.473
 79246784, 0.429, 1.099, 1.476
 79446821, 0.378, 1.103, 1.479
 79646745, 0.293, 1.107, 1.483
 79846770, 0.435, 1.112, 1.488
 80026829, 0.416, 1.116, 1.493
 80246761, 0.377, 1.12, 1.498
 80446809, 0.411, 1.124, 1.503
 80646772, 0.238, 1.127, 1.506
 80846974, 0.246, 1.129, 1.507
 81046783, 0.229, 1.13, 1.508
 81246787, 0.238, 1.131, 1.509
 81446804, 0.224, 1.132, 1.51
 81646789, 0.228, 1.132, 1.51
 81846776, 0.227, 1.131, 1.51
 82046805, 0.223, 1.13, 1.511
 82246786, 0.261, 1.131, 1.513
 82446829, 0.263, 1.133, 1.515
 82646842, 0.247, 1.135, 1.518
 82846791, 0.242, 1.135, 1.521
 83047017, 0.24, 1.136, 1.522
 83246775, 0.22, 1.136, 1.527
 83446810, 0.281, 1.139, 1.532
 83646771, 0.232, 1.141, 1.535
 83846763, 0.209, 1.141, 1.539
 84046791, 0.231, 1.143, 1.544
 84246783, 0.337, 1.145, 1.55
 84447002, 0.338, 1.149, 1.555
 84646786, 0.301, 1.152, 1.556
 84846781, 0.287, 1.153, 1.559
 85046783, 0.261, 1.153, 1.561
 85246805, 0.29, 1.155, 1.566
 85446794, 0.247, 1.157, 1.57
 85646771, 0.248, 1.158, 1.574
 85846758, 0.259, 1.161, 1.58
 86046807, 0.24, 1.163, 1.581
 86246820, 0.253, 1.163, 1.579
 86446813, 0.23, 1.163, 1.576
 86646765, 0.211, 1.162, 1.573
 86846771, 0.259, 1.161, 1.571
 87046793, 0.271, 1.163, 1.57
 87247007, 0.292, 1.165, 1.572
 87446795, 0.265, 1.166, 1.573
 87646783, 0.262, 1.166, 1.574
 87826816, 0.29, 1.167, 1.575
 88046825, 0.234, 1.167, 1.578
 88246784, 0.212, 1.166, 1.578
 88446794, 0.202, 1.164, 1.578
 88646771, 0.277, 1.165, 1.58
 88846782, 0.206, 1.163, 1.579
 89046817, 0.234, 1.16, 1.577
 89246783, 0.389, 1.162, 1.58
 89446806, 0.336, 1.164, 1.582
 89646842, 0.379, 1.165, 1.586
 89846811, 0.37, 1.167, 1.59
 90046782, 0.35, 1.169, 1.594
 90246772, 0.359, 1.17, 1.597
 90426805, 0.342, 1.173, 1.603
 90646771, 0.244, 1.175, 1.607
 90846792, 0.255, 1.177, 1.61
 91046793, 0.24, 1.177, 1.611
 91246791, 0.298, 1.177, 1.614
 91447022, 0.313, 1.176, 1.617
 91646986, 0.295, 1.175, 1.619
 91846798, 0.324, 1.174, 1.622
 92046832, 0.327, 1.174, 1.626
 92246770, 0.364, 1.175, 1.629
 92446835, 0.374, 1.176, 1.633
 92646789, 0.362, 1.178, 1.637
 92846772, 0.377, 1.18, 1.643
 93026802, 0.339, 1.182, 1.648
 93246795, 0.426, 1.185, 1.653
 93447001, 0.4, 1.189, 1.661
 93646776, 0.447, 1.193, 1.667
 93846780, 0.409, 1.196, 1.673
 94046805, 0.383, 1.199, 1.675
 94246788, 0.305, 1.2, 1.677
 94446811, 0.3, 1.202, 1.678
 94646843, 0.334, 1.202, 1.68
 94846795, 0.4, 1.203, 1.682
 95046803, 0.374, 1.203, 1.683
 95246826, 0.368, 1.203, 1.684
 95446813, 0.32, 1.204, 1.688
 95646998, 0.29, 1.206, 1.691
 95846787, 0.441, 1.209, 1.697
 96046821, 0.42, 1.212, 1.698
 96246781, 0.28, 1.214, 1.7
 96446818, 0.363, 1.215, 1.701
 96646795, 0.376, 1.216, 1.7
 96846812, 0.384, 1.217, 1.7
 97046847, 0.386, 1.218, 1.699
 97246755, 0.381, 1.218, 1.697
 97446812, 0.3, 1.218, 1.696
 97646751, 0.347, 1.217, 1.695
 97846774, 0.318, 1.217, 1.695
 98046802, 0.225, 1.217, 1.695
 98226805, 0.372, 1.216, 1.695
 98446795, 0.277, 1.216, 1.695
 98646794, 0.296, 1.215, 1.694
 98846960, 0.276, 1.214, 1.693
 99046805, 0.273, 1.213, 1.691
 99246786, 0.249, 1.212, 1.688
 99446814, 0.283, 1.212, 1.687
 99646791, 0.337, 1.211, 1.685
 99847016, 0.271, 1.21, 1.683
 100046797, 0.251, 1.21, 1.681
 100246795, 0.293, 1.209, 1.678
 100446813, 0.31, 1.208, 1.676
 100646988, 0.301, 1.208, 1.674
 100826999, 0.371, 1.209, 1.673
 101046817, 0.315, 1.21, 1.673
 101246781, 0.232, 1.211, 1.672
 101446817, 0.357, 1.212, 1.671
 101646856, 0.294, 1.213, 1.67
 101846828, 0.302, 1.214, 1.668
 102046804, 0.342, 1.214, 1.666
 102246794, 0.328, 1.215, 1.666
 102447006, 0.318, 1.216, 1.664
 102649744, 0.311, 1.216, 1.662
 102849603, 0.378, 1.217, 1.661
 103049966, 0.272, 1.219, 1.66
 103249605, 0.287, 1.221, 1.661
 103429341, 0.282, 1.224, 1.662
 103649603, 0.267, 1.227, 1.663
 103849615, 0.328, 1.229, 1.663
 104049614, 0.335, 1.231, 1.664
 104249618, 0.372, 1.232, 1.664
 104449805, 0.344, 1.234, 1.664
 104649581, 0.409, 1.236, 1.665
 104849596, 0.272, 1.237, 1.665
 105049653, 0.431, 1.239, 1.666
 105249641, 0.32, 1.242, 1.667
 105449631, 0.34, 1.244, 1.668
 105649600, 0.276, 1.245, 1.667
 105849599, 0.286, 1.245, 1.667
 106029349, 0.32, 1.245, 1.667
 106229351, 0.243, 1.245, 1.666
 106429478, 0.336, 1.245, 1.666
 106649579, 0.299, 1.244, 1.665
 106849609, 0.241, 1.244, 1.663
 107049690, 0.239, 1.243, 1.662
 107249857, 0.428, 1.246, 1.665
 107449619, 0.281, 1.25, 1.669
 107649627, 0.297, 1.252, 1.672
 107849329, 0.34, 1.252, 1.674
 108049511, 0.291, 1.252, 1.676
 108249349, 0.276, 1.252, 1.68
 108429351, 0.253, 1.253, 1.683
 108629335, 0.236, 1.253, 1.685
 108849362, 0.237, 1.252, 1.686
 109049360, 0.223, 1.248, 1.685
 109249338, 0.354, 1.248, 1.689
 109449362, 0.377, 1.25, 1.694
 109649356, 0.305, 1.252, 1.698
 109849478, 0.317, 1.254, 1.702
 110029497, 0.3, 1.257, 1.706
 110249347, 0.313, 1.26, 1.712
 110449365, 0.281, 1.262, 1.717
 110649345, 0.338, 1.263, 1.722
 110849347, 0.358, 1.265, 1.727
 111049358, 0.347, 1.266, 1.733
 111229345, 0.441, 1.269, 1.741
 111449530, 0.458, 1.274, 1.749
 111629329, 0.391, 1.276, 1.755
 111849351, 0.399, 1.279, 1.762
 112029330, 0.352, 1.282, 1.768
 112229342, 0.413, 1.285, 1.773
 112429322, 0.409, 1.289, 1.782
 112649366, 0.34, 1.293, 1.79
 112849345, 0.466, 1.296, 1.797
 113049347, 0.47, 1.297, 1.803
 113249353, 0.43, 1.298, 1.808
 113449508, 0.343, 1.298, 1.812
 113649371, 0.315, 1.298, 1.817
 113829324, 0.299, 1.3, 1.822
 114049366, 0.338, 1.3, 1.828
 114249332, 0.365, 1.302, 1.832
 114429374, 0.264, 1.304, 1.836
 114649327, 0.358, 1.303, 1.839
 114849351, 0.385, 1.303, 1.84
 115029354, 0.345, 1.303, 1.841
 115229522, 0.319, 1.305, 1.843
 115429477, 0.274, 1.306, 1.844
 115649498, 0.314, 1.305, 1.843
 115849350, 0.364, 1.304, 1.841
 116049355, 0.353, 1.303, 1.84
 116229341, 0.437, 1.304, 1.842
 116429347, 0.47, 1.307, 1.845
 116649364, 0.396, 1.309, 1.846
 116829350, 0.356, 1.311, 1.845
 117029359, 0.304, 1.311, 1.843
 117229479, 0.271, 1.311, 1.841
 117429399, 0.321, 1.31, 1.839
 117629337, 0.376, 1.309, 1.837
 117849351, 0.357, 1.31, 1.835
 118049358, 0.3, 1.311, 1.833
 118249350, 0.258, 1.313, 1.833
 118429338, 0.289, 1.315, 1.833
 118629344, 0.388, 1.317, 1.834
 118829339, 0.308, 1.317, 1.829
 119029527, 0.311, 1.313, 1.821
 119249335, 0.365, 1.309, 1.813
 119449372, 0.229, 1.306, 1.805
 119629328, 0.3, 1.302, 1.798
 119829336, 0.225, 1.3, 1.792
 120029349, 0.243, 1.298, 1.786
 120229342, 0.203, 1.296, 1.78
 120429342, 0.342, 1.295, 1.774
 120629346, 0.383, 1.294, 1.769
 120829472, 0.408, 1.294, 1.766
 121029355, 0.306, 1.294, 1.763
 121229354, 0.372, 1.294, 1.763
 121429344, 0.399, 1.295, 1.762
 121629339, 0.393, 1.295, 1.76
 121829342, 0.347, 1.293, 1.756
 122029371, 0.326, 1.29, 1.75
 122229342, 0.223, 1.286, 1.744
 122449521, 0.185, 1.282, 1.737
 122629477, 0.215, 1.278, 1.731
 122829325, 0.231, 1.275, 1.726
 123029363, 0.29, 1.273, 1.72
 123229359, 0.322, 1.269, 1.715
 123429334, 0.35, 1.267, 1.709
 123629528, 0.289, 1.266, 1.705
 123829353, 0.326, 1.265, 1.702
 124029734, 0.305, 1.265, 1.699
 124229709, 0.295, 1.266, 1.699
 124429823, 0.351, 1.268, 1.7
 124629708, 0.393, 1.27, 1.7
 124829757, 0.326, 1.271, 1.7
 125049700, 0.214, 1.271, 1.7
 125249685, 0.248, 1.271, 1.7
 125429708, 0.232, 1.272, 1.701
 125649711, 0.229, 1.272, 1.701
 125849674, 0.241, 1.271, 1.702
 126029726, 0.315, 1.269, 1.7
 126249705, 0.372, 1.268, 1.7
 126429705, 0.329, 1.268, 1.701
 126629696, 0.345, 1.267, 1.702
 126829699, 0.275, 1.267, 1.704
 127029697, 0.348, 1.267, 1.705
 127229649, 0.333, 1.267, 1.706
 127430081, 0.391, 1.267, 1.707
 127630056, 0.388, 1.267, 1.708
 127830415, 0.373, 1.267, 1.711
 128030220, 0.371, 1.268, 1.713
 128230029, 0.306, 1.27, 1.717
 128449726, 0.355, 1.27, 1.72
 128629993, 0.221, 1.269, 1.72
 128829989, 0.357, 1.267, 1.719
 129030095, 0.314, 1.265, 1.717
 129230067, 0.371, 1.264, 1.717
 129429988, 0.367, 1.264, 1.719
 129630098, 0.348, 1.263, 1.718
 129849688, 0.354, 1.263, 1.718
 130030025, 0.306, 1.261, 1.714
 130230054, 0.37, 1.259, 1.711
 130430021, 0.352, 1.258, 1.709
 130630031, 0.323, 1.256, 1.706
 130829989, 0.36, 1.255, 1.703
 131030100, 0.33, 1.253, 1.7
 131230029, 0.227, 1.252, 1.697
 131449889, 0.319, 1.251, 1.694
 131649666, 0.237, 1.249, 1.692
 131830057, 0.294, 1.248, 1.689
 132030438, 0.306, 1.247, 1.686
 132249653, 0.315, 1.246, 1.684
 132449860, 0.358, 1.245, 1.682
 132649691, 0.356, 1.245, 1.68
 132830003, 0.373, 1.244, 1.678
 133030012, 0.344, 1.243, 1.676
 133230031, 0.307, 1.242, 1.675
 133430242, 0.325, 1.241, 1.673
 133630089, 0.346, 1.239, 1.671
 133829989, 0.342, 1.239, 1.669
 134049752, 0.31, 1.238, 1.667
 134249689, 0.384, 1.238, 1.666
 134449706, 0.387, 1.239, 1.665
 134630037, 0.36, 1.239, 1.663
 134849712, 0.395, 1.24, 1.662
 135049827, 0.227, 1.241, 1.66
 135230240, 0.406, 1.242, 1.658
 135449737, 0.278, 1.243, 1.656
 135649676, 0.269, 1.244, 1.653
 135849732, 0.264, 1.245, 1.652
 136049738, 0.269, 1.246, 1.651
 136230402, 0.244, 1.248, 1.651
 136430012, 0.32, 1.249, 1.649
 136630027, 0.363, 1.25, 1.647
 136830065, 0.248, 1.25, 1.646
 137030238, 0.23, 1.25, 1.644
 137229996, 0.226, 1.25, 1.642
 137430067, 0.291, 1.251, 1.641
 137630048, 0.357, 1.251, 1.64
 137849673, 0.355, 1.253, 1.641
 138049719, 0.335, 1.256, 1.643
 138249733, 0.333, 1.258, 1.646
 138449705, 0.277, 1.259, 1.649
 138649862, 0.304, 1.259, 1.65
 138849675, 0.224, 1.259, 1.652
 139030008, 0.363, 1.26, 1.653
 139230025, 0.308, 1.261, 1.654
 139430060, 0.249, 1.262, 1.655
 139630026, 0.271, 1.262, 1.656
 139829983, 0.304, 1.263, 1.657
 140030078, 0.262, 1.264, 1.659
 140249691, 0.237, 1.264, 1.661
 140449952, 0.246, 1.266, 1.662
 140649648, 0.219, 1.265, 1.661
 140830092, 0.232, 1.264, 1.66
 141049703, 0.263, 1.263, 1.66
 141249677, 0.281, 1.263, 1.662
 141449733, 0.281, 1.265, 1.666
 141630026, 0.25, 1.267, 1.67
 141849675, 0.259, 1.269, 1.675
 142030084, 0.264, 1.272, 1.68
 142230035, 0.274, 1.276, 1.686
 142430209, 0.266, 1.28, 1.693
 142630061, 0.266, 1.284, 1.698
 142830071, 0.247, 1.286, 1.702
 143030087, 0.226, 1.288, 1.703
 143249676, 0.255, 1.288, 1.702
 143449732, 0.253, 1.289, 1.703
 143649695, 0.217, 1.289, 1.704
 143849700, 0.234, 1.289, 1.706
 144030042, 0.222, 1.289, 1.709
 144249712, 0.266, 1.29, 1.711
 144449710, 0.232, 1.292, 1.714
 144649676, 0.246, 1.293, 1.716
 144849688, 0.246, 1.294, 1.718
 145030008, 0.251, 1.295, 1.719
 145249653, 0.229, 1.295, 1.717
 145449716, 0.24, 1.295, 1.718
 145649714, 0.24, 1.294, 1.718
 145849857, 0.253, 1.294, 1.719
 146049696, 0.26, 1.295, 1.72
 146249702, 0.248, 1.293, 1.719
 146449722, 0.247, 1.291, 1.719
 146649658, 0.287, 1.291, 1.719
 146849705, 0.299, 1.292, 1.72
 147049717, 0.289, 1.293, 1.72
 147229730, 0.275, 1.292, 1.72
 147429701, 0.281, 1.293, 1.72
 147629732, 0.274, 1.295, 1.72
 147829852, 0.255, 1.294, 1.717
 148049680, 0.273, 1.292, 1.716
 148249676, 0.265, 1.292, 1.714
 148449734, 0.293, 1.293, 1.713
 148649658, 0.266, 1.295, 1.712
 148849718, 0.267, 1.295, 1.71
 149049725, 0.268, 1.295, 1.708
 149249868, 0.305, 1.296, 1.707
 149449960, 0.255, 1.295, 1.705
 149649665, 0.276, 1.295, 1.704
 149829749, 0.275, 1.296, 1.703
 150029718, 0.271, 1.296, 1.701
 150229715, 0.258, 1.294, 1.698
