TimeUS,gpSA,gpHA,gpVA
 115810837, 0.301, 1.545, 1.719
 116010748, 0.331, 1.546, 1.719
 116210854, 0.513, 1.546, 1.718
 116410757, 0.487, 1.545, 1.717
 116610756, 0.495, 1.545, 1.717
 116810838, 0.507, 1.545, 1.716
 117010706, 0.352, 1.544, 1.716
 117210734, 0.344, 1.544, 1.716
 117410747, 0.356, 1.544, 1.715
 117610765, 0.258, 1.544, 1.715
 117810742, 0.5, 1.544, 1.714
 118010866, 0.415, 1.544, 1.714
 118210746, 0.39, 1.543, 1.713
 118410757, 0.436, 1.543, 1.713
 118610774, 0.446, 1.542, 1.712
 118810757, 0.447, 1.542, 1.712
 119010748, 0.324, 1.542, 1.712
 119210751, 0.465, 1.542, 1.711
 119410838, 0.359, 1.541, 1.71
 119610802, 0.323, 1.54, 1.709
 119810870, 0.46, 1.54, 1.709
 120010953, 0.484, 1.54, 1.708
 120210750, 0.355, 1.539, 1.707
 120410756, 0.343, 1.539, 1.706
 120610845, 0.328, 1.538, 1.705
 120810769, 0.308, 1.537, 1.705
 121010859, 0.355, 1.537, 1.705
 121210758, 0.359, 1.537, 1.705
 121410760, 0.314, 1.537, 1.705
 121590758, 0.401, 1.537, 1.705
 121810768, 0.371, 1.537, 1.705
 122010745, 0.35, 1.537, 1.705
 122210759, 0.377, 1.536, 1.705
 122410773, 0.328, 1.537, 1.705
 122610838, 0.462, 1.537, 1.705
 122810768, 0.314, 1.537, 1.705
 123010751, 0.331, 1.537, 1.705
 123210836, 0.469, 1.537, 1.705
 123410776, 0.343, 1.536, 1.705
 123610759, 0.349, 1.536, 1.704
 123810774, 0.497, 1.536, 1.704
 124010748, 0.504, 1.536, 1.704
 124210938, 0.477, 1.535, 1.704
 124410757, 0.317, 1.535, 1.704
 124610777, 0.313, 1.535, 1.704
 124810755, 0.388, 1.535, 1.704
 125010757, 0.508, 1.535, 1.704
 125210865, 0.273, 1.535, 1.704
 125430766, 0.366, 1.535, 1.705
 125610758, 0.314, 1.535, 1.705
 125810774, 0.496, 1.535, 1.705
 126010764, 0.476, 1.535, 1.705
 126210771, 0.376, 1.534, 1.705
 126410747, 0.351, 1.535, 1.705
 126610776, 0.357, 1.535, 1.705
 126810857, 0.477, 1.535, 1.705
 127010886, 0.354, 1.535, 1.705
 127210865, 0.454, 1.535, 1.704
 127410775, 0.443, 1.535, 1.704
 127610838, 0.351, 1.535, 1.703
 127810837, 0.33, 1.535, 1.703
 128010852, 0.412, 1.535, 1.703
 128210849, 0.34, 1.535, 1.703
 128411088, 0.455, 1.535, 1.703
 128610801, 0.344, 1.535, 1.701
 128810885, 0.448, 1.533, 1.699
 129010893, 0.383, 1.533, 1.699
 129210853, 0.455, 1.533, 1.703
 129410881, 0.469, 1.534, 1.707
 129610879, 0.404, 1.531, 1.701
 129810849, 0.467, 1.529, 1.701
 130010768, 0.403, 1.526, 1.697
 130210868, 0.386, 1.522, 1.697
 130410804, 0.404, 1.517, 1.694
 130610894, 0.38, 1.513, 1.694
 130810843, 0.396, 1.508, 1.694
 131010773, 0.453, 1.505, 1.694
 131210768, 0.378, 1.501, 1.691
 131410777, 0.346, 1.496, 1.689
 131610863, 0.38, 1.492, 1.69
 131810778, 0.421, 1.49, 1.692
 132010859, 0.321, 1.481, 1.687
 132210843, 0.378, 1.475, 1.683
 132410874, 0.424, 1.472, 1.679
 132610871, 0.415, 1.47, 1.675
 132810757, 0.363, 1.465, 1.673
 133010859, 0.328, 1.456, 1.669
 133210838, 0.389, 1.451, 1.667
 133410856, 0.401, 1.449, 1.666
 133610892, 0.339, 1.444, 1.665
 133810857, 0.306, 1.438, 1.662
 134010760, 0.283, 1.431, 1.657
 134210899, 0.257, 1.421, 1.65
 134410850, 0.187, 1.415, 1.644
 134610859, 0.238, 1.409, 1.644
 134810772, 0.289, 1.405, 1.644
 135010745, 0.253, 1.403, 1.646
 135210841, 0.188, 1.396, 1.642
 135410836, 0.219, 1.392, 1.641
 135610864, 0.184, 1.385, 1.634
 135810849, 0.217, 1.382, 1.631
 136010898, 0.22, 1.38, 1.631
 136210860, 0.224, 1.375, 1.629
 136410842, 0.193, 1.372, 1.624
 136610802, 0.188, 1.366, 1.618
 136810957, 0.201, 1.36, 1.612
 137010781, 0.221, 1.356, 1.608
 137210848, 0.237, 1.353, 1.609
 137410836, 0.284, 1.352, 1.609
 137610870, 0.225, 1.35, 1.61
 137810888, 0.223, 1.344, 1.608
 138010758, 0.281, 1.341, 1.605
 138210778, 0.242, 1.339, 1.602
 138410770, 0.326, 1.337, 1.6
 138610770, 0.306, 1.336, 1.597
 138810839, 0.283, 1.333, 1.593
 139010873, 0.239, 1.33, 1.589
 139210848, 0.26, 1.327, 1.585
 139410852, 0.305, 1.325, 1.586
 139610895, 0.255, 1.319, 1.582
 139810770, 0.274, 1.315, 1.578
 140010748, 0.289, 1.313, 1.576
 140210773, 0.331, 1.312, 1.576
 140410762, 0.245, 1.308, 1.577
 140610840, 0.342, 1.308, 1.581
 140810858, 0.247, 1.306, 1.583
 141010987, 0.309, 1.304, 1.582
 141210859, 0.244, 1.301, 1.579
 141410884, 0.303, 1.299, 1.577
 141610868, 0.302, 1.296, 1.575
 141810917, 0.367, 1.296, 1.576
 142011136, 0.417, 1.298, 1.579
 142210938, 0.399, 1.3, 1.584
 142410938, 0.433, 1.303, 1.589
 142610941, 0.434, 1.305, 1.592
 142810920, 0.437, 1.306, 1.596
 143010950, 0.376, 1.307, 1.599
 143211143, 0.486, 1.308, 1.602
 143410941, 0.446, 1.309, 1.608
 143610955, 0.389, 1.312, 1.616
 143810925, 0.464, 1.316, 1.62
 144010957, 0.368, 1.315, 1.616
 144210947, 0.388, 1.312, 1.612
 144410934, 0.377, 1.313, 1.615
 144610932, 0.318, 1.312, 1.616
 144810922, 0.326, 1.312, 1.618
 145011182, 0.365, 1.313, 1.621
 145211128, 0.239, 1.312, 1.622
 145410940, 0.278, 1.309, 1.621
 145610945, 0.283, 1.308, 1.62
 145810936, 0.448, 1.309, 1.623
 146010891, 0.441, 1.311, 1.626
 146211145, 0.443, 1.313, 1.629
 146410930, 0.447, 1.314, 1.632
 146610949, 0.407, 1.315, 1.635
 146811148, 0.449, 1.317, 1.639
 147010950, 0.37, 1.319, 1.642
 147210952, 0.415, 1.322, 1.646
 147410937, 0.431, 1.326, 1.651
 147610948, 0.367, 1.329, 1.656
 147810935, 0.415, 1.333, 1.661
 148010917, 0.457, 1.336, 1.665
 148210944, 0.471, 1.34, 1.669
 148410944, 0.451, 1.343, 1.674
 148611177, 0.369, 1.346, 1.678
 148810921, 0.485, 1.348, 1.682
 149010947, 0.419, 1.348, 1.685
 149210934, 0.314, 1.347, 1.686
 149411130, 0.405, 1.346, 1.688
 149610943, 0.344, 1.349, 1.692
 149810941, 0.418, 1.352, 1.697
 150010948, 0.399, 1.354, 1.701
