TimeUS,gpSA,gpHA,gpVA
 56914287, 0.503, 1.535, 1.616
 57114268, 0.478, 1.536, 1.617
 57314343, 0.382, 1.537, 1.619
 57514302, 0.539, 1.538, 1.621
 57714300, 0.545, 1.539, 1.622
 57914378, 0.256, 1.54, 1.624
 58114284, 0.362, 1.541, 1.625
 58314328, 0.366, 1.542, 1.627
 58514264, 0.45, 1.542, 1.627
 58714286, 0.512, 1.543, 1.628
 58914305, 0.506, 1.543, 1.628
 59114312, 0.491, 1.543, 1.629
 59314349, 0.527, 1.544, 1.63
 59514345, 0.392, 1.544, 1.632
 59714309, 0.439, 1.546, 1.633
 59914324, 0.502, 1.547, 1.634
 60114337, 0.514, 1.548, 1.635
 60314328, 0.439, 1.547, 1.633
 60514435, 0.305, 1.545, 1.631
 60714312, 0.328, 1.544, 1.63
 60914326, 0.367, 1.542, 1.629
 61114349, 0.311, 1.541, 1.629
 61314328, 0.409, 1.539, 1.626
 61514329, 0.411, 1.537, 1.624
 61714325, 0.335, 1.536, 1.624
 61914361, 0.257, 1.534, 1.621
 62114308, 0.451, 1.533, 1.618
 62314380, 0.506, 1.53, 1.616
 62514299, 0.416, 1.53, 1.615
 62714315, 0.391, 1.524, 1.607
 62914322, 0.352, 1.522, 1.603
 63114324, 0.412, 1.52, 1.601
 63314375, 0.371, 1.514, 1.594
 63514308, 0.338, 1.509, 1.588
 63714373, 0.36, 1.5, 1.585
 63914387, 0.346, 1.493, 1.58
 64114313, 0.507, 1.49, 1.576
 64314364, 0.353, 1.484, 1.569
 64514329, 0.35, 1.475, 1.56
 64714363, 0.322, 1.465, 1.55
 64914365, 0.328, 1.455, 1.541
 65114306, 0.309, 1.445, 1.532
 65314329, 0.319, 1.434, 1.523
 65514342, 0.336, 1.426, 1.515
 65714332, 0.271, 1.414, 1.508
 65914337, 0.283, 1.409, 1.502
 66114281, 0.358, 1.408, 1.503
 66314336, 0.356, 1.41, 1.504
 66514310, 0.343, 1.411, 1.504
 66714314, 0.34, 1.412, 1.504
 66914386, 0.342, 1.411, 1.504
 67114337, 0.358, 1.411, 1.505
 67314376, 0.375, 1.411, 1.507
 67514362, 0.397, 1.412, 1.511
 67714316, 0.407, 1.414, 1.516
 67914344, 0.362, 1.412, 1.518
 68114363, 0.438, 1.412, 1.522
 68314343, 0.409, 1.411, 1.525
 68514366, 0.463, 1.41, 1.527
 68714393, 0.499, 1.411, 1.531
 68914422, 0.392, 1.409, 1.531
 69114412, 0.472, 1.409, 1.536
 69314374, 0.415, 1.411, 1.539
 69514396, 0.409, 1.411, 1.539
 69714354, 0.405, 1.412, 1.545
 69914393, 0.304, 1.41, 1.548
 70114406, 0.37, 1.41, 1.551
 70314402, 0.323, 1.409, 1.55
 70514381, 0.287, 1.408, 1.549
 70714409, 0.285, 1.409, 1.549
 70914415, 0.285, 1.407, 1.55
 71114328, 0.289, 1.405, 1.55
 71314416, 0.273, 1.403, 1.552
 71514372, 0.278, 1.401, 1.553
 71714361, 0.29, 1.399, 1.554
 71914438, 0.264, 1.396, 1.552
 72114391, 0.283, 1.395, 1.552
 72314395, 0.265, 1.392, 1.551
 72514357, 0.257, 1.391, 1.55
 72714449, 0.312, 1.39, 1.551
 72914363, 0.292, 1.391, 1.552
 73114403, 0.319, 1.391, 1.556
 73314378, 0.257, 1.386, 1.556
 73514366, 0.286, 1.385, 1.558
 73714372, 0.301, 1.387, 1.561
 73914432, 0.271, 1.39, 1.562
 74114367, 0.227, 1.391, 1.561
 74314386, 0.218, 1.389, 1.559
 74514383, 0.214, 1.383, 1.556
 74714370, 0.215, 1.378, 1.553
 74914380, 0.224, 1.376, 1.55
 75114412, 0.251, 1.377, 1.55
 75314374, 0.239, 1.378, 1.55
 75514370, 0.328, 1.38, 1.554
 75714358, 0.331, 1.382, 1.557
 75914368, 0.314, 1.381, 1.559
 76114437, 0.263, 1.377, 1.557
 76314468, 0.263, 1.377, 1.554
 76514423, 0.225, 1.372, 1.549
 76714382, 0.265, 1.372, 1.547
 76914367, 0.258, 1.369, 1.544
 77114395, 0.338, 1.369, 1.546
 77314401, 0.257, 1.365, 1.54
 77514360, 0.231, 1.362, 1.534
 77714401, 0.234, 1.359, 1.528
 77954345, 0.28, 1.358, 1.526
 78114400, 0.323, 1.357, 1.525
 78314439, 0.318, 1.354, 1.523
 78514370, 0.323, 1.35, 1.521
 78714355, 0.371, 1.349, 1.521
 78914442, 0.35, 1.348, 1.519
 79114355, 0.353, 1.347, 1.518
 79314381, 0.321, 1.345, 1.516
 79514512, 0.284, 1.342, 1.513
 79714485, 0.314, 1.341, 1.513
 79954445, 0.334, 1.341, 1.512
 80114510, 0.384, 1.341, 1.511
 80314498, 0.415, 1.341, 1.512
 80514581, 0.426, 1.342, 1.514
 80714478, 0.383, 1.341, 1.514
 80914486, 0.411, 1.341, 1.515
 81114464, 0.439, 1.341, 1.517
 81314479, 0.434, 1.342, 1.52
 81514657, 0.401, 1.344, 1.523
 81714494, 0.304, 1.345, 1.527
 81954452, 0.268, 1.345, 1.531
 82114501, 0.344, 1.346, 1.534
 82314487, 0.361, 1.348, 1.539
 82514467, 0.379, 1.35, 1.544
 82714498, 0.357, 1.353, 1.551
 82914482, 0.377, 1.354, 1.556
 83114486, 0.388, 1.355, 1.56
 83334910, 0.419, 1.355, 1.562
 83514600, 0.417, 1.357, 1.567
 83714468, 0.427, 1.358, 1.572
 83914553, 0.391, 1.358, 1.575
 84114492, 0.417, 1.358, 1.579
 84314494, 0.402, 1.358, 1.583
 84514479, 0.415, 1.358, 1.586
 84714588, 0.391, 1.357, 1.588
 84914517, 0.396, 1.356, 1.59
 85135138, 0.398, 1.357, 1.593
 85314664, 0.359, 1.356, 1.593
 85514448, 0.349, 1.355, 1.594
 85734725, 0.312, 1.355, 1.596
 85914544, 0.366, 1.354, 1.597
 86114471, 0.374, 1.353, 1.598
 86314490, 0.33, 1.352, 1.599
 86514537, 0.316, 1.351, 1.6
 86714482, 0.361, 1.35, 1.602
 86914487, 0.364, 1.348, 1.603
 87114476, 0.358, 1.347, 1.605
 87314494, 0.366, 1.346, 1.607
 87514451, 0.334, 1.344, 1.609
 87714480, 0.317, 1.342, 1.611
 87914488, 0.383, 1.341, 1.614
 88114469, 0.378, 1.339, 1.618
 88314491, 0.394, 1.338, 1.621
 88514542, 0.309, 1.337, 1.624
 88714443, 0.367, 1.337, 1.627
 88914665, 0.303, 1.336, 1.631
 89114484, 0.393, 1.336, 1.635
 89314500, 0.338, 1.336, 1.639
 89514469, 0.296, 1.335, 1.641
 89714480, 0.22, 1.334, 1.643
 89914617, 0.298, 1.332, 1.644
 90114477, 0.384, 1.332, 1.646
 90314537, 0.259, 1.333, 1.648
 90514463, 0.314, 1.333, 1.65
 90734743, 0.349, 1.332, 1.647
 90934816, 0.341, 1.329, 1.645
 91114504, 0.345, 1.328, 1.646
 91314494, 0.362, 1.326, 1.647
 91514469, 0.306, 1.322, 1.646
 91714508, 0.254, 1.318, 1.645
 91914524, 0.277, 1.314, 1.644
 92114443, 0.273, 1.311, 1.644
 92314543, 0.26, 1.307, 1.643
 92514596, 0.299, 1.304, 1.643
 92714448, 0.283, 1.302, 1.644
 92914558, 0.318, 1.3, 1.643
 93114584, 0.265, 1.299, 1.643
 93314488, 0.281, 1.297, 1.642
 93514448, 0.248, 1.297, 1.641
 93714506, 0.297, 1.297, 1.641
 93914495, 0.332, 1.295, 1.639
 94114590, 0.379, 1.293, 1.637
 94314640, 0.366, 1.292, 1.635
 94534585, 0.372, 1.29, 1.633
 94714452, 0.264, 1.288, 1.631
 94914523, 0.355, 1.287, 1.629
 95134454, 0.32, 1.285, 1.626
 95314483, 0.265, 1.284, 1.624
 95534463, 0.297, 1.282, 1.621
 95734503, 0.357, 1.28, 1.619
 95914465, 0.373, 1.278, 1.616
 96114513, 0.383, 1.276, 1.613
 96314528, 0.276, 1.274, 1.61
 96514506, 0.345, 1.272, 1.607
 96734459, 0.339, 1.27, 1.604
 96914517, 0.338, 1.267, 1.599
 97114467, 0.358, 1.265, 1.595
 97314600, 0.261, 1.263, 1.59
 97514476, 0.289, 1.261, 1.586
 97714467, 0.279, 1.259, 1.586
 97914498, 0.364, 1.258, 1.584
 98114505, 0.27, 1.256, 1.581
 98314652, 0.343, 1.254, 1.578
 98514465, 0.341, 1.251, 1.575
 98714468, 0.353, 1.25, 1.573
 98914466, 0.327, 1.248, 1.57
 99114450, 0.337, 1.247, 1.568
 99314489, 0.292, 1.246, 1.565
 99514511, 0.34, 1.246, 1.564
 99714604, 0.265, 1.245, 1.564
 99914478, 0.283, 1.244, 1.564
 100114467, 0.357, 1.243, 1.564
 100314513, 0.254, 1.242, 1.564
 100514461, 0.339, 1.242, 1.564
 100714451, 0.283, 1.242, 1.566
 100914534, 0.274, 1.243, 1.568
 101114463, 0.344, 1.243, 1.568
 101314506, 0.24, 1.242, 1.568
 101514669, 0.291, 1.241, 1.567
 101714467, 0.226, 1.24, 1.566
 101914479, 0.212, 1.239, 1.566
 102114452, 0.211, 1.237, 1.566
 102314540, 0.241, 1.236, 1.566
 102514590, 0.316, 1.235, 1.565
 102714466, 0.333, 1.234, 1.564
 102914513, 0.333, 1.232, 1.563
 103114472, 0.34, 1.229, 1.562
 103314613, 0.219, 1.226, 1.56
 103514454, 0.322, 1.224, 1.558
 103714461, 0.349, 1.222, 1.557
 103914477, 0.283, 1.221, 1.555
 104114456, 0.263, 1.219, 1.554
 104314549, 0.277, 1.218, 1.552
 104514451, 0.279, 1.217, 1.55
 104714456, 0.303, 1.215, 1.549
 104934639, 0.286, 1.214, 1.547
 105114473, 0.236, 1.212, 1.545
 105314486, 0.291, 1.21, 1.543
 105534445, 0.255, 1.207, 1.54
 105714578, 0.323, 1.205, 1.538
 105914466, 0.352, 1.202, 1.535
 106114487, 0.309, 1.201, 1.533
 106314515, 0.288, 1.201, 1.533
 106514467, 0.341, 1.2, 1.533
 106714597, 0.316, 1.2, 1.533
 106914681, 0.309, 1.199, 1.532
 107114461, 0.38, 1.198, 1.531
 107314489, 0.371, 1.197, 1.53
