TimeUS,gpSA,gpHA,gpVA
 57731715, 0.365, 1.057, 1.508
 57919211, 0.273, 1.057, 1.508
 58119083, 0.366, 1.057, 1.508
 58319078, 0.279, 1.057, 1.508
 58519027, 0.26, 1.057, 1.509
 58719072, 0.356, 1.057, 1.509
 58919072, 0.281, 1.057, 1.509
 59119041, 0.29, 1.057, 1.509
 59319053, 0.25, 1.057, 1.508
 59519030, 0.364, 1.057, 1.508
 59719050, 0.281, 1.057, 1.508
 59919044, 0.354, 1.057, 1.508
 60119051, 0.355, 1.056, 1.508
 60319076, 0.239, 1.056, 1.508
 60499076, 0.344, 1.056, 1.508
 60719093, 0.232, 1.056, 1.508
 60919037, 0.301, 1.056, 1.508
 61119034, 0.25, 1.056, 1.509
 61319056, 0.351, 1.056, 1.509
 61519112, 0.363, 1.056, 1.509
 61719047, 0.352, 1.056, 1.509
 61919059, 0.357, 1.056, 1.509
 62119080, 0.349, 1.055, 1.509
 62319089, 0.243, 1.055, 1.509
 62519118, 0.298, 1.055, 1.509
 62719075, 0.238, 1.055, 1.51
 62919418, 0.29, 1.055, 1.51
 63119419, 0.347, 1.055, 1.51
 63319464, 0.266, 1.054, 1.51
 63519410, 0.259, 1.054, 1.511
 63719407, 0.253, 1.051, 1.508
 63919406, 0.261, 1.051, 1.507
 64119406, 0.336, 1.051, 1.506
 64319556, 0.325, 1.051, 1.502
 64519405, 0.354, 1.052, 1.504
 64719500, 0.336, 1.056, 1.509
 64919392, 0.306, 1.058, 1.51
 65119402, 0.33, 1.061, 1.514
 65319418, 0.33, 1.064, 1.518
 65519406, 0.365, 1.068, 1.523
 65719585, 0.333, 1.072, 1.527
 65919470, 0.35, 1.076, 1.532
 66119594, 0.353, 1.08, 1.537
 66319510, 0.355, 1.084, 1.543
 66519469, 0.355, 1.087, 1.545
 66719452, 0.362, 1.09, 1.55
 66919492, 0.363, 1.093, 1.551
 67119480, 0.427, 1.096, 1.555
 67319470, 0.46, 1.099, 1.56
 67519485, 0.419, 1.104, 1.564
 67719460, 0.473, 1.109, 1.571
 67919604, 0.413, 1.114, 1.578
 68119492, 0.475, 1.119, 1.586
 68319472, 0.45, 1.125, 1.594
 68519455, 0.464, 1.131, 1.602
 68719483, 0.321, 1.132, 1.601
 68919603, 0.288, 1.129, 1.602
 69119454, 0.276, 1.126, 1.604
 69319506, 0.334, 1.126, 1.61
 69519454, 0.37, 1.131, 1.62
 69719585, 0.32, 1.139, 1.629
 69919620, 0.3, 1.145, 1.634
 70119461, 0.324, 1.149, 1.639
 70319485, 0.262, 1.15, 1.64
 70519492, 0.321, 1.151, 1.646
 70719453, 0.324, 1.157, 1.654
 70919474, 0.287, 1.162, 1.658
 71119493, 0.271, 1.163, 1.661
 71319479, 0.186, 1.164, 1.651
 71519606, 0.179, 1.164, 1.647
 71719501, 0.157, 1.162, 1.643
 71919478, 0.173, 1.161, 1.638
 72119467, 0.195, 1.16, 1.634
 72319509, 0.145, 1.156, 1.623
 72519448, 0.171, 1.152, 1.616
 72719459, 0.193, 1.151, 1.611
 72919490, 0.201, 1.151, 1.607
 73119576, 0.234, 1.152, 1.605
 73319604, 0.231, 1.155, 1.603
 73519482, 0.25, 1.158, 1.603
 73719450, 0.237, 1.161, 1.602
 73919450, 0.216, 1.164, 1.602
 74119614, 0.212, 1.166, 1.601
 74319480, 0.206, 1.167, 1.6
 74519457, 0.244, 1.169, 1.599
 74719484, 0.221, 1.17, 1.596
 74919466, 0.248, 1.17, 1.595
 75119594, 0.21, 1.17, 1.592
 75319527, 0.227, 1.169, 1.592
 75519459, 0.22, 1.169, 1.593
 75719450, 0.212, 1.17, 1.595
 75919477, 0.198, 1.17, 1.597
 76119469, 0.207, 1.17, 1.599
 76319488, 0.223, 1.172, 1.6
 76519491, 0.24, 1.174, 1.6
 76719458, 0.172, 1.173, 1.597
 76919590, 0.198, 1.172, 1.593
 77119480, 0.221, 1.173, 1.591
 77319581, 0.217, 1.172, 1.586
 77519462, 0.294, 1.171, 1.585
 77719493, 0.274, 1.171, 1.581
 77919462, 0.224, 1.17, 1.576
 78119449, 0.248, 1.169, 1.573
 78319631, 0.265, 1.17, 1.571
 78519576, 0.249, 1.17, 1.569
 78719682, 0.267, 1.172, 1.571
 78919571, 0.241, 1.173, 1.571
 79119554, 0.267, 1.176, 1.573
 79319574, 0.281, 1.18, 1.574
 79519580, 0.32, 1.184, 1.578
 79719547, 0.296, 1.188, 1.581
 79919561, 0.248, 1.189, 1.582
 80119551, 0.297, 1.191, 1.582
 80319577, 0.262, 1.193, 1.583
 80519773, 0.304, 1.192, 1.584
 80719550, 0.254, 1.191, 1.585
 80939281, 0.283, 1.193, 1.586
 81119561, 0.341, 1.194, 1.591
 81319560, 0.323, 1.193, 1.595
 81519658, 0.352, 1.194, 1.601
 81719552, 0.414, 1.198, 1.608
 81919550, 0.342, 1.201, 1.613
 82119565, 0.411, 1.205, 1.62
 82319708, 0.361, 1.209, 1.627
 82519686, 0.365, 1.213, 1.634
 82719540, 0.312, 1.215, 1.639
 82919540, 0.347, 1.216, 1.645
 83119547, 0.364, 1.216, 1.649
 83319562, 0.303, 1.214, 1.652
 83519550, 0.362, 1.212, 1.655
 83719546, 0.254, 1.21, 1.659
 83919556, 0.277, 1.208, 1.662
 84119675, 0.278, 1.206, 1.664
 84319561, 0.291, 1.204, 1.666
 84519545, 0.293, 1.201, 1.668
 84719559, 0.338, 1.199, 1.67
 84919543, 0.221, 1.197, 1.672
 85119562, 0.272, 1.194, 1.672
 85319574, 0.237, 1.192, 1.673
 85519571, 0.237, 1.189, 1.673
 85719682, 0.252, 1.188, 1.675
 85919678, 0.345, 1.187, 1.676
 86119549, 0.375, 1.187, 1.677
 86319609, 0.304, 1.18, 1.678
 86519589, 0.37, 1.178, 1.68
 86719675, 0.293, 1.172, 1.682
 86919608, 0.234, 1.167, 1.685
 87119549, 0.312, 1.166, 1.687
 87319577, 0.318, 1.162, 1.688
 87519584, 0.406, 1.162, 1.69
 87719686, 0.414, 1.161, 1.693
 87919547, 0.3, 1.159, 1.695
 88119586, 0.319, 1.16, 1.697
 88319567, 0.394, 1.158, 1.697
 88519565, 0.328, 1.157, 1.698
 88719581, 0.281, 1.155, 1.699
 88919550, 0.374, 1.154, 1.698
 89119559, 0.294, 1.153, 1.698
 89319605, 0.264, 1.152, 1.698
 89519697, 0.376, 1.153, 1.698
 89719548, 0.279, 1.155, 1.697
 89919704, 0.341, 1.157, 1.697
