TimeUS,gpSA,gpHA,gpVA
 44254537, 0.303, 1.359, 1.546
 44454587, 0.312, 1.358, 1.545
 44654649, 0.392, 1.357, 1.546
 44854565, 0.398, 1.357, 1.546
 45054550, 0.292, 1.356, 1.546
 45254576, 0.414, 1.355, 1.546
 45454538, 0.286, 1.354, 1.546
 45654533, 0.318, 1.354, 1.546
 45854557, 0.31, 1.353, 1.546
 46054555, 0.416, 1.353, 1.546
 46254658, 0.283, 1.353, 1.547
 46454651, 0.407, 1.352, 1.547
 46654571, 0.4, 1.352, 1.547
 46854572, 0.348, 1.351, 1.547
 47054571, 0.422, 1.351, 1.548
 47254576, 0.307, 1.351, 1.548
 47454584, 0.338, 1.35, 1.548
 47654559, 0.331, 1.35, 1.548
 47854555, 0.308, 1.349, 1.548
 48054545, 0.313, 1.349, 1.549
 48254671, 0.396, 1.349, 1.549
 48454646, 0.342, 1.347, 1.547
 48654575, 0.487, 1.348, 1.547
 48854582, 0.343, 1.352, 1.55
 49054587, 0.404, 1.357, 1.552
 49254560, 0.424, 1.362, 1.555
 49454656, 0.449, 1.365, 1.558
 49654586, 0.37, 1.368, 1.561
 49854653, 0.464, 1.372, 1.565
 50054574, 0.428, 1.378, 1.571
 50254560, 0.44, 1.384, 1.578
 50454655, 0.4, 1.39, 1.582
 50654579, 0.389, 1.393, 1.586
 50854565, 0.372, 1.396, 1.588
 51054566, 0.38, 1.398, 1.591
 51254571, 0.388, 1.4, 1.594
 51454585, 0.38, 1.401, 1.598
 51654575, 0.378, 1.402, 1.601
 51854688, 0.335, 1.403, 1.601
 52054584, 0.348, 1.404, 1.601
 52254568, 0.31, 1.406, 1.601
 52454568, 0.329, 1.408, 1.602
 52654562, 0.342, 1.409, 1.603
 52854563, 0.323, 1.412, 1.603
 53054570, 0.293, 1.415, 1.606
 53254661, 0.339, 1.418, 1.61
 53454574, 0.28, 1.419, 1.608
 53654701, 0.366, 1.421, 1.612
 53854670, 0.276, 1.422, 1.609
 54054687, 0.283, 1.421, 1.608
 54274648, 0.369, 1.418, 1.61
 54454678, 0.29, 1.415, 1.61
 54654805, 0.384, 1.414, 1.613
 54854678, 0.299, 1.413, 1.612
 55054671, 0.341, 1.412, 1.613
 55254659, 0.314, 1.412, 1.614
 55454720, 0.289, 1.409, 1.614
 55654671, 0.292, 1.406, 1.613
 55854689, 0.298, 1.401, 1.613
 56054681, 0.279, 1.395, 1.609
 56254663, 0.274, 1.393, 1.604
 56454695, 0.236, 1.388, 1.6
 56654659, 0.285, 1.385, 1.597
 56854678, 0.29, 1.384, 1.593
 57054656, 0.273, 1.382, 1.59
 57254701, 0.323, 1.38, 1.589
 57454684, 0.296, 1.379, 1.588
 57654665, 0.312, 1.378, 1.587
 57854673, 0.323, 1.375, 1.587
 58054677, 0.293, 1.374, 1.586
 58254578, 0.251, 1.374, 1.583
 58454719, 0.217, 1.373, 1.579
 58654685, 0.233, 1.372, 1.579
 58854804, 0.25, 1.372, 1.579
 59054716, 0.283, 1.369, 1.581
