TimeUS,gpSA,gpHA,gpVA
 29103172, 0.26, 0.965, 1.283
 29303150, 0.305, 0.966, 1.284
 29503078, 0.272, 0.9670001, 1.285
 29703156, 0.287, 0.9670001, 1.286
 29903163, 0.231, 0.9680001, 1.287
 30103162, 0.307, 0.97, 1.29
 30303047, 0.238, 0.9720001, 1.292
 30503038, 0.333, 0.974, 1.294
 30703026, 0.268, 0.9760001, 1.296
 30903082, 0.301, 0.9770001, 1.298
 31103077, 0.325, 0.979, 1.301
 31303149, 0.291, 0.9810001, 1.303
 31503066, 0.293, 0.983, 1.305
 31703107, 0.269, 0.984, 1.308
 31903152, 0.306, 0.9860001, 1.31
 32103106, 0.256, 0.988, 1.312
 32303179, 0.302, 0.9900001, 1.315
 32503067, 0.31, 0.992, 1.317
 32703052, 0.287, 0.993, 1.319
 32903066, 0.292, 0.994, 1.321
 33103065, 0.284, 0.9960001, 1.324
 33303192, 0.3, 0.997, 1.325
 33503079, 0.303, 0.998, 1.327
 33703163, 0.263, 1, 1.329
 33903062, 0.301, 1.001, 1.33
 34103081, 0.31, 1.002, 1.332
 34303143, 0.293, 1.004, 1.334
 34503035, 0.291, 1.005, 1.335
 34703053, 0.305, 1.007, 1.337
 34903146, 0.326, 1.009, 1.339
 35103075, 0.305, 1.01, 1.341
 35303080, 0.306, 1.012, 1.342
 35503160, 0.315, 1.013, 1.345
 35703046, 0.248, 1.015, 1.347
 35903068, 0.306, 1.017, 1.349
 36103162, 0.287, 1.018, 1.35
 36303079, 0.301, 1.02, 1.352
 36503182, 0.299, 1.021, 1.353
 36703078, 0.288, 1.021, 1.354
 36903080, 0.311, 1.022, 1.355
 37143061, 0.362, 1.42, 1.536
 37303173, 0.307, 1.419, 1.537
 37503156, 0.272, 1.416, 1.538
 37703031, 0.342, 1.415, 1.54
 37903106, 0.352, 1.412, 1.541
 38103083, 0.361, 1.41, 1.542
 38303089, 0.353, 1.408, 1.544
 38503071, 0.352, 1.405, 1.545
 38703075, 0.32, 1.402, 1.546
 38903076, 0.328, 1.399, 1.547
 39123161, 0.371, 1.395, 1.548
 39303076, 0.335, 1.392, 1.549
 39503042, 0.336, 1.389, 1.55
 39703048, 0.373, 1.388, 1.552
 39903068, 0.351, 1.386, 1.553
 40103063, 0.354, 1.385, 1.554
 40303153, 0.361, 1.383, 1.556
 40503074, 0.311, 1.38, 1.556
 40703160, 0.332, 1.377, 1.557
 40903158, 0.303, 1.373, 1.555
 41103061, 0.293, 1.368, 1.554
 41303155, 0.32, 1.363, 1.552
 41503054, 0.32, 1.358, 1.55
