TimeUS,gpSA,gpHA,gpVA
 76668203, 0.227, 1.279, 1.374
 76850037, 0.406, 1.279, 1.375
 77050024, 0.438, 1.28, 1.375
 77250088, 0.309, 1.28, 1.375
 77450046, 0.359, 1.281, 1.375
 77650064, 0.432, 1.281, 1.376
 77870034, 0.296, 1.281, 1.376
 78050010, 0.331, 1.281, 1.376
 78270093, 0.361, 1.282, 1.376
 78470023, 0.319, 1.282, 1.376
 78650026, 0.295, 1.282, 1.377
 78870062, 0.351, 1.282, 1.377
 79070027, 0.26, 1.282, 1.377
 79270124, 0.378, 1.282, 1.377
 79470031, 0.405, 1.282, 1.377
 79670067, 0.394, 1.283, 1.377
 79850058, 0.441, 1.283, 1.378
 80050044, 0.35, 1.283, 1.378
 80270065, 0.343, 1.283, 1.378
 80470049, 0.351, 1.283, 1.378
 80670066, 0.328, 1.283, 1.378
 80870170, 0.257, 1.283, 1.378
 81070104, 0.321, 1.283, 1.378
 81270070, 0.41, 1.284, 1.379
 81470068, 0.317, 1.284, 1.379
 81670075, 0.334, 1.284, 1.379
 81870051, 0.34, 1.285, 1.379
 82070069, 0.312, 1.286, 1.38
 82270068, 0.411, 1.289, 1.382
 82470041, 0.317, 1.289, 1.383
 82650108, 0.302, 1.287, 1.386
 82870119, 0.339, 1.285, 1.383
 83070049, 0.295, 1.281, 1.376
 83270064, 0.379, 1.281, 1.378
 83470098, 0.363, 1.281, 1.379
 83670054, 0.371, 1.282, 1.382
 83870156, 0.378, 1.282, 1.384
 84070062, 0.391, 1.283, 1.387
 84270101, 0.381, 1.284, 1.385
 84470098, 0.373, 1.285, 1.388
 84670089, 0.358, 1.286, 1.387
 84870111, 0.351, 1.286, 1.389
 85070132, 0.329, 1.287, 1.392
 85250096, 0.303, 1.288, 1.393
 85470107, 0.288, 1.289, 1.397
 85670104, 0.242, 1.289, 1.397
 85870125, 0.232, 1.288, 1.396
 86070122, 0.191, 1.286, 1.393
 86270116, 0.203, 1.284, 1.392
 86470130, 0.172, 1.282, 1.388
 86670116, 0.173, 1.28, 1.384
 86870156, 0.165, 1.277, 1.378
 87070113, 0.194, 1.277, 1.377
 87270126, 0.193, 1.278, 1.377
 87470093, 0.194, 1.279, 1.376
 87670090, 0.193, 1.281, 1.376
 87870120, 0.195, 1.279, 1.375
 88070175, 0.237, 1.273, 1.377
 88270146, 0.203, 1.267, 1.375
 88470150, 0.207, 1.267, 1.375
 88670099, 0.238, 1.266, 1.377
 88870145, 0.255, 1.267, 1.379
 89070102, 0.283, 1.27, 1.382
 89270317, 0.247, 1.269, 1.384
 89470094, 0.267, 1.267, 1.384
 89670098, 0.274, 1.269, 1.387
 89870130, 0.24, 1.269, 1.388
 90070126, 0.27, 1.27, 1.39
 90270150, 0.241, 1.271, 1.391
 90470092, 0.22, 1.271, 1.389
 90670064, 0.227, 1.271, 1.389
 90870147, 0.215, 1.271, 1.39
 91070082, 0.275, 1.272, 1.394
 91270188, 0.254, 1.271, 1.397
 91470220, 0.313, 1.267, 1.401
 91670218, 0.267, 1.261, 1.406
 91870263, 0.268, 1.256, 1.411
 92070199, 0.257, 1.253, 1.415
 92270238, 0.231, 1.252, 1.417
 92470214, 0.261, 1.252, 1.418
 92670203, 0.256, 1.252, 1.416
 92870234, 0.231, 1.251, 1.415
 93070212, 0.243, 1.249, 1.415
 93270277, 0.203, 1.247, 1.416
 93470337, 0.199, 1.242, 1.414
 93670349, 0.203, 1.24, 1.412
 93870300, 0.191, 1.237, 1.408
 94070254, 0.23, 1.235, 1.407
 94270234, 0.223, 1.233, 1.406
 94470292, 0.278, 1.233, 1.407
 94670225, 0.261, 1.237, 1.409
 94870257, 0.219, 1.237, 1.41
 95070216, 0.329, 1.235, 1.412
 95270224, 0.349, 1.232, 1.412
 95490684, 0.339, 1.233, 1.413
 95670249, 0.364, 1.233, 1.414
 95870227, 0.299, 1.232, 1.413
 96070210, 0.348, 1.232, 1.413
 96270228, 0.376, 1.233, 1.412
 96470280, 0.333, 1.233, 1.412
 96670192, 0.386, 1.235, 1.412
 96870212, 0.407, 1.236, 1.412
 97070218, 0.432, 1.238, 1.411
 97270403, 0.43, 1.24, 1.411
 97470223, 0.416, 1.241, 1.413
 97670333, 0.415, 1.243, 1.415
 97870215, 0.438, 1.245, 1.417
 98070252, 0.304, 1.247, 1.42
 98270244, 0.318, 1.25, 1.424
 98470215, 0.405, 1.252, 1.428
 98670215, 0.279, 1.256, 1.434
 98870231, 0.354, 1.259, 1.439
 99070355, 0.438, 1.263, 1.445
 99270237, 0.362, 1.266, 1.451
 99470203, 0.339, 1.27, 1.457
 99670384, 0.483, 1.274, 1.463
 99870231, 0.444, 1.277, 1.468
 100070191, 0.481, 1.281, 1.473
 100270237, 0.449, 1.284, 1.477
 100470256, 0.489, 1.287, 1.479
 100670218, 0.46, 1.291, 1.482
 100870269, 0.415, 1.293, 1.484
 101070197, 0.317, 1.295, 1.487
 101270243, 0.339, 1.297, 1.489
 101470218, 0.249, 1.298, 1.492
 101670211, 0.292, 1.298, 1.493
 101870384, 0.325, 1.295, 1.492
 102070247, 0.287, 1.29, 1.49
 102270232, 0.237, 1.286, 1.489
 102470196, 0.179, 1.281, 1.487
 102670244, 0.216, 1.278, 1.485
 102870304, 0.211, 1.275, 1.484
 103070280, 0.211, 1.272, 1.483
 103270221, 0.21, 1.27, 1.481
 103470258, 0.266, 1.267, 1.479
 103670246, 0.295, 1.265, 1.477
 103870355, 0.329, 1.262, 1.474
 104070214, 0.268, 1.259, 1.471
 104270233, 0.287, 1.257, 1.47
 104470202, 0.198, 1.254, 1.468
 104670253, 0.24, 1.251, 1.467
 104870236, 0.244, 1.249, 1.468
 105070218, 0.325, 1.245, 1.467
 105270229, 0.209, 1.242, 1.466
 105490703, 0.207, 1.239, 1.465
 105690700, 0.241, 1.237, 1.465
 105870286, 0.214, 1.235, 1.465
 106070336, 0.276, 1.233, 1.464
 106270253, 0.304, 1.231, 1.464
 106470248, 0.3, 1.231, 1.465
 106670274, 0.346, 1.231, 1.465
 106870237, 0.387, 1.232, 1.466
 107070221, 0.385, 1.232, 1.465
 107270231, 0.361, 1.232, 1.465
 107470222, 0.415, 1.233, 1.466
 107670210, 0.349, 1.234, 1.467
 107870224, 0.26, 1.235, 1.468
 108070338, 0.29, 1.237, 1.469
 108270402, 0.3, 1.237, 1.471
 108470211, 0.353, 1.238, 1.472
 108670215, 0.352, 1.239, 1.473
 108870269, 0.324, 1.24, 1.472
 109070248, 0.334, 1.241, 1.473
 109270248, 0.297, 1.24, 1.473
 109470197, 0.375, 1.24, 1.475
 109670218, 0.337, 1.239, 1.476
 109870272, 0.325, 1.237, 1.478
 110070255, 0.332, 1.234, 1.478
 110270358, 0.322, 1.231, 1.477
 110470225, 0.219, 1.229, 1.477
 110670254, 0.273, 1.226, 1.476
 110870227, 0.216, 1.224, 1.476
 111070185, 0.33, 1.223, 1.478
 111270231, 0.345, 1.223, 1.479
 111490781, 0.331, 1.222, 1.481
 111670293, 0.366, 1.222, 1.485
 111870374, 0.367, 1.222, 1.489
 112070195, 0.429, 1.223, 1.494
 112270400, 0.392, 1.226, 1.499
 112470217, 0.263, 1.228, 1.504
 112670215, 0.248, 1.227, 1.502
 112870275, 0.233, 1.226, 1.502
 113070240, 0.269, 1.226, 1.505
 113270239, 0.288, 1.227, 1.508
 113470205, 0.296, 1.228, 1.508
 113690777, 0.35, 1.229, 1.506
 113870291, 0.349, 1.228, 1.5
 114070199, 0.335, 1.228, 1.5
 114270226, 0.411, 1.23, 1.5
 114470382, 0.431, 1.231, 1.499
 114730235, 0.3, 1.577, 1.655
 114870232, 0.189, 1.572, 1.647
 115070200, 0.201, 1.565, 1.64
 115270269, 0.205, 1.556, 1.629
 115470356, 0.256, 1.548, 1.619
 115690710, 0.296, 1.54, 1.612
 115870281, 0.322, 1.533, 1.604
 116070213, 0.343, 1.527, 1.599
 116290800, 0.219, 1.521, 1.594
 116470340, 0.21, 1.515, 1.592
 116710222, 0.239, 1.508, 1.588
 116870238, 0.34, 1.501, 1.582
 117070218, 0.425, 1.497, 1.581
 117270367, 0.431, 1.493, 1.578
 117490783, 0.419, 1.489, 1.575
 117670209, 0.438, 1.486, 1.573
 117870237, 0.366, 1.482, 1.568
 118070215, 0.318, 1.478, 1.563
 118270230, 0.278, 1.474, 1.56
 118470205, 0.337, 1.469, 1.555
 118670328, 0.376, 1.463, 1.551
 118870215, 0.357, 1.457, 1.546
 119070402, 0.378, 1.454, 1.543
 119270232, 0.388, 1.451, 1.541
 119470204, 0.498, 1.45, 1.54
 119670221, 0.441, 1.448, 1.54
 119870225, 0.457, 1.447, 1.538
 120070213, 0.453, 1.446, 1.538
 120270239, 0.398, 1.446, 1.538
 120470213, 0.421, 1.446, 1.539
 120670344, 0.412, 1.443, 1.536
 120870359, 0.384, 1.44, 1.533
 121070253, 0.378, 1.438, 1.531
 121270290, 0.403, 1.437, 1.529
 121470204, 0.484, 1.437, 1.529
 121670231, 0.517, 1.438, 1.529
 121870273, 0.383, 1.437, 1.529
 122070185, 0.417, 1.437, 1.528
 122270237, 0.413, 1.435, 1.528
 122490401, 0.323, 1.434, 1.527
 122690227, 0.231, 1.433, 1.527
 122870355, 0.291, 1.431, 1.525
 123070222, 0.394, 1.43, 1.524
 123270240, 0.375, 1.427, 1.521
 123490267, 0.405, 1.425, 1.518
 123670220, 0.416, 1.424, 1.516
 123870230, 0.411, 1.424, 1.516
 124070244, 0.411, 1.424, 1.515
 124270245, 0.355, 1.423, 1.515
 124470355, 0.314, 1.423, 1.515
 124670263, 0.421, 1.421, 1.514
 124870356, 0.426, 1.418, 1.51
 125070212, 0.37, 1.414, 1.506
 125270233, 0.279, 1.41, 1.502
 125470248, 0.298, 1.406, 1.499
 125690272, 0.236, 1.403, 1.498
 125890244, 0.234, 1.399, 1.495
 126070200, 0.359, 1.395, 1.493
 126270407, 0.326, 1.391, 1.49
 126470207, 0.341, 1.386, 1.486
 126670223, 0.352, 1.384, 1.483
 126870301, 0.268, 1.382, 1.481
 127070367, 0.384, 1.38, 1.478
 127270236, 0.278, 1.377, 1.474
 127470219, 0.207, 1.373, 1.47
 127670252, 0.395, 1.37, 1.464
 127870243, 0.367, 1.363, 1.452
 128070251, 0.366, 1.357, 1.441
 128270258, 0.267, 1.35, 1.429
 128470247, 0.282, 1.347, 1.424
 128670198, 0.316, 1.346, 1.422
 128870237, 0.239, 1.343, 1.414
 129070385, 0.253, 1.34, 1.409
 129270214, 0.249, 1.338, 1.405
 129470207, 0.167, 1.336, 1.402
 129670210, 0.259, 1.333, 1.396
 129870396, 0.274, 1.33, 1.391
 130070217, 0.319, 1.326, 1.384
 130270233, 0.314, 1.32, 1.377
 130470188, 0.321, 1.313, 1.371
 130670254, 0.333, 1.307, 1.368
 130870268, 0.303, 1.299, 1.363
 131070210, 0.275, 1.292, 1.359
 131270423, 0.293, 1.286, 1.357
 131470287, 0.21, 1.279, 1.354
 131670247, 0.256, 1.277, 1.354
 131870207, 0.276, 1.275, 1.355
 132070253, 0.308, 1.274, 1.357
 132270231, 0.322, 1.271, 1.357
 132470201, 0.353, 1.267, 1.357
 132670251, 0.33, 1.265, 1.358
 132870234, 0.337, 1.262, 1.358
 133070211, 0.36, 1.259, 1.36
 133270368, 0.294, 1.257, 1.361
 133470406, 0.267, 1.256, 1.363
 133670268, 0.327, 1.256, 1.366
 133870230, 0.34, 1.257, 1.37
 134070221, 0.456, 1.258, 1.375
 134270271, 0.298, 1.261, 1.38
 134470231, 0.446, 1.263, 1.386
 134670198, 0.309, 1.266, 1.393
 134870273, 0.318, 1.268, 1.399
 135070215, 0.336, 1.271, 1.406
 135270386, 0.395, 1.272, 1.411
 135490227, 0.404, 1.275, 1.416
 135670267, 0.443, 1.277, 1.421
 135890350, 0.426, 1.28, 1.425
 136090234, 0.359, 1.283, 1.429
 136290268, 0.458, 1.287, 1.433
 136490279, 0.369, 1.291, 1.436
 136690256, 0.5100001, 1.295, 1.44
 136870216, 0.335, 1.3, 1.442
 137070390, 0.418, 1.304, 1.445
 137270238, 0.315, 1.308, 1.447
 137490253, 0.426, 1.311, 1.449
 137690207, 0.47, 1.315, 1.451
 137890427, 0.332, 1.318, 1.45
 138070280, 0.381, 1.319, 1.449
 138270240, 0.276, 1.319, 1.447
 138470220, 0.325, 1.32, 1.445
 138670262, 0.31, 1.321, 1.444
 138890264, 0.352, 1.322, 1.443
 139070231, 0.332, 1.322, 1.441
 139270274, 0.4, 1.323, 1.44
 139490271, 0.383, 1.324, 1.439
 139690230, 0.375, 1.326, 1.438
 139870265, 0.404, 1.327, 1.438
 140090423, 0.353, 1.329, 1.437
 140290245, 0.223, 1.331, 1.437
 140490376, 0.342, 1.332, 1.436
 140690230, 0.347, 1.333, 1.435
 140890271, 0.387, 1.333, 1.433
 141070220, 0.319, 1.334, 1.432
 141290253, 0.321, 1.334, 1.431
 141490246, 0.341, 1.334, 1.43
 141670338, 0.346, 1.336, 1.43
 141870226, 0.33, 1.337, 1.429
 142070193, 0.34, 1.338, 1.429
 142270301, 0.37, 1.339, 1.429
 142470414, 0.331, 1.34, 1.429
 142670215, 0.353, 1.341, 1.429
 142870265, 0.303, 1.341, 1.43
 143070221, 0.31, 1.342, 1.43
 143290245, 0.281, 1.341, 1.429
 143490230, 0.342, 1.341, 1.429
 143670250, 0.345, 1.342, 1.43
 143890265, 0.308, 1.342, 1.43
 144070194, 0.355, 1.342, 1.432
 144290382, 0.336, 1.341, 1.432
 144490306, 0.316, 1.34, 1.433
 144670214, 0.325, 1.339, 1.434
 144870248, 0.298, 1.337, 1.432
 145070217, 0.291, 1.333, 1.429
 145270256, 0.289, 1.329, 1.425
 145470207, 0.302, 1.326, 1.423
 145670213, 0.287, 1.324, 1.421
 145870356, 0.24, 1.314, 1.412
 146090269, 0.281, 1.309, 1.409
 146290383, 0.3, 1.307, 1.408
 146470189, 0.31, 1.304, 1.407
 146670258, 0.302, 1.302, 1.407
 146870300, 0.274, 1.299, 1.405
 147070222, 0.288, 1.297, 1.405
 147270240, 0.279, 1.294, 1.404
 147490267, 0.254, 1.29, 1.4
 147670214, 0.279, 1.287, 1.398
 147870260, 0.271, 1.283, 1.394
 148070362, 0.268, 1.278, 1.391
 148270244, 0.284, 1.275, 1.39
 148490355, 0.268, 1.271, 1.387
 148670212, 0.274, 1.267, 1.384
 148870294, 0.264, 1.263, 1.381
 149070266, 0.273, 1.26, 1.38
 149270229, 0.282, 1.257, 1.38
 149470211, 0.282, 1.255, 1.38
 149670243, 0.294, 1.254, 1.38
 149870239, 0.266, 1.251, 1.379
 150070330, 0.282, 1.248, 1.379
 150270292, 0.275, 1.245, 1.38
 150470207, 0.278, 1.243, 1.38
 150670232, 0.278, 1.239, 1.378
 150870236, 0.277, 1.235, 1.377
 151070294, 0.282, 1.232, 1.376
 151270286, 0.267, 1.229, 1.374
 151470249, 0.277, 1.227, 1.374
 151690275, 0.321, 1.227, 1.376
 151870224, 0.261, 1.225, 1.374
 152070192, 0.315, 1.223, 1.376
 152270359, 0.321, 1.224, 1.379
 152470248, 0.292, 1.223, 1.381
 152670211, 0.3, 1.222, 1.386
 152870235, 0.277, 1.221, 1.39
 153070204, 0.286, 1.221, 1.394
 153270380, 0.291, 1.22, 1.397
 153490294, 0.292, 1.219, 1.401
 153670195, 0.305, 1.219, 1.403
 153870254, 0.279, 1.218, 1.404
 154070216, 0.3, 1.217, 1.404
 154270367, 0.286, 1.217, 1.405
 154490242, 0.283, 1.216, 1.403
