THR,Frames,FPR,TPR,TTD
1,407,1.0,0.8514851485148515,139
2,406,0.9903846153846154,0.7980132450331126,139
3,405,0.9807692307692307,0.7574750830564784,139
4,404,0.9711538461538461,0.7266666666666667,139
5,403,0.9615384615384616,0.6989966555183946,139
6,402,0.9519230769230769,0.6778523489932886,139
7,401,0.9423076923076923,0.6565656565656566,139
8,400,0.9326923076923077,0.6351351351351351,139
9,399,0.9230769230769231,0.6135593220338983,139
10,398,0.9134615384615384,0.5884353741496599,139
11,397,0.9038461538461539,0.5631399317406144,139
12,396,0.8942307692307693,0.541095890410959,139
13,395,0.875,0.5189003436426117,139
14,394,0.8557692307692307,0.5,139
15,393,0.8365384615384616,0.4844290657439446,139
16,392,0.8173076923076923,0.46875,139
17,391,0.7980769230769231,0.4529616724738676,139
18,390,0.7788461538461539,0.4370629370629371,139
19,389,0.7692307692307693,0.42105263157894735,139
20,388,0.7596153846153846,0.40492957746478875,139
21,387,0.75,0.392226148409894,139
22,386,0.7403846153846154,0.38652482269503546,139
23,385,0.7307692307692307,0.3807829181494662,139
24,384,0.7211538461538461,0.375,139
25,383,0.7115384615384616,0.36917562724014336,139
26,382,0.7019230769230769,0.36330935251798563,139
27,381,0.6923076923076923,0.3574007220216607,139
28,380,0.6826923076923077,0.35144927536231885,139
29,379,0.6730769230769231,0.34545454545454546,139
