THR,Frames,FPR,TPR,TTD
1,411,0.05555555555555555,0.45544554455445546,19345
2,410,0.027777777777777776,0.4139072847682119,19545
3,409,0.009259259259259259,0.3787375415282392,19745
4,408,0.0,0.34,19945
5,407,0.0,0.3076923076923077,20145
6,406,0.0,0.28187919463087246,20345
7,405,0.0,0.26262626262626265,20545
8,404,0.0,0.23986486486486486,20745
9,403,0.0,0.21694915254237288,20944
10,402,0.0,0.20748299319727892,26945
11,401,0.0,0.20136518771331058,27144
12,400,0.0,0.1952054794520548,27344
13,399,0.0,0.18900343642611683,27545
14,398,0.0,0.18275862068965518,27745
15,397,0.0,0.17993079584775087,27945
16,396,0.0,0.17708333333333334,28145
17,395,0.0,0.17421602787456447,28345
18,394,0.0,0.17132867132867133,28545
19,393,0.0,0.16842105263157894,28745
20,392,0.0,0.16549295774647887,28945
21,391,0.0,0.1625441696113074,29145
22,390,0.0,0.1595744680851064,29344
23,389,0.0,0.15658362989323843,29545
24,388,0.0,0.15357142857142858,29745
25,387,0.0,0.15053763440860216,29945
26,386,0.0,0.1474820143884892,30145
27,385,0.0,0.1444043321299639,30345
28,384,0.0,0.14130434782608695,30545
29,383,0.0,0.13818181818181818,30745
