THR,Frames,FPR,TPR,TTD
1,349,0.4,0.9935275080906149,139
2,348,0.3,0.987012987012987,139
3,347,0.25,0.9804560260586319,339
4,346,0.225,0.9738562091503268,539
5,345,0.2,0.9639344262295082,739
6,344,0.175,0.9539473684210527,939
7,343,0.15,0.9405940594059405,1139
8,342,0.125,0.9271523178807947,1340
9,341,0.1,0.9169435215946844,1540
10,340,0.075,0.9066666666666666,1740
11,339,0.05,0.8996655518394648,1940
12,338,0.025,0.8926174496644296,2139
13,337,0.0,0.8855218855218855,2339
14,336,0.0,0.8783783783783784,2539
15,335,0.0,0.8711864406779661,2739
16,334,0.0,0.8639455782312925,2939
17,333,0.0,0.856655290102389,3139
18,332,0.0,0.8493150684931506,3340
19,331,0.0,0.8419243986254296,3540
20,330,0.0,0.8344827586206897,3740
21,329,0.0,0.8269896193771626,3940
22,328,0.0,0.8194444444444444,4140
23,327,0.0,0.8118466898954704,4339
24,326,0.0,0.8041958041958042,4539
25,325,0.0,0.7964912280701755,4739
26,324,0.0,0.7887323943661971,4939
27,323,0.0,0.7809187279151943,5139
28,322,0.0,0.7730496453900709,5339
29,321,0.0,0.7651245551601423,5540
